Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,nuclear,hydro,solar,other
39504,2023-07-05 00:00:00,2024-07-17 00:00:00,3.1,410.0,741.0,1977.0,987.0,94.0,90.0,0.0
39505,2023-07-05 01:00:00,2024-07-17 00:00:00,3.1,396.26,523.0,2085.0,987.0,93.0,9.0,0.0
39506,2023-07-05 02:00:00,2024-07-17 00:00:00,3.1,386.31,440.0,2058.0,987.0,96.0,0.0,0.0
39507,2023-07-05 03:00:00,2024-07-17 00:00:00,3.1,389.12,444.0,1974.0,986.0,51.0,0.0,0.0
39508,2023-07-05 04:00:00,2024-07-17 00:00:00,3.1,387.46,444.0,1837.0,988.0,26.0,0.0,0.0
39509,2023-07-05 05:00:00,2024-07-17 00:00:00,3.1,382.52,443.0,1676.0,987.0,23.0,0.0,0.0
39510,2023-07-05 06:00:00,2024-07-17 00:00:00,3.1,377.16,439.0,1540.0,986.0,23.0,0.0,0.0
39511,2023-07-05 07:00:00,2024-07-17 00:00:00,3.1,370.95,434.0,1403.0,987.0,22.0,0.0,0.0
39512,2023-07-05 08:00:00,2024-07-17 00:00:00,3.1,368.69,434.0,1350.0,988.0,21.0,0.0,0.0
39513,2023-07-05 09:00:00,2024-07-17 00:00:00,3.1,367.72,442.0,1301.0,987.0,23.0,0.0,0.0
39514,2023-07-05 10:00:00,2024-07-17 00:00:00,3.1,370.74,442.0,1368.0,988.0,21.0,0.0,0.0
39515,2023-07-05 11:00:00,2024-07-17 00:00:00,3.1,374.15,441.0,1492.0,987.0,24.0,11.0,0.0
39516,2023-07-05 12:00:00,2024-07-17 00:00:00,3.1,360.02,440.0,1540.0,987.0,23.0,163.0,0.0
39517,2023-07-05 13:00:00,2024-07-17 00:00:00,3.1,354.77,462.0,1635.0,987.0,22.0,292.0,0.0
39518,2023-07-05 14:00:00,2024-07-17 00:00:00,3.1,350.0,444.0,1930.0,986.0,21.0,455.0,0.0
39519,2023-07-05 15:00:00,2024-07-17 00:00:00,3.1,353.69,453.0,2069.0,986.0,22.0,483.0,0.0
39520,2023-07-05 16:00:00,2024-07-17 00:00:00,3.1,357.71,538.0,2064.0,988.0,19.0,556.0,0.0
39521,2023-07-05 17:00:00,2024-07-17 00:00:00,3.1,356.41,629.0,1922.0,987.0,19.0,649.0,0.0
39522,2023-07-05 18:00:00,2024-07-17 00:00:00,3.1,363.32,712.0,1975.0,987.0,18.0,699.0,0.0
39523,2023-07-05 19:00:00,2024-07-17 00:00:00,3.1,372.84,781.0,2012.0,985.0,49.0,648.0,0.0
39524,2023-07-05 20:00:00,2024-07-17 00:00:00,3.1,378.88,857.0,1911.0,987.0,91.0,587.0,0.0
39525,2023-07-05 21:00:00,2024-07-17 00:00:00,3.1,393.53,868.0,1963.0,986.0,168.0,348.0,0.0
39526,2023-07-05 22:00:00,2024-07-17 00:00:00,3.1,398.91,873.0,1820.0,986.0,170.0,250.0,1.0
39527,2023-07-05 23:00:00,2024-07-17 00:00:00,3.1,406.9,871.0,1743.0,985.0,235.0,71.0,0.0
