UTC time,nuclear,hydro,solar,wind
2023-05-25 00:00:00,1363.0,872.0,0.0,24.0
2023-05-25 01:00:00,1363.0,849.0,0.0,27.0
2023-05-25 02:00:00,1363.0,992.0,0.0,34.0
2023-05-25 03:00:00,1365.0,1256.0,0.0,35.0
2023-05-25 04:00:00,1363.0,2634.0,12.0,33.0
2023-05-25 05:00:00,1363.0,2865.0,238.0,32.0
2023-05-25 06:00:00,1363.0,2359.0,653.0,37.0
2023-05-25 07:00:00,1363.0,1210.0,929.0,24.0
2023-05-25 08:00:00,1362.0,1150.0,1343.0,8.0
2023-05-25 09:00:00,1360.0,1122.0,1440.0,6.0
2023-05-25 10:00:00,1358.0,1125.0,2120.0,6.0
2023-05-25 11:00:00,1359.0,865.0,2581.0,8.0
2023-05-25 12:00:00,1356.0,914.0,2421.0,7.0
2023-05-25 13:00:00,1355.0,871.0,2288.0,8.0
2023-05-25 14:00:00,1354.0,1010.0,1654.0,11.0
2023-05-25 15:00:00,1352.0,1093.0,1259.0,10.0
2023-05-25 16:00:00,1350.0,1954.0,741.0,10.0
2023-05-25 17:00:00,1351.0,2785.0,346.0,11.0
2023-05-25 18:00:00,1349.0,3067.0,118.0,10.0
2023-05-25 19:00:00,1350.0,2884.0,3.0,9.0
2023-05-25 20:00:00,1352.0,2336.0,0.0,9.0
2023-05-25 21:00:00,1354.0,1727.0,0.0,10.0
2023-05-25 22:00:00,1354.0,1080.0,0.0,16.0
2023-05-25 23:00:00,1355.0,1060.0,0.0,16.0
