UTC time,nuclear,hydro,solar,wind
2023-12-16 00:00:00,3022.0,603.0,0.0,14.0
2023-12-16 01:00:00,3024.0,599.0,0.0,21.0
2023-12-16 02:00:00,3023.0,538.0,0.0,20.0
2023-12-16 03:00:00,3023.0,559.0,0.0,22.0
2023-12-16 04:00:00,3022.0,538.0,0.0,31.0
2023-12-16 05:00:00,3022.0,572.0,0.0,21.0
2023-12-16 06:00:00,3021.0,700.0,0.0,32.0
2023-12-16 07:00:00,3023.0,758.0,6.0,40.0
2023-12-16 08:00:00,3022.0,656.0,77.0,35.0
2023-12-16 09:00:00,3024.0,620.0,220.0,27.0
2023-12-16 10:00:00,3023.0,616.0,377.0,23.0
2023-12-16 11:00:00,3022.0,550.0,569.0,15.0
2023-12-16 12:00:00,3023.0,505.0,722.0,16.0
2023-12-16 13:00:00,3022.0,564.0,573.0,15.0
2023-12-16 14:00:00,3020.0,642.0,319.0,12.0
2023-12-16 15:00:00,3021.0,753.0,38.0,14.0
2023-12-16 16:00:00,3021.0,863.0,0.0,13.0
2023-12-16 17:00:00,3021.0,1460.0,0.0,14.0
2023-12-16 18:00:00,3020.0,1249.0,0.0,11.0
2023-12-16 19:00:00,3021.0,827.0,0.0,13.0
2023-12-16 20:00:00,3021.0,721.0,0.0,17.0
2023-12-16 21:00:00,3021.0,665.0,0.0,18.0
2023-12-16 22:00:00,3023.0,532.0,0.0,19.0
2023-12-16 23:00:00,3023.0,547.0,0.0,23.0
