,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,nuclear,oil,hydro,solar,wind,other
0,2023-08-25 00:00:00,2023-08-27 18:30:16,3.0,420.76,28385.0,62028.0,32284.0,442.0,3751.0,19.0,3885.0,1989.0
1,2023-08-25 01:00:00,2023-08-27 18:30:16,3.0,423.28,27394.0,60105.0,32274.0,391.0,848.0,4.0,4629.0,2006.0
2,2023-08-25 02:00:00,2023-08-27 18:30:16,3.0,408.54,24235.0,56589.0,32285.0,212.0,826.0,4.0,4859.0,1442.0
3,2023-08-25 03:00:00,2023-08-27 18:30:16,3.0,405.85,24058.0,52607.0,32285.0,208.0,650.0,4.0,4806.0,1432.0
4,2023-08-25 04:00:00,2023-08-27 18:30:16,3.0,385.55,20859.0,45464.0,32529.0,208.0,481.0,4.0,5116.0,1197.0
5,2023-08-25 05:00:00,2023-08-27 18:30:16,3.0,379.32,18862.0,45745.0,32341.0,216.0,622.0,4.0,4557.0,1080.0
6,2023-08-25 06:00:00,2023-08-27 18:30:16,3.0,379.23,18075.0,46858.0,32358.0,217.0,563.0,4.0,4012.0,1077.0
7,2023-08-25 07:00:00,2023-08-27 18:30:16,3.0,380.93,17629.0,46060.0,32393.0,221.0,550.0,4.0,2745.0,1066.0
8,2023-08-25 08:00:00,2023-08-27 18:30:16,3.0,382.03,17493.0,45912.0,32426.0,223.0,559.0,4.0,2207.0,1071.0
9,2023-08-25 09:00:00,2023-08-27 18:30:16,3.0,387.26,17953.0,47384.0,32445.0,224.0,498.0,4.0,1801.0,1083.0
10,2023-08-25 10:00:00,2023-08-27 18:30:16,3.0,395.44,19426.0,49561.0,32454.0,223.0,521.0,4.0,1782.0,1093.0
11,2023-08-25 11:00:00,2023-08-27 18:30:16,3.0,396.18,19586.0,50864.0,32457.0,220.0,551.0,224.0,1861.0,1122.0
12,2023-08-25 12:00:00,2023-08-27 18:30:16,3.0,400.82,20708.0,52997.0,32435.0,218.0,626.0,971.0,1682.0,1295.0
13,2023-08-25 13:00:00,2023-08-27 18:30:16,3.0,401.72,21393.0,54212.0,32461.0,239.0,850.0,1987.0,1394.0,1447.0
14,2023-08-25 14:00:00,2023-08-27 18:30:16,3.0,403.03,21121.0,56862.0,32446.0,741.0,764.0,2831.0,1432.0,2076.0
15,2023-08-25 15:00:00,2023-08-27 18:30:16,3.0,404.99,22065.0,59134.0,32458.0,735.0,1078.0,3231.0,1662.0,2103.0
16,2023-08-25 16:00:00,2023-08-27 18:30:16,3.0,400.62,22489.0,59652.0,32426.0,985.0,3155.0,3304.0,1777.0,2165.0
17,2023-08-25 17:00:00,2023-08-27 18:30:16,3.0,400.94,23873.0,62177.0,32390.0,977.0,4851.0,3631.0,2030.0,2423.0
18,2023-08-25 18:00:00,2023-08-27 18:30:16,3.0,410.52,25945.0,63860.0,32320.0,967.0,4667.0,3437.0,1760.0,2461.0
19,2023-08-25 19:00:00,2023-08-27 18:30:16,3.0,411.51,26265.0,65536.0,32297.0,850.0,5067.0,3615.0,1473.0,2446.0
20,2023-08-25 20:00:00,2023-08-27 18:30:16,3.0,414.3,27713.0,65672.0,32290.0,851.0,6020.0,3135.0,1406.0,2272.0
21,2023-08-25 21:00:00,2023-08-27 18:30:16,3.0,418.2,27920.0,66509.0,32301.0,831.0,5630.0,2702.0,1143.0,2225.0
22,2023-08-25 22:00:00,2023-08-27 18:30:16,3.0,422.42,27648.0,66496.0,32276.0,838.0,5531.0,1432.0,705.0,2175.0
23,2023-08-25 23:00:00,2023-08-27 18:30:16,3.0,426.91,27676.0,65148.0,32281.0,842.0,4924.0,180.0,683.0,2026.0
