Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,nat_gas,oil,hydro,solar,wind,other
35544,2023-01-21 00:00:00,2024-07-17 00:00:00,3.1,175.92,345.0,0.0,644.0,142.0,129.0,56.0
35545,2023-01-21 01:00:00,2024-07-17 00:00:00,3.1,203.86,433.0,0.0,718.0,11.0,113.0,58.0
35546,2023-01-21 02:00:00,2024-07-17 00:00:00,3.1,202.2,480.0,0.0,837.0,0.0,96.0,59.0
35547,2023-01-21 03:00:00,2024-07-17 00:00:00,3.1,201.12,481.0,0.0,848.0,0.0,93.0,58.0
35548,2023-01-21 04:00:00,2024-07-17 00:00:00,3.1,220.45,483.0,0.0,719.0,0.0,80.0,58.0
35549,2023-01-21 05:00:00,2024-07-17 00:00:00,3.1,222.05,480.0,0.0,694.0,0.0,85.0,56.0
35550,2023-01-21 06:00:00,2024-07-17 00:00:00,3.1,233.91,503.0,0.0,666.0,0.0,72.0,58.0
35551,2023-01-21 07:00:00,2024-07-17 00:00:00,3.1,243.25,509.0,0.0,646.0,0.0,45.0,58.0
35552,2023-01-21 08:00:00,2024-07-17 00:00:00,3.1,263.17,489.0,0.0,542.0,0.0,28.0,59.0
35553,2023-01-21 09:00:00,2024-07-17 00:00:00,3.1,276.55,487.0,0.0,475.0,0.0,29.0,56.0
35554,2023-01-21 10:00:00,2024-07-17 00:00:00,3.1,257.63,485.0,0.0,565.0,0.0,24.0,57.0
35555,2023-01-21 11:00:00,2024-07-17 00:00:00,3.1,252.82,485.0,0.0,593.0,0.0,20.0,57.0
35556,2023-01-21 12:00:00,2024-07-17 00:00:00,3.1,250.7,471.0,0.0,594.0,0.0,19.0,59.0
35557,2023-01-21 13:00:00,2024-07-17 00:00:00,3.1,243.07,477.0,0.0,648.0,0.0,12.0,59.0
35558,2023-01-21 14:00:00,2024-07-17 00:00:00,3.1,219.4,486.0,0.0,793.0,0.0,19.0,57.0
35559,2023-01-21 15:00:00,2024-07-17 00:00:00,3.1,219.93,486.0,0.0,778.0,0.0,25.0,55.0
35560,2023-01-21 16:00:00,2024-07-17 00:00:00,3.1,213.5,478.0,0.0,777.0,28.0,44.0,59.0
35561,2023-01-21 17:00:00,2024-07-17 00:00:00,3.1,178.1,412.0,0.0,772.0,202.0,68.0,55.0
35562,2023-01-21 18:00:00,2024-07-17 00:00:00,3.1,172.28,345.0,0.0,606.0,307.0,70.0,58.0
35563,2023-01-21 19:00:00,2024-07-17 00:00:00,3.1,172.51,339.0,0.0,562.0,287.0,119.0,60.0
35564,2023-01-21 20:00:00,2024-07-17 00:00:00,3.1,178.16,339.0,0.0,469.0,257.0,170.0,56.0
35565,2023-01-21 21:00:00,2024-07-17 00:00:00,3.1,176.02,338.0,0.0,460.0,267.0,182.0,55.0
35566,2023-01-21 22:00:00,2024-07-17 00:00:00,3.1,167.27,338.0,0.0,414.0,297.0,277.0,56.0
35567,2023-01-21 23:00:00,2024-07-17 00:00:00,3.1,157.19,338.0,0.0,438.0,314.0,330.0,54.0
