Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,nat_gas,oil,hydro,solar,wind,other
42000,2023-10-17 00:00:00,2024-07-17 00:00:00,3.1,83.3,73.0,0.0,725.0,178.0,97.0,44.0
42001,2023-10-17 01:00:00,2024-07-17 00:00:00,3.1,83.02,74.0,0.0,832.0,24.0,92.0,43.0
42002,2023-10-17 02:00:00,2024-07-17 00:00:00,3.1,84.92,78.0,0.0,829.0,0.0,127.0,46.0
42003,2023-10-17 03:00:00,2024-07-17 00:00:00,3.1,95.75,78.0,0.0,735.0,0.0,90.0,49.0
42004,2023-10-17 04:00:00,2024-07-17 00:00:00,3.1,95.96,79.0,0.0,672.0,0.0,110.0,44.0
42005,2023-10-17 05:00:00,2024-07-17 00:00:00,3.1,103.41,72.0,0.0,521.0,0.0,144.0,45.0
42006,2023-10-17 06:00:00,2024-07-17 00:00:00,3.1,82.42,34.0,0.0,468.0,0.0,209.0,46.0
42007,2023-10-17 07:00:00,2024-07-17 00:00:00,3.1,66.02,0.0,0.0,427.0,0.0,227.0,48.0
42008,2023-10-17 08:00:00,2024-07-17 00:00:00,3.1,61.05,0.0,0.0,463.0,0.0,270.0,48.0
42009,2023-10-17 09:00:00,2024-07-17 00:00:00,3.1,64.43,0.0,0.0,396.0,0.0,307.0,51.0
42010,2023-10-17 10:00:00,2024-07-17 00:00:00,3.1,63.43,0.0,0.0,394.0,0.0,335.0,52.0
42011,2023-10-17 11:00:00,2024-07-17 00:00:00,3.1,59.16,0.0,0.0,416.0,0.0,375.0,51.0
42012,2023-10-17 12:00:00,2024-07-17 00:00:00,3.1,60.66,0.0,0.0,438.0,0.0,359.0,53.0
42013,2023-10-17 13:00:00,2024-07-17 00:00:00,3.1,59.41,0.0,0.0,495.0,0.0,326.0,52.0
42014,2023-10-17 14:00:00,2024-07-17 00:00:00,3.1,54.63,0.0,0.0,748.0,0.0,318.0,57.0
42015,2023-10-17 15:00:00,2024-07-17 00:00:00,3.1,52.3,0.0,0.0,694.0,56.0,330.0,52.0
42016,2023-10-17 16:00:00,2024-07-17 00:00:00,3.1,60.75,0.0,0.0,460.0,290.0,275.0,55.0
42017,2023-10-17 17:00:00,2024-07-17 00:00:00,3.1,54.85,0.0,0.0,435.0,385.0,343.0,50.0
42018,2023-10-17 18:00:00,2024-07-17 00:00:00,3.1,53.33,0.0,0.0,416.0,375.0,417.0,51.0
42019,2023-10-17 19:00:00,2024-07-17 00:00:00,3.1,53.3,0.0,0.0,402.0,349.0,387.0,48.0
42020,2023-10-17 20:00:00,2024-07-17 00:00:00,3.1,52.24,0.0,0.0,415.0,343.0,378.0,46.0
42021,2023-10-17 21:00:00,2024-07-17 00:00:00,3.1,54.08,0.0,0.0,412.0,351.0,388.0,50.0
42022,2023-10-17 22:00:00,2024-07-17 00:00:00,3.1,50.62,0.0,0.0,438.0,378.0,406.0,46.0
42023,2023-10-17 23:00:00,2024-07-17 00:00:00,3.1,56.02,16.0,0.0,441.0,385.0,433.0,48.0
