UTC time,coal,nat_gas,hydro,solar,wind,other
2023-07-16 00:00:00,416.0,2127.0,54.0,828.0,19.0,222.0
2023-07-16 01:00:00,418.0,2158.0,281.0,675.0,35.0,225.0
2023-07-16 02:00:00,421.0,2292.0,285.0,376.0,59.0,239.0
2023-07-16 03:00:00,451.0,2430.0,283.0,57.0,65.0,240.0
2023-07-16 04:00:00,428.0,2401.0,283.0,0.0,48.0,239.0
2023-07-16 05:00:00,435.0,2242.0,284.0,0.0,12.0,232.0
2023-07-16 06:00:00,431.0,2225.0,282.0,0.0,5.0,237.0
2023-07-16 07:00:00,431.0,2119.0,45.0,0.0,4.0,239.0
2023-07-16 08:00:00,413.0,2118.0,52.0,0.0,4.0,235.0
2023-07-16 09:00:00,395.0,1861.0,52.0,0.0,2.0,235.0
2023-07-16 10:00:00,390.0,1764.0,52.0,0.0,1.0,234.0
2023-07-16 11:00:00,382.0,1755.0,52.0,0.0,1.0,223.0
2023-07-16 12:00:00,376.0,1756.0,52.0,0.0,1.0,232.0
2023-07-16 13:00:00,374.0,1756.0,52.0,1.0,0.0,232.0
2023-07-16 14:00:00,370.0,1569.0,52.0,98.0,2.0,213.0
2023-07-16 15:00:00,363.0,888.0,0.0,457.0,3.0,153.0
2023-07-16 16:00:00,362.0,755.0,0.0,669.0,1.0,121.0
2023-07-16 17:00:00,363.0,751.0,0.0,788.0,0.0,123.0
2023-07-16 18:00:00,363.0,886.0,0.0,872.0,12.0,148.0
2023-07-16 19:00:00,372.0,1324.0,52.0,970.0,60.0,166.0
2023-07-16 20:00:00,391.0,1954.0,52.0,962.0,36.0,227.0
2023-07-16 21:00:00,433.0,2027.0,53.0,960.0,16.0,222.0
2023-07-16 22:00:00,384.0,2047.0,290.0,950.0,10.0,223.0
2023-07-16 23:00:00,441.0,2071.0,293.0,884.0,6.0,223.0
