UTC time,coal,nat_gas,hydro,solar,wind,other
2023-08-05 00:00:00,402.0,1352.0,410.0,874.0,28.0,180.0
2023-08-05 01:00:00,403.0,1385.0,404.0,697.0,28.0,182.0
2023-08-05 02:00:00,401.0,1437.0,404.0,335.0,28.0,200.0
2023-08-05 03:00:00,422.0,1525.0,400.0,29.0,32.0,243.0
2023-08-05 04:00:00,405.0,1428.0,399.0,0.0,30.0,218.0
2023-08-05 05:00:00,410.0,1438.0,216.0,0.0,30.0,236.0
2023-08-05 06:00:00,409.0,1428.0,32.0,1.0,47.0,216.0
2023-08-05 07:00:00,408.0,1382.0,30.0,0.0,50.0,163.0
2023-08-05 08:00:00,412.0,1357.0,30.0,0.0,39.0,152.0
2023-08-05 09:00:00,411.0,1323.0,30.0,0.0,19.0,143.0
2023-08-05 10:00:00,397.0,1325.0,20.0,0.0,19.0,128.0
2023-08-05 11:00:00,392.0,1327.0,0.0,0.0,16.0,123.0
2023-08-05 12:00:00,393.0,1302.0,0.0,0.0,15.0,121.0
2023-08-05 13:00:00,405.0,1342.0,0.0,0.0,18.0,121.0
2023-08-05 14:00:00,402.0,1304.0,0.0,67.0,16.0,116.0
2023-08-05 15:00:00,400.0,951.0,0.0,460.0,16.0,112.0
2023-08-05 16:00:00,393.0,855.0,0.0,822.0,10.0,105.0
2023-08-05 17:00:00,392.0,856.0,0.0,966.0,7.0,106.0
2023-08-05 18:00:00,396.0,862.0,0.0,1042.0,6.0,116.0
2023-08-05 19:00:00,401.0,897.0,0.0,1054.0,11.0,124.0
2023-08-05 20:00:00,403.0,1020.0,19.0,1049.0,5.0,152.0
2023-08-05 21:00:00,404.0,1210.0,30.0,1051.0,9.0,169.0
2023-08-05 22:00:00,400.0,1269.0,31.0,1034.0,17.0,166.0
2023-08-05 23:00:00,397.0,1311.0,216.0,997.0,16.0,170.0
