UTC time,coal,nat_gas,hydro,solar,wind,other
2023-06-11 00:00:00,188.0,596.0,69.0,468.0,8.0,149.0
2023-06-11 01:00:00,189.0,684.0,69.0,439.0,9.0,211.0
2023-06-11 02:00:00,189.0,792.0,69.0,207.0,12.0,219.0
2023-06-11 03:00:00,189.0,1098.0,69.0,29.0,11.0,218.0
2023-06-11 04:00:00,189.0,1219.0,69.0,0.0,18.0,217.0
2023-06-11 05:00:00,189.0,1218.0,70.0,0.0,29.0,222.0
2023-06-11 06:00:00,189.0,1148.0,70.0,0.0,80.0,233.0
2023-06-11 07:00:00,189.0,962.0,70.0,0.0,52.0,234.0
2023-06-11 08:00:00,181.0,755.0,76.0,0.0,36.0,232.0
2023-06-11 09:00:00,181.0,654.0,74.0,0.0,41.0,228.0
2023-06-11 10:00:00,181.0,556.0,77.0,0.0,16.0,172.0
2023-06-11 11:00:00,181.0,526.0,77.0,0.0,16.0,159.0
2023-06-11 12:00:00,181.0,533.0,77.0,0.0,14.0,160.0
2023-06-11 13:00:00,182.0,494.0,76.0,2.0,12.0,209.0
2023-06-11 14:00:00,181.0,459.0,76.0,58.0,10.0,146.0
2023-06-11 15:00:00,181.0,441.0,76.0,275.0,10.0,125.0
2023-06-11 16:00:00,181.0,439.0,76.0,595.0,8.0,120.0
2023-06-11 17:00:00,181.0,440.0,78.0,813.0,8.0,117.0
2023-06-11 18:00:00,180.0,455.0,79.0,908.0,6.0,114.0
2023-06-11 19:00:00,180.0,442.0,79.0,890.0,7.0,118.0
2023-06-11 20:00:00,182.0,445.0,0.0,1023.0,28.0,118.0
2023-06-11 21:00:00,182.0,441.0,0.0,786.0,24.0,123.0
2023-06-11 22:00:00,182.0,446.0,0.0,508.0,20.0,123.0
2023-06-11 23:00:00,182.0,467.0,75.0,369.0,17.0,124.0
