UTC time,coal,nat_gas,oil,hydro,solar,wind,biomass,geothermal,unknown
2023-08-26 00:00:00,0.0,0.0,0.0,15068.0,0.0,92.0,720.0,0.0,88.0
2023-08-26 01:00:00,0.0,0.0,0.0,14710.0,0.0,16.0,720.0,0.0,88.0
2023-08-26 02:00:00,0.0,0.0,0.0,14872.0,0.0,16.0,720.0,0.0,88.0
2023-08-26 03:00:00,0.0,0.0,0.0,14381.0,0.0,72.0,736.0,0.0,88.0
2023-08-26 04:00:00,0.0,0.0,0.0,15114.0,184.0,204.0,752.0,0.0,88.0
2023-08-26 05:00:00,0.0,0.0,0.0,15502.0,668.0,268.0,752.0,0.0,88.0
2023-08-26 06:00:00,0.0,0.0,0.0,15710.0,1844.0,168.0,756.0,0.0,88.0
2023-08-26 07:00:00,0.0,0.0,0.0,15447.0,3544.0,248.0,768.0,0.0,88.0
2023-08-26 08:00:00,0.0,0.0,0.0,13889.0,5076.0,2544.0,776.0,0.0,88.0
2023-08-26 09:00:00,0.0,0.0,0.0,12958.0,6144.0,4144.0,800.0,0.0,88.0
2023-08-26 10:00:00,0.0,0.0,0.0,13722.0,6968.0,2204.0,840.0,0.0,88.0
2023-08-26 11:00:00,0.0,0.0,0.0,13487.0,7244.0,2052.0,868.0,0.0,88.0
2023-08-26 12:00:00,0.0,0.0,0.0,13438.0,6852.0,2184.0,864.0,0.0,88.0
2023-08-26 13:00:00,0.0,0.0,0.0,14014.0,5892.0,1600.0,848.0,0.0,88.0
2023-08-26 14:00:00,0.0,0.0,0.0,14981.0,4096.0,764.0,860.0,0.0,88.0
2023-08-26 15:00:00,0.0,0.0,0.0,15990.0,2132.0,544.0,876.0,0.0,88.0
2023-08-26 16:00:00,0.0,0.0,0.0,16393.0,856.0,700.0,880.0,0.0,88.0
2023-08-26 17:00:00,0.0,0.0,0.0,16323.0,256.0,964.0,880.0,0.0,88.0
2023-08-26 18:00:00,0.0,0.0,0.0,16438.0,0.0,2524.0,880.0,0.0,88.0
2023-08-26 19:00:00,0.0,0.0,0.0,17193.0,0.0,1984.0,876.0,0.0,88.0
2023-08-26 20:00:00,0.0,0.0,0.0,17291.0,0.0,3004.0,864.0,0.0,88.0
2023-08-26 21:00:00,0.0,0.0,0.0,15163.0,0.0,6920.0,864.0,0.0,88.0
2023-08-26 22:00:00,0.0,0.0,0.0,14096.0,0.0,9008.0,864.0,0.0,88.0
2023-08-26 23:00:00,0.0,0.0,0.0,14000.0,0.0,9472.0,864.0,0.0,88.0
