Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,hydro,solar,wind,other
38016,2023-05-04 00:00:00,2024-07-17 00:00:00,3.1,406.01,1336.0,1142.0,197.0,418.0,501.0,126.0
38017,2023-05-04 01:00:00,2024-07-17 00:00:00,3.1,415.02,1524.0,1355.0,198.0,395.0,575.0,125.0
38018,2023-05-04 02:00:00,2024-07-17 00:00:00,3.1,461.98,1934.0,1343.0,198.0,175.0,639.0,130.0
38019,2023-05-04 03:00:00,2024-07-17 00:00:00,3.1,520.74,2405.0,1345.0,198.0,2.0,529.0,128.0
38020,2023-05-04 04:00:00,2024-07-17 00:00:00,3.1,526.26,2535.0,1418.0,195.0,0.0,522.0,131.0
38021,2023-05-04 05:00:00,2024-07-17 00:00:00,3.1,492.31,2445.0,1457.0,199.0,0.0,791.0,134.0
38022,2023-05-04 06:00:00,2024-07-17 00:00:00,3.1,458.4,1780.0,1321.0,196.0,0.0,755.0,136.0
38023,2023-05-04 07:00:00,2024-07-17 00:00:00,3.1,438.52,1465.0,1222.0,197.0,0.0,729.0,138.0
38024,2023-05-04 08:00:00,2024-07-17 00:00:00,3.1,430.65,1163.0,1205.0,199.0,0.0,566.0,135.0
38025,2023-05-04 09:00:00,2024-07-17 00:00:00,3.1,436.75,1061.0,1210.0,197.0,0.0,447.0,138.0
38026,2023-05-04 10:00:00,2024-07-17 00:00:00,3.1,443.72,1074.0,1328.0,193.0,0.0,393.0,139.0
38027,2023-05-04 11:00:00,2024-07-17 00:00:00,3.1,476.62,1175.0,1363.0,181.0,0.0,241.0,137.0
38028,2023-05-04 12:00:00,2024-07-17 00:00:00,3.1,472.68,1229.0,1343.0,185.0,0.0,300.0,137.0
38029,2023-05-04 13:00:00,2024-07-17 00:00:00,3.1,473.47,1572.0,1469.0,195.0,16.0,448.0,134.0
38030,2023-05-04 14:00:00,2024-07-17 00:00:00,3.1,462.62,1806.0,1387.0,198.0,378.0,340.0,135.0
38031,2023-05-04 15:00:00,2024-07-17 00:00:00,3.1,401.68,1832.0,1143.0,197.0,1004.0,400.0,132.0
38032,2023-05-04 16:00:00,2024-07-17 00:00:00,3.1,350.72,1679.0,927.0,201.0,1283.0,612.0,134.0
38033,2023-05-04 17:00:00,2024-07-17 00:00:00,3.1,278.8,1436.0,704.0,195.0,1383.0,1272.0,133.0
38034,2023-05-04 18:00:00,2024-07-17 00:00:00,3.1,226.1,1095.0,738.0,199.0,1172.0,1888.0,132.0
38035,2023-05-04 19:00:00,2024-07-17 00:00:00,3.1,241.76,1035.0,742.0,199.0,1067.0,1524.0,129.0
38036,2023-05-04 20:00:00,2024-07-17 00:00:00,3.1,244.95,990.0,720.0,199.0,967.0,1461.0,132.0
38037,2023-05-04 21:00:00,2024-07-17 00:00:00,3.1,248.42,1050.0,712.0,200.0,885.0,1594.0,128.0
38038,2023-05-04 22:00:00,2024-07-17 00:00:00,3.1,298.84,1182.0,734.0,198.0,1055.0,866.0,130.0
38039,2023-05-04 23:00:00,2024-07-17 00:00:00,3.1,301.12,1164.0,819.0,202.0,1197.0,684.0,134.0
