UTC time,coal,nat_gas,nuclear,oil,hydro,solar,wind,other
2019-01-01 00:00:00,21583.0,20812.0,34730.0,212.0,3085.0,4.0,5816.0,568.0
2019-01-01 01:00:00,19669.0,19521.0,34721.0,208.0,2752.0,4.0,5912.0,562.0
2019-01-01 02:00:00,17977.0,18895.0,34714.0,208.0,2209.0,4.0,5597.0,568.0
2019-01-01 03:00:00,16935.0,16246.0,34729.0,210.0,2145.0,4.0,5232.0,567.0
2019-01-01 04:00:00,16538.0,14611.0,34705.0,209.0,2169.0,4.0,4903.0,556.0
2019-01-01 05:00:00,19304.0,18121.0,34845.0,211.0,2065.0,4.0,3640.0,558.0
2019-01-01 06:00:00,16197.0,12246.0,34702.0,212.0,2040.0,4.0,4139.0,554.0
2019-01-01 07:00:00,16036.0,11683.0,34689.0,217.0,2055.0,4.0,3831.0,564.0
2019-01-01 08:00:00,15941.0,11174.0,34671.0,219.0,2049.0,4.0,3388.0,588.0
2019-01-01 09:00:00,15649.0,10977.0,34677.0,221.0,2042.0,4.0,3164.0,573.0
2019-01-01 10:00:00,15750.0,11231.0,34680.0,222.0,2042.0,4.0,2904.0,585.0
2019-01-01 11:00:00,15772.0,12484.0,34699.0,222.0,2124.0,4.0,2445.0,585.0
2019-01-01 12:00:00,16117.0,12691.0,34707.0,218.0,2163.0,4.0,2310.0,583.0
2019-01-01 13:00:00,16146.0,14114.0,34720.0,224.0,2164.0,45.0,2190.0,594.0
2019-01-01 14:00:00,16657.0,16095.0,34701.0,82.0,2358.0,106.0,2171.0,595.0
2019-01-01 15:00:00,18056.0,16375.0,34711.0,80.0,2363.0,243.0,2239.0,584.0
2019-01-01 16:00:00,19566.0,16710.0,34725.0,78.0,2196.0,305.0,2156.0,582.0
2019-01-01 17:00:00,19515.0,16899.0,34735.0,79.0,2199.0,343.0,1972.0,570.0
2019-01-01 18:00:00,18864.0,16691.0,34742.0,79.0,2170.0,339.0,1928.0,570.0
2019-01-01 19:00:00,18432.0,17205.0,34742.0,78.0,2173.0,182.0,1860.0,568.0
2019-01-01 20:00:00,18064.0,17452.0,34742.0,77.0,2173.0,90.0,1574.0,568.0
2019-01-01 21:00:00,18866.0,18721.0,34760.0,76.0,2578.0,20.0,1274.0,572.0
2019-01-01 22:00:00,21201.0,22525.0,34724.0,74.0,3200.0,7.0,1109.0,556.0
2019-01-01 23:00:00,22540.0,22672.0,34755.0,72.0,3918.0,7.0,1060.0,560.0
2019-01-02 00:00:00,22649.0,21944.0,34758.0,70.0,3979.0,7.0,915.0,582.0
2019-01-02 01:00:00,21352.0,21762.0,34755.0,70.0,3478.0,7.0,670.0,575.0
2019-01-02 02:00:00,22390.0,22629.0,34776.0,73.0,2944.0,7.0,437.0,582.0
2019-01-02 03:00:00,22082.0,20378.0,34765.0,75.0,2164.0,7.0,372.0,580.0
2019-01-02 04:00:00,20486.0,16181.0,34758.0,73.0,2168.0,7.0,297.0,572.0
2019-01-02 05:00:00,16101.0,13479.0,34710.0,211.0,2100.0,4.0,4446.0,557.0
