Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,oil,hydro,solar,wind
40008,2023-07-26 00:00:00,2024-07-17 00:00:00,3.1,539.94,1460.0,128.0,45.0,383.0,82.0,320.0
40009,2023-07-26 01:00:00,2024-07-17 00:00:00,3.1,564.08,1465.0,136.0,46.0,388.0,66.0,226.0
40010,2023-07-26 02:00:00,2024-07-17 00:00:00,3.1,566.16,1458.0,121.0,47.0,384.0,30.0,254.0
40011,2023-07-26 03:00:00,2024-07-17 00:00:00,3.1,553.47,1410.0,99.0,48.0,382.0,2.0,315.0
40012,2023-07-26 04:00:00,2024-07-17 00:00:00,3.1,493.32,983.0,126.0,52.0,377.0,0.0,315.0
40013,2023-07-26 05:00:00,2024-07-17 00:00:00,3.1,498.98,974.0,124.0,53.0,380.0,0.0,285.0
40014,2023-07-26 06:00:00,2024-07-17 00:00:00,3.1,519.63,998.0,107.0,55.0,382.0,0.0,225.0
40015,2023-07-26 07:00:00,2024-07-17 00:00:00,3.1,525.15,1056.0,84.0,56.0,378.0,0.0,245.0
40016,2023-07-26 08:00:00,2024-07-17 00:00:00,3.1,521.09,1107.0,111.0,57.0,379.0,0.0,287.0
40017,2023-07-26 09:00:00,2024-07-17 00:00:00,3.1,476.69,1137.0,98.0,60.0,382.0,0.0,492.0
40018,2023-07-26 10:00:00,2024-07-17 00:00:00,3.1,503.35,1271.0,82.0,60.0,375.0,0.0,468.0
40019,2023-07-26 11:00:00,2024-07-17 00:00:00,3.1,529.76,1408.0,80.0,60.0,377.0,0.0,428.0
40020,2023-07-26 12:00:00,2024-07-17 00:00:00,3.1,538.98,1436.0,79.0,60.0,381.0,0.0,398.0
40021,2023-07-26 13:00:00,2024-07-17 00:00:00,3.1,553.72,1437.0,80.0,60.0,382.0,9.0,325.0
40022,2023-07-26 14:00:00,2024-07-17 00:00:00,3.1,562.55,1478.0,76.0,59.0,376.0,47.0,278.0
40023,2023-07-26 15:00:00,2024-07-17 00:00:00,3.1,575.45,1477.0,37.0,57.0,377.0,74.0,204.0
40024,2023-07-26 16:00:00,2024-07-17 00:00:00,3.1,582.46,1476.0,77.0,59.0,385.0,87.0,150.0
40025,2023-07-26 17:00:00,2024-07-17 00:00:00,3.1,593.59,1479.0,80.0,58.0,377.0,93.0,110.0
40026,2023-07-26 18:00:00,2024-07-17 00:00:00,3.1,590.83,1475.0,79.0,57.0,374.0,95.0,120.0
40027,2023-07-26 19:00:00,2024-07-17 00:00:00,3.1,586.61,1476.0,81.0,56.0,373.0,94.0,138.0
40028,2023-07-26 20:00:00,2024-07-17 00:00:00,3.1,571.65,1473.0,118.0,52.0,373.0,95.0,189.0
40029,2023-07-26 21:00:00,2024-07-17 00:00:00,3.1,543.05,1469.0,132.0,52.0,373.0,93.0,311.0
40030,2023-07-26 22:00:00,2024-07-17 00:00:00,3.1,533.53,1468.0,135.0,50.0,369.0,94.0,357.0
40031,2023-07-26 23:00:00,2024-07-17 00:00:00,3.1,526.29,1471.0,134.0,48.0,375.0,91.0,390.0
