UTC time,coal,nat_gas,hydro,solar,wind,other
2023-08-17 00:00:00,4414.0,1821.0,187.0,801.0,574.0,115.0
2023-08-17 01:00:00,4591.0,1936.0,189.0,452.0,597.0,115.0
2023-08-17 02:00:00,4489.0,1991.0,189.0,265.0,670.0,119.0
2023-08-17 03:00:00,4477.0,1986.0,190.0,12.0,695.0,119.0
2023-08-17 04:00:00,4279.0,1996.0,187.0,0.0,665.0,123.0
2023-08-17 05:00:00,4520.0,1982.0,188.0,0.0,481.0,123.0
2023-08-17 06:00:00,4638.0,1902.0,190.0,0.0,470.0,126.0
2023-08-17 07:00:00,4617.0,1685.0,189.0,0.0,392.0,130.0
2023-08-17 08:00:00,4590.0,1682.0,188.0,0.0,273.0,127.0
2023-08-17 09:00:00,4464.0,1680.0,191.0,0.0,230.0,132.0
2023-08-17 10:00:00,4386.0,1635.0,189.0,0.0,223.0,131.0
2023-08-17 11:00:00,4391.0,1621.0,190.0,0.0,256.0,131.0
2023-08-17 12:00:00,4438.0,1610.0,189.0,0.0,200.0,134.0
2023-08-17 13:00:00,4354.0,1580.0,190.0,2.0,284.0,131.0
2023-08-17 14:00:00,4273.0,1596.0,187.0,272.0,366.0,132.0
2023-08-17 15:00:00,4198.0,1501.0,187.0,946.0,400.0,129.0
2023-08-17 16:00:00,4116.0,1499.0,188.0,1303.0,431.0,124.0
2023-08-17 17:00:00,4103.0,1561.0,194.0,1492.0,381.0,118.0
2023-08-17 18:00:00,4089.0,1612.0,198.0,1560.0,583.0,116.0
2023-08-17 19:00:00,4153.0,1621.0,198.0,1244.0,643.0,116.0
2023-08-17 20:00:00,4262.0,1648.0,200.0,1014.0,573.0,114.0
2023-08-17 21:00:00,4296.0,1684.0,197.0,815.0,648.0,115.0
2023-08-17 22:00:00,4523.0,1693.0,199.0,446.0,655.0,112.0
2023-08-17 23:00:00,4575.0,1722.0,198.0,436.0,692.0,117.0
