UTC time,coal,nat_gas,hydro,solar,wind,other
2023-08-18 00:00:00,4611.0,1838.0,199.0,408.0,584.0,121.0
2023-08-18 01:00:00,4642.0,1907.0,195.0,522.0,532.0,122.0
2023-08-18 02:00:00,4791.0,1976.0,198.0,203.0,769.0,125.0
2023-08-18 03:00:00,4597.0,1980.0,199.0,10.0,908.0,126.0
2023-08-18 04:00:00,4441.0,1946.0,198.0,0.0,1067.0,127.0
2023-08-18 05:00:00,4237.0,1883.0,199.0,0.0,1578.0,127.0
2023-08-18 06:00:00,3947.0,1883.0,202.0,0.0,1663.0,129.0
2023-08-18 07:00:00,4214.0,1714.0,198.0,0.0,1553.0,129.0
2023-08-18 08:00:00,3693.0,1683.0,199.0,0.0,1647.0,127.0
2023-08-18 09:00:00,3634.0,1666.0,200.0,0.0,1602.0,129.0
2023-08-18 10:00:00,3348.0,1620.0,199.0,0.0,1810.0,130.0
2023-08-18 11:00:00,3186.0,1515.0,200.0,0.0,1910.0,129.0
2023-08-18 12:00:00,3173.0,1445.0,203.0,0.0,1959.0,132.0
2023-08-18 13:00:00,3125.0,1589.0,197.0,1.0,2019.0,132.0
2023-08-18 14:00:00,3142.0,1569.0,200.0,247.0,2002.0,129.0
2023-08-18 15:00:00,3280.0,1552.0,200.0,900.0,1902.0,128.0
2023-08-18 16:00:00,3218.0,1478.0,202.0,1340.0,2024.0,123.0
2023-08-18 17:00:00,2880.0,1413.0,202.0,1302.0,2241.0,124.0
2023-08-18 18:00:00,2469.0,1476.0,201.0,1216.0,2278.0,120.0
2023-08-18 19:00:00,2599.0,1535.0,204.0,1228.0,2335.0,119.0
2023-08-18 20:00:00,3024.0,1567.0,203.0,1313.0,2311.0,120.0
2023-08-18 21:00:00,3185.0,1625.0,205.0,1149.0,2364.0,119.0
2023-08-18 22:00:00,3309.0,1658.0,203.0,812.0,2403.0,119.0
2023-08-18 23:00:00,3513.0,1715.0,206.0,583.0,2289.0,119.0
