,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,hydro,solar,wind,other
0,2023-08-06 00:00:00,2023-08-07 21:51:59,3.0,428.45,3846.0,1460.0,213.0,1415.0,1175.0,76.0
1,2023-08-06 01:00:00,2023-08-07 21:51:59,3.0,447.68,4119.0,1550.0,216.0,1266.0,1144.0,75.0
2,2023-08-06 02:00:00,2023-08-07 21:51:59,3.0,517.36,4454.0,1583.0,211.0,618.0,817.0,72.0
3,2023-08-06 03:00:00,2023-08-07 21:51:59,3.0,578.36,4786.0,1573.0,212.0,38.0,686.0,74.0
4,2023-08-06 04:00:00,2023-08-07 21:51:59,3.0,575.36,4638.0,1542.0,214.0,0.0,724.0,72.0
5,2023-08-06 05:00:00,2023-08-07 21:51:59,3.0,594.75,4740.0,1546.0,213.0,0.0,517.0,82.0
6,2023-08-06 06:00:00,2023-08-07 21:51:59,3.0,600.35,4546.0,1577.0,214.0,0.0,386.0,90.0
7,2023-08-06 07:00:00,2023-08-07 21:51:59,3.0,614.21,4463.0,1502.0,213.0,0.0,243.0,96.0
8,2023-08-06 08:00:00,2023-08-07 21:51:59,3.0,616.25,4383.0,1484.0,213.0,0.0,210.0,96.0
9,2023-08-06 09:00:00,2023-08-07 21:51:59,3.0,623.26,4463.0,1358.0,213.0,0.0,207.0,95.0
10,2023-08-06 10:00:00,2023-08-07 21:51:59,3.0,614.26,4502.0,1293.0,214.0,0.0,334.0,94.0
11,2023-08-06 11:00:00,2023-08-07 21:51:59,3.0,606.08,4492.0,1296.0,216.0,0.0,415.0,97.0
12,2023-08-06 12:00:00,2023-08-07 21:51:59,3.0,613.21,4630.0,1304.0,212.0,0.0,373.0,98.0
13,2023-08-06 13:00:00,2023-08-07 21:51:59,3.0,610.01,4646.0,1295.0,215.0,7.0,405.0,102.0
14,2023-08-06 14:00:00,2023-08-07 21:51:59,3.0,575.64,4655.0,1228.0,215.0,508.0,329.0,100.0
15,2023-08-06 15:00:00,2023-08-07 21:51:59,3.0,509.17,4181.0,1043.0,213.0,1277.0,297.0,96.0
16,2023-08-06 16:00:00,2023-08-07 21:51:59,3.0,469.0,3525.0,1027.0,216.0,1489.0,287.0,96.0
17,2023-08-06 17:00:00,2023-08-07 21:51:59,3.0,457.09,3433.0,1066.0,214.0,1532.0,352.0,101.0
18,2023-08-06 18:00:00,2023-08-07 21:51:59,3.0,483.08,4155.0,1247.0,210.0,1577.0,323.0,106.0
19,2023-08-06 19:00:00,2023-08-07 21:51:59,3.0,497.02,4635.0,1173.0,212.0,1635.0,322.0,104.0
20,2023-08-06 20:00:00,2023-08-07 21:51:59,3.0,505.02,4730.0,1202.0,212.0,1617.0,252.0,103.0
21,2023-08-06 21:00:00,2023-08-07 21:51:59,3.0,491.7,4572.0,1189.0,212.0,1547.0,461.0,115.0
22,2023-08-06 22:00:00,2023-08-07 21:51:59,3.0,499.87,4460.0,1350.0,213.0,1538.0,237.0,118.0
23,2023-08-06 23:00:00,2023-08-07 21:51:59,3.0,510.01,4629.0,1393.0,214.0,1527.0,161.0,121.0
