Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,hydro,solar,wind,other
39288,2023-06-26 00:00:00,2024-07-17 00:00:00,3.1,532.28,3321.0,1074.0,185.0,1500.0,202.0,120.0
39289,2023-06-26 01:00:00,2024-07-17 00:00:00,3.1,500.88,3135.0,1095.0,186.0,1432.0,553.0,120.0
39290,2023-06-26 02:00:00,2024-07-17 00:00:00,3.1,511.6,3503.0,1286.0,186.0,927.0,1104.0,124.0
39291,2023-06-26 03:00:00,2024-07-17 00:00:00,3.1,543.33,3509.0,1348.0,186.0,156.0,1398.0,125.0
39292,2023-06-26 04:00:00,2024-07-17 00:00:00,3.1,535.74,3261.0,1344.0,183.0,0.0,1511.0,128.0
39293,2023-06-26 05:00:00,2024-07-17 00:00:00,3.1,510.34,2834.0,1253.0,185.0,0.0,1576.0,131.0
39294,2023-06-26 06:00:00,2024-07-17 00:00:00,3.1,498.89,2585.0,1172.0,186.0,0.0,1553.0,131.0
39295,2023-06-26 07:00:00,2024-07-17 00:00:00,3.1,512.84,2525.0,1036.0,186.0,0.0,1366.0,131.0
39296,2023-06-26 08:00:00,2024-07-17 00:00:00,3.1,531.08,2333.0,976.0,182.0,0.0,1085.0,134.0
39297,2023-06-26 09:00:00,2024-07-17 00:00:00,3.1,583.83,2565.0,929.0,187.0,0.0,750.0,135.0
39298,2023-06-26 10:00:00,2024-07-17 00:00:00,3.1,605.04,2875.0,914.0,185.0,0.0,704.0,135.0
39299,2023-06-26 11:00:00,2024-07-17 00:00:00,3.1,593.59,2666.0,893.0,183.0,0.0,723.0,135.0
39300,2023-06-26 12:00:00,2024-07-17 00:00:00,3.1,596.7,2817.0,905.0,185.0,2.0,750.0,134.0
39301,2023-06-26 13:00:00,2024-07-17 00:00:00,3.1,560.05,2487.0,954.0,186.0,136.0,781.0,135.0
39302,2023-06-26 14:00:00,2024-07-17 00:00:00,3.1,455.25,2043.0,945.0,183.0,955.0,765.0,133.0
39303,2023-06-26 15:00:00,2024-07-17 00:00:00,3.1,386.93,1848.0,588.0,180.0,1531.0,832.0,130.0
39304,2023-06-26 16:00:00,2024-07-17 00:00:00,3.1,378.7,1796.0,615.0,181.0,1636.0,795.0,129.0
39305,2023-06-26 17:00:00,2024-07-17 00:00:00,3.1,377.63,1849.0,574.0,183.0,1688.0,808.0,124.0
39306,2023-06-26 18:00:00,2024-07-17 00:00:00,3.1,381.31,1820.0,635.0,181.0,1704.0,727.0,124.0
39307,2023-06-26 19:00:00,2024-07-17 00:00:00,3.1,427.44,2165.0,654.0,181.0,1711.0,471.0,120.0
39308,2023-06-26 20:00:00,2024-07-17 00:00:00,3.1,496.55,2994.0,796.0,182.0,1696.0,280.0,121.0
39309,2023-06-26 21:00:00,2024-07-17 00:00:00,3.1,501.51,3080.0,1114.0,182.0,1669.0,291.0,118.0
39310,2023-06-26 22:00:00,2024-07-17 00:00:00,3.1,477.52,2943.0,1187.0,181.0,1645.0,546.0,115.0
39311,2023-06-26 23:00:00,2024-07-17 00:00:00,3.1,441.02,2653.0,1186.0,182.0,1621.0,875.0,118.0
