UTC time,coal,nat_gas,hydro,solar,wind,other
2023-06-26 00:00:00,3321.0,1074.0,185.0,1500.0,202.0,120.0
2023-06-26 01:00:00,3135.0,1095.0,186.0,1432.0,553.0,120.0
2023-06-26 02:00:00,3503.0,1286.0,186.0,927.0,1104.0,124.0
2023-06-26 03:00:00,3509.0,1348.0,186.0,156.0,1398.0,125.0
2023-06-26 04:00:00,3261.0,1344.0,183.0,0.0,1511.0,128.0
2023-06-26 05:00:00,2834.0,1253.0,185.0,0.0,1576.0,131.0
2023-06-26 06:00:00,2585.0,1172.0,186.0,0.0,1553.0,131.0
2023-06-26 07:00:00,2525.0,1036.0,186.0,0.0,1366.0,131.0
2023-06-26 08:00:00,2333.0,976.0,182.0,0.0,1085.0,134.0
2023-06-26 09:00:00,2565.0,929.0,187.0,0.0,750.0,135.0
2023-06-26 10:00:00,2875.0,914.0,185.0,0.0,704.0,135.0
2023-06-26 11:00:00,2666.0,893.0,183.0,0.0,723.0,135.0
2023-06-26 12:00:00,2817.0,905.0,185.0,2.0,750.0,134.0
2023-06-26 13:00:00,2487.0,954.0,186.0,136.0,781.0,135.0
2023-06-26 14:00:00,2043.0,945.0,183.0,955.0,765.0,133.0
2023-06-26 15:00:00,1848.0,588.0,180.0,1531.0,832.0,130.0
2023-06-26 16:00:00,1796.0,615.0,181.0,1636.0,795.0,129.0
2023-06-26 17:00:00,1849.0,574.0,183.0,1688.0,808.0,124.0
2023-06-26 18:00:00,1820.0,635.0,181.0,1704.0,727.0,124.0
2023-06-26 19:00:00,2165.0,654.0,181.0,1711.0,471.0,120.0
2023-06-26 20:00:00,2994.0,796.0,182.0,1696.0,280.0,121.0
2023-06-26 21:00:00,3080.0,1114.0,182.0,1669.0,291.0,118.0
2023-06-26 22:00:00,2943.0,1187.0,181.0,1645.0,546.0,115.0
2023-06-26 23:00:00,2653.0,1186.0,182.0,1621.0,875.0,118.0
