,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,hydro,solar,wind,other
0,2023-09-01 00:00:00,2023-09-03 16:44:46,3.0,490.09,3940.0,1827.0,172.0,1184.0,1495.0,113.0
1,2023-09-01 01:00:00,2023-09-03 16:44:46,3.0,563.03,4441.0,1971.0,172.0,773.0,942.0,116.0
2,2023-09-01 02:00:00,2023-09-03 16:44:46,3.0,666.52,4808.0,1978.0,171.0,106.0,331.0,117.0
3,2023-09-01 03:00:00,2023-09-03 16:44:46,3.0,689.82,4880.0,1994.0,173.0,0.0,181.0,122.0
4,2023-09-01 04:00:00,2023-09-03 16:44:46,3.0,680.55,4862.0,2001.0,168.0,0.0,282.0,122.0
5,2023-09-01 05:00:00,2023-09-03 16:44:46,3.0,651.36,4465.0,1936.0,171.0,0.0,530.0,125.0
6,2023-09-01 06:00:00,2023-09-03 16:44:46,3.0,634.8,4298.0,1872.0,171.0,0.0,687.0,124.0
7,2023-09-01 07:00:00,2023-09-03 16:44:46,3.0,633.08,3906.0,1802.0,170.0,0.0,606.0,123.0
8,2023-09-01 08:00:00,2023-09-03 16:44:46,3.0,636.52,3752.0,1605.0,166.0,0.0,575.0,128.0
9,2023-09-01 09:00:00,2023-09-03 16:44:46,3.0,629.26,3503.0,1593.0,169.0,0.0,571.0,127.0
10,2023-09-01 10:00:00,2023-09-03 16:44:46,3.0,629.19,3536.0,1558.0,170.0,0.0,589.0,129.0
11,2023-09-01 11:00:00,2023-09-03 16:44:46,3.0,635.18,3566.0,1468.0,170.0,0.0,561.0,125.0
12,2023-09-01 12:00:00,2023-09-03 16:44:46,3.0,629.68,3732.0,1648.0,169.0,0.0,625.0,127.0
13,2023-09-01 13:00:00,2023-09-03 16:44:46,3.0,627.31,3859.0,1530.0,167.0,0.0,717.0,126.0
14,2023-09-01 14:00:00,2023-09-03 16:44:46,3.0,612.28,3837.0,1546.0,169.0,19.0,847.0,131.0
15,2023-09-01 15:00:00,2023-09-03 16:44:46,3.0,568.81,3793.0,1536.0,171.0,76.0,1283.0,129.0
16,2023-09-01 16:00:00,2023-09-03 16:44:46,3.0,522.52,3545.0,1536.0,166.0,212.0,1649.0,129.0
17,2023-09-01 17:00:00,2023-09-03 16:44:46,3.0,475.02,3176.0,1563.0,165.0,344.0,1995.0,129.0
18,2023-09-01 18:00:00,2023-09-03 16:44:46,3.0,523.06,3525.0,1571.0,165.0,450.0,1405.0,125.0
19,2023-09-01 19:00:00,2023-09-03 16:44:46,3.0,508.71,3672.0,1526.0,167.0,650.0,1519.0,125.0
20,2023-09-01 20:00:00,2023-09-03 16:44:46,3.0,468.81,3467.0,1567.0,165.0,829.0,1868.0,126.0
21,2023-09-01 21:00:00,2023-09-03 16:44:46,3.0,449.03,3107.0,1584.0,163.0,617.0,2125.0,127.0
22,2023-09-01 22:00:00,2023-09-03 16:44:46,3.0,475.01,3191.0,1633.0,165.0,334.0,2017.0,127.0
23,2023-09-01 23:00:00,2023-09-03 16:44:46,3.0,532.42,3625.0,1621.0,165.0,234.0,1529.0,128.0
