Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,hydro,solar,wind,other
37824,2023-04-26 00:00:00,2024-07-17 00:00:00,3.1,364.44,1728.0,881.0,112.0,1240.0,593.0,97.0
37825,2023-04-26 01:00:00,2024-07-17 00:00:00,3.1,376.35,1736.0,1034.0,112.0,971.0,721.0,98.0
37826,2023-04-26 02:00:00,2024-07-17 00:00:00,3.1,463.29,1908.0,1052.0,113.0,308.0,613.0,99.0
37827,2023-04-26 03:00:00,2024-07-17 00:00:00,3.1,541.91,2256.0,1100.0,112.0,5.0,448.0,99.0
37828,2023-04-26 04:00:00,2024-07-17 00:00:00,3.1,562.92,2389.0,1148.0,111.0,0.0,334.0,95.0
37829,2023-04-26 05:00:00,2024-07-17 00:00:00,3.1,569.8,2457.0,1081.0,110.0,0.0,332.0,95.0
37830,2023-04-26 06:00:00,2024-07-17 00:00:00,3.1,540.57,2128.0,1001.0,114.0,0.0,440.0,95.0
37831,2023-04-26 07:00:00,2024-07-17 00:00:00,3.1,526.02,1928.0,1030.0,117.0,0.0,444.0,96.0
37832,2023-04-26 08:00:00,2024-07-17 00:00:00,3.1,546.87,2164.0,1055.0,115.0,0.0,392.0,94.0
37833,2023-04-26 09:00:00,2024-07-17 00:00:00,3.1,541.56,1987.0,967.0,115.0,0.0,386.0,95.0
37834,2023-04-26 10:00:00,2024-07-17 00:00:00,3.1,527.28,1823.0,989.0,117.0,0.0,401.0,93.0
37835,2023-04-26 11:00:00,2024-07-17 00:00:00,3.1,525.49,1789.0,1022.0,116.0,0.0,389.0,96.0
37836,2023-04-26 12:00:00,2024-07-17 00:00:00,3.1,509.55,1873.0,1014.0,118.0,0.0,537.0,94.0
37837,2023-04-26 13:00:00,2024-07-17 00:00:00,3.1,493.67,1937.0,1103.0,116.0,8.0,660.0,93.0
37838,2023-04-26 14:00:00,2024-07-17 00:00:00,3.1,437.04,1849.0,1078.0,115.0,498.0,618.0,95.0
37839,2023-04-26 15:00:00,2024-07-17 00:00:00,3.1,346.25,1673.0,857.0,113.0,1357.0,652.0,97.0
37840,2023-04-26 16:00:00,2024-07-17 00:00:00,3.1,317.86,1483.0,831.0,114.0,1584.0,578.0,95.0
37841,2023-04-26 17:00:00,2024-07-17 00:00:00,3.1,324.88,1473.0,576.0,116.0,1621.0,389.0,95.0
37842,2023-04-26 18:00:00,2024-07-17 00:00:00,3.1,340.82,1552.0,587.0,113.0,1640.0,270.0,93.0
37843,2023-04-26 19:00:00,2024-07-17 00:00:00,3.1,327.14,1406.0,555.0,114.0,1655.0,236.0,95.0
37844,2023-04-26 20:00:00,2024-07-17 00:00:00,3.1,335.8,1521.0,576.0,114.0,1692.0,241.0,94.0
37845,2023-04-26 21:00:00,2024-07-17 00:00:00,3.1,333.37,1575.0,601.0,115.0,1694.0,340.0,93.0
37846,2023-04-26 22:00:00,2024-07-17 00:00:00,3.1,332.02,1596.0,697.0,114.0,1668.0,423.0,93.0
37847,2023-04-26 23:00:00,2024-07-17 00:00:00,3.1,324.74,1533.0,794.0,115.0,1599.0,523.0,93.0
