UTC time,coal,nat_gas,hydro,solar,wind,other
2023-08-09 00:00:00,4072.0,1541.0,207.0,1322.0,1265.0,122.0
2023-08-09 01:00:00,3910.0,1723.0,206.0,1191.0,1358.0,123.0
2023-08-09 02:00:00,4016.0,1740.0,203.0,472.0,1308.0,127.0
2023-08-09 03:00:00,4071.0,1776.0,206.0,24.0,1089.0,128.0
2023-08-09 04:00:00,4136.0,1749.0,205.0,0.0,1025.0,129.0
2023-08-09 05:00:00,3957.0,1722.0,201.0,0.0,1081.0,133.0
2023-08-09 06:00:00,3901.0,1621.0,202.0,0.0,671.0,133.0
2023-08-09 07:00:00,3777.0,1253.0,204.0,0.0,536.0,133.0
2023-08-09 08:00:00,4363.0,1328.0,203.0,0.0,573.0,135.0
2023-08-09 09:00:00,4386.0,1240.0,200.0,0.0,839.0,136.0
2023-08-09 10:00:00,4212.0,1156.0,203.0,0.0,939.0,137.0
2023-08-09 11:00:00,4236.0,1226.0,201.0,0.0,901.0,138.0
2023-08-09 12:00:00,4370.0,1211.0,203.0,0.0,825.0,139.0
2023-08-09 13:00:00,4338.0,1231.0,200.0,7.0,830.0,138.0
2023-08-09 14:00:00,4335.0,1221.0,202.0,391.0,769.0,137.0
2023-08-09 15:00:00,4289.0,1054.0,203.0,1160.0,710.0,133.0
2023-08-09 16:00:00,4141.0,1053.0,205.0,1398.0,706.0,131.0
2023-08-09 17:00:00,3912.0,1054.0,202.0,1529.0,743.0,127.0
2023-08-09 18:00:00,3729.0,1062.0,202.0,1589.0,799.0,123.0
2023-08-09 19:00:00,3787.0,1178.0,195.0,1583.0,826.0,119.0
2023-08-09 20:00:00,3905.0,1184.0,199.0,1499.0,681.0,120.0
2023-08-09 21:00:00,3461.0,1223.0,192.0,1523.0,732.0,118.0
2023-08-09 22:00:00,3658.0,1220.0,194.0,1456.0,988.0,116.0
2023-08-09 23:00:00,3511.0,1233.0,196.0,1372.0,1110.0,118.0
