UTC time,coal,nat_gas,hydro,solar,wind,other
2023-05-04 00:00:00,1336.0,1142.0,197.0,418.0,501.0,126.0
2023-05-04 01:00:00,1524.0,1355.0,198.0,395.0,575.0,125.0
2023-05-04 02:00:00,1934.0,1343.0,198.0,175.0,639.0,130.0
2023-05-04 03:00:00,2405.0,1345.0,198.0,2.0,529.0,128.0
2023-05-04 04:00:00,2535.0,1418.0,195.0,0.0,522.0,131.0
2023-05-04 05:00:00,2445.0,1457.0,199.0,0.0,791.0,134.0
2023-05-04 06:00:00,1780.0,1321.0,196.0,0.0,755.0,136.0
2023-05-04 07:00:00,1465.0,1222.0,197.0,0.0,729.0,138.0
2023-05-04 08:00:00,1163.0,1205.0,199.0,0.0,566.0,135.0
2023-05-04 09:00:00,1061.0,1210.0,197.0,0.0,447.0,138.0
2023-05-04 10:00:00,1074.0,1328.0,193.0,0.0,393.0,139.0
2023-05-04 11:00:00,1175.0,1363.0,181.0,0.0,241.0,137.0
2023-05-04 12:00:00,1229.0,1343.0,185.0,0.0,300.0,137.0
2023-05-04 13:00:00,1572.0,1469.0,195.0,16.0,448.0,134.0
2023-05-04 14:00:00,1806.0,1387.0,198.0,378.0,340.0,135.0
2023-05-04 15:00:00,1832.0,1143.0,197.0,1004.0,400.0,132.0
2023-05-04 16:00:00,1679.0,927.0,201.0,1283.0,612.0,134.0
2023-05-04 17:00:00,1436.0,704.0,195.0,1383.0,1272.0,133.0
2023-05-04 18:00:00,1095.0,738.0,199.0,1172.0,1888.0,132.0
2023-05-04 19:00:00,1035.0,742.0,199.0,1067.0,1524.0,129.0
2023-05-04 20:00:00,990.0,720.0,199.0,967.0,1461.0,132.0
2023-05-04 21:00:00,1050.0,712.0,200.0,885.0,1594.0,128.0
2023-05-04 22:00:00,1182.0,734.0,198.0,1055.0,866.0,130.0
2023-05-04 23:00:00,1164.0,819.0,202.0,1197.0,684.0,134.0
