Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,hydro,solar,wind,other
41904,2023-10-13 00:00:00,2024-07-17 00:00:00,3.1,443.46,3162.0,1019.0,73.0,832.0,1226.0,144.0
41905,2023-10-13 01:00:00,2024-07-17 00:00:00,3.1,515.19,3514.0,1102.0,74.0,169.0,1133.0,144.0
41906,2023-10-13 02:00:00,2024-07-17 00:00:00,3.1,545.06,3697.0,1108.0,72.0,0.0,1038.0,146.0
41907,2023-10-13 03:00:00,2024-07-17 00:00:00,3.1,544.09,3585.0,1131.0,74.0,0.0,995.0,145.0
41908,2023-10-13 04:00:00,2024-07-17 00:00:00,3.1,541.81,3610.0,1134.0,73.0,0.0,1030.0,145.0
41909,2023-10-13 05:00:00,2024-07-17 00:00:00,3.1,560.36,3616.0,1169.0,75.0,0.0,820.0,148.0
41910,2023-10-13 06:00:00,2024-07-17 00:00:00,3.1,564.23,3459.0,1063.0,74.0,0.0,763.0,145.0
41911,2023-10-13 07:00:00,2024-07-17 00:00:00,3.1,558.09,3321.0,979.0,71.0,0.0,805.0,146.0
41912,2023-10-13 08:00:00,2024-07-17 00:00:00,3.1,561.63,3277.0,923.0,73.0,0.0,773.0,145.0
41913,2023-10-13 09:00:00,2024-07-17 00:00:00,3.1,574.6,3479.0,965.0,74.0,0.0,705.0,146.0
41914,2023-10-13 10:00:00,2024-07-17 00:00:00,3.1,583.75,3584.0,890.0,74.0,0.0,680.0,146.0
41915,2023-10-13 11:00:00,2024-07-17 00:00:00,3.1,574.34,3484.0,836.0,75.0,0.0,754.0,143.0
41916,2023-10-13 12:00:00,2024-07-17 00:00:00,3.1,564.72,3379.0,850.0,73.0,0.0,805.0,145.0
41917,2023-10-13 13:00:00,2024-07-17 00:00:00,3.1,562.7,3400.0,1011.0,75.0,0.0,774.0,142.0
41918,2023-10-13 14:00:00,2024-07-17 00:00:00,3.1,579.94,3521.0,1000.0,74.0,9.0,647.0,141.0
41919,2023-10-13 15:00:00,2024-07-17 00:00:00,3.1,537.07,3542.0,946.0,74.0,564.0,548.0,143.0
41920,2023-10-13 16:00:00,2024-07-17 00:00:00,3.1,462.06,3237.0,852.0,72.0,1364.0,517.0,145.0
41921,2023-10-13 17:00:00,2024-07-17 00:00:00,3.1,439.51,2972.0,899.0,75.0,1475.0,520.0,146.0
41922,2023-10-13 18:00:00,2024-07-17 00:00:00,3.1,432.57,2909.0,991.0,74.0,1488.0,544.0,144.0
41923,2023-10-13 19:00:00,2024-07-17 00:00:00,3.1,447.13,3034.0,1036.0,73.0,1461.0,452.0,146.0
41924,2023-10-13 20:00:00,2024-07-17 00:00:00,3.1,460.81,3181.0,1029.0,75.0,1392.0,431.0,143.0
41925,2023-10-13 21:00:00,2024-07-17 00:00:00,3.1,463.6,3219.0,1030.0,73.0,1367.0,444.0,141.0
41926,2023-10-13 22:00:00,2024-07-17 00:00:00,3.1,474.78,3246.0,1062.0,75.0,1327.0,344.0,144.0
41927,2023-10-13 23:00:00,2024-07-17 00:00:00,3.1,476.74,3293.0,1048.0,74.0,1308.0,369.0,141.0
