Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,nat_gas,nuclear,hydro,solar,wind,other
41040,2023-09-07 00:00:00,2024-07-17 00:00:00,3.1,74.33,863.0,1140.0,6188.0,104.0,1523.0,197.0
41041,2023-09-07 01:00:00,2024-07-17 00:00:00,3.1,73.03,862.0,1138.0,6436.0,68.0,1569.0,199.0
41042,2023-09-07 02:00:00,2024-07-17 00:00:00,3.1,71.91,864.0,1139.0,6606.0,62.0,1598.0,195.0
41043,2023-09-07 03:00:00,2024-07-17 00:00:00,3.1,72.21,866.0,1141.0,6907.0,24.0,1389.0,200.0
41044,2023-09-07 04:00:00,2024-07-17 00:00:00,3.1,74.82,869.0,1143.0,6300.0,13.0,1464.0,200.0
41045,2023-09-07 05:00:00,2024-07-17 00:00:00,3.1,76.2,864.0,1151.0,5710.0,0.0,1692.0,200.0
41046,2023-09-07 06:00:00,2024-07-17 00:00:00,3.1,74.11,726.0,1152.0,4933.0,0.0,1628.0,191.0
41047,2023-09-07 07:00:00,2024-07-17 00:00:00,3.1,80.2,721.0,1150.0,4321.0,0.0,1329.0,190.0
41048,2023-09-07 08:00:00,2024-07-17 00:00:00,3.1,83.71,722.0,1146.0,3806.0,9.0,1418.0,194.0
41049,2023-09-07 09:00:00,2024-07-17 00:00:00,3.1,87.13,721.0,1142.0,3698.0,0.0,1143.0,189.0
41050,2023-09-07 10:00:00,2024-07-17 00:00:00,3.1,90.12,723.0,1146.0,3628.0,0.0,963.0,191.0
41051,2023-09-07 11:00:00,2024-07-17 00:00:00,3.1,92.23,722.0,1146.0,3617.0,0.0,817.0,194.0
41052,2023-09-07 12:00:00,2024-07-17 00:00:00,3.1,93.2,727.0,1146.0,3717.0,0.0,673.0,193.0
41053,2023-09-07 13:00:00,2024-07-17 00:00:00,3.1,95.16,800.0,1145.0,4152.0,0.0,556.0,201.0
41054,2023-09-07 14:00:00,2024-07-17 00:00:00,3.1,95.74,873.0,1147.0,4687.0,1.0,400.0,202.0
41055,2023-09-07 15:00:00,2024-07-17 00:00:00,3.1,95.58,874.0,1146.0,4895.0,41.0,227.0,203.0
41056,2023-09-07 16:00:00,2024-07-17 00:00:00,3.1,101.35,876.0,1145.0,4356.0,91.0,162.0,198.0
41057,2023-09-07 17:00:00,2024-07-17 00:00:00,3.1,105.33,954.0,1142.0,4439.0,119.0,124.0,201.0
41058,2023-09-07 18:00:00,2024-07-17 00:00:00,3.1,107.85,981.0,1141.0,4408.0,125.0,85.0,203.0
41059,2023-09-07 19:00:00,2024-07-17 00:00:00,3.1,107.48,1002.0,1141.0,4512.0,129.0,90.0,201.0
41060,2023-09-07 20:00:00,2024-07-17 00:00:00,3.1,104.62,995.0,1139.0,4694.0,108.0,149.0,203.0
41061,2023-09-07 21:00:00,2024-07-17 00:00:00,3.1,102.71,991.0,1139.0,4800.0,84.0,182.0,199.0
41062,2023-09-07 22:00:00,2024-07-17 00:00:00,3.1,94.75,991.0,1138.0,5554.0,87.0,225.0,196.0
41063,2023-09-07 23:00:00,2024-07-17 00:00:00,3.1,91.09,988.0,1138.0,5900.0,86.0,341.0,202.0
