Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,nat_gas,nuclear,hydro,solar,wind,other
43536,2023-12-20 00:00:00,2024-07-17 00:00:00,3.1,42.99,879.0,1151.0,7644.0,5.0,3.0,171.0
43537,2023-12-20 01:00:00,2024-07-17 00:00:00,3.1,40.17,881.0,1151.0,8274.0,19.0,0.0,166.0
43538,2023-12-20 02:00:00,2024-07-17 00:00:00,3.1,39.39,882.0,1152.0,8603.0,0.0,0.0,173.0
43539,2023-12-20 03:00:00,2024-07-17 00:00:00,3.1,39.79,880.0,1153.0,8516.0,0.0,0.0,176.0
43540,2023-12-20 04:00:00,2024-07-17 00:00:00,3.1,41.19,885.0,1152.0,8192.0,0.0,2.0,176.0
43541,2023-12-20 05:00:00,2024-07-17 00:00:00,3.1,42.22,882.0,1153.0,7898.0,0.0,5.0,175.0
43542,2023-12-20 06:00:00,2024-07-17 00:00:00,3.1,44.89,880.0,1152.0,7225.0,0.0,3.0,170.0
43543,2023-12-20 07:00:00,2024-07-17 00:00:00,3.1,46.16,765.0,1152.0,6035.0,0.0,1.0,159.0
43544,2023-12-20 08:00:00,2024-07-17 00:00:00,3.1,48.52,756.0,1151.0,5517.0,0.0,1.0,153.0
43545,2023-12-20 09:00:00,2024-07-17 00:00:00,3.1,45.22,646.0,1152.0,5280.0,0.0,0.0,153.0
43546,2023-12-20 10:00:00,2024-07-17 00:00:00,3.1,45.82,639.0,1153.0,5122.0,0.0,1.0,152.0
43547,2023-12-20 11:00:00,2024-07-17 00:00:00,3.1,45.87,641.0,1152.0,5140.0,0.0,3.0,153.0
43548,2023-12-20 12:00:00,2024-07-17 00:00:00,3.1,45.28,639.0,1152.0,5203.0,0.0,5.0,152.0
43549,2023-12-20 13:00:00,2024-07-17 00:00:00,3.1,43.31,642.0,1153.0,5561.0,0.0,7.0,153.0
43550,2023-12-20 14:00:00,2024-07-17 00:00:00,3.1,38.46,641.0,1152.0,6549.0,0.0,0.0,156.0
43551,2023-12-20 15:00:00,2024-07-17 00:00:00,3.1,33.58,641.0,1153.0,7896.0,0.0,0.0,163.0
43552,2023-12-20 16:00:00,2024-07-17 00:00:00,3.1,30.84,642.0,1153.0,8431.0,0.0,0.0,143.0
43553,2023-12-20 17:00:00,2024-07-17 00:00:00,3.1,29.62,639.0,1153.0,8608.0,12.0,0.0,132.0
43554,2023-12-20 18:00:00,2024-07-17 00:00:00,3.1,30.85,640.0,1152.0,8203.0,27.0,0.0,133.0
43555,2023-12-20 19:00:00,2024-07-17 00:00:00,3.1,33.67,639.0,1152.0,7252.0,21.0,0.0,127.0
43556,2023-12-20 20:00:00,2024-07-17 00:00:00,3.1,34.53,636.0,1152.0,7072.0,20.0,0.0,132.0
43557,2023-12-20 21:00:00,2024-07-17 00:00:00,3.1,36.48,638.0,1151.0,6610.0,20.0,0.0,132.0
43558,2023-12-20 22:00:00,2024-07-17 00:00:00,3.1,36.33,635.0,1151.0,6654.0,15.0,0.0,134.0
43559,2023-12-20 23:00:00,2024-07-17 00:00:00,3.1,36.71,638.0,1150.0,6603.0,18.0,0.0,135.0
