Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,hydro,solar,wind
43776,2023-12-30 00:00:00,2024-07-17 00:00:00,3.1,630.22,3328.0,452.0,754.0,28.0,153.0
43777,2023-12-30 01:00:00,2024-07-17 00:00:00,3.1,609.32,3339.0,396.0,838.0,0.0,277.0
43778,2023-12-30 02:00:00,2024-07-17 00:00:00,3.1,589.61,3293.0,376.0,869.0,0.0,397.0
43779,2023-12-30 03:00:00,2024-07-17 00:00:00,3.1,588.01,3234.0,390.0,843.0,0.0,410.0
43780,2023-12-30 04:00:00,2024-07-17 00:00:00,3.1,592.03,3205.0,395.0,799.0,0.0,407.0
43781,2023-12-30 05:00:00,2024-07-17 00:00:00,3.1,607.66,3312.0,402.0,717.0,0.0,398.0
43782,2023-12-30 06:00:00,2024-07-17 00:00:00,3.1,637.66,3294.0,391.0,561.0,0.0,317.0
43783,2023-12-30 07:00:00,2024-07-17 00:00:00,3.1,647.58,3239.0,376.0,430.0,0.0,363.0
43784,2023-12-30 08:00:00,2024-07-17 00:00:00,3.1,645.58,3023.0,374.0,381.0,0.0,366.0
43785,2023-12-30 09:00:00,2024-07-17 00:00:00,3.1,648.38,2950.0,396.0,347.0,0.0,356.0
43786,2023-12-30 10:00:00,2024-07-17 00:00:00,3.1,652.64,3034.0,400.0,347.0,0.0,350.0
43787,2023-12-30 11:00:00,2024-07-17 00:00:00,3.1,650.03,3134.0,386.0,348.0,0.0,396.0
43788,2023-12-30 12:00:00,2024-07-17 00:00:00,3.1,641.38,3182.0,385.0,381.0,0.0,436.0
43789,2023-12-30 13:00:00,2024-07-17 00:00:00,3.1,620.0,3112.0,382.0,495.0,0.0,456.0
43790,2023-12-30 14:00:00,2024-07-17 00:00:00,3.1,589.67,3161.0,383.0,659.0,0.0,548.0
43791,2023-12-30 15:00:00,2024-07-17 00:00:00,3.1,579.56,3170.0,391.0,686.0,22.0,588.0
43792,2023-12-30 16:00:00,2024-07-17 00:00:00,3.1,571.16,3050.0,332.0,642.0,219.0,474.0
43793,2023-12-30 17:00:00,2024-07-17 00:00:00,3.1,562.34,2847.0,293.0,574.0,331.0,421.0
43794,2023-12-30 18:00:00,2024-07-17 00:00:00,3.1,596.01,3080.0,341.0,519.0,309.0,319.0
43795,2023-12-30 19:00:00,2024-07-17 00:00:00,3.1,609.91,3094.0,347.0,493.0,272.0,277.0
43796,2023-12-30 20:00:00,2024-07-17 00:00:00,3.1,599.71,2852.0,287.0,475.0,274.0,291.0
43797,2023-12-30 21:00:00,2024-07-17 00:00:00,3.1,594.7,2722.0,281.0,468.0,298.0,262.0
43798,2023-12-30 22:00:00,2024-07-17 00:00:00,3.1,590.95,2627.0,273.0,490.0,307.0,222.0
43799,2023-12-30 23:00:00,2024-07-17 00:00:00,3.1,617.55,2762.0,339.0,513.0,203.0,157.0
