Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,hydro,solar,wind
42792,2023-11-19 00:00:00,2024-07-17 00:00:00,3.1,650.1,3436.0,437.0,575.0,7.0,234.0
42793,2023-11-19 01:00:00,2024-07-17 00:00:00,3.1,654.83,3646.0,446.0,686.0,0.0,149.0
42794,2023-11-19 02:00:00,2024-07-17 00:00:00,3.1,658.33,3556.0,438.0,685.0,0.0,103.0
42795,2023-11-19 03:00:00,2024-07-17 00:00:00,3.1,658.22,3426.0,419.0,674.0,0.0,87.0
42796,2023-11-19 04:00:00,2024-07-17 00:00:00,3.1,659.9,3418.0,391.0,653.0,0.0,101.0
42797,2023-11-19 05:00:00,2024-07-17 00:00:00,3.1,670.79,3377.0,309.0,557.0,0.0,133.0
42798,2023-11-19 06:00:00,2024-07-17 00:00:00,3.1,680.18,3168.0,271.0,417.0,0.0,176.0
42799,2023-11-19 07:00:00,2024-07-17 00:00:00,3.1,662.34,2964.0,254.0,390.0,0.0,268.0
42800,2023-11-19 08:00:00,2024-07-17 00:00:00,3.1,625.08,2733.0,227.0,352.0,0.0,473.0
42801,2023-11-19 09:00:00,2024-07-17 00:00:00,3.1,571.11,2463.0,205.0,355.0,0.0,718.0
42802,2023-11-19 10:00:00,2024-07-17 00:00:00,3.1,539.83,2253.0,205.0,353.0,0.0,830.0
42803,2023-11-19 11:00:00,2024-07-17 00:00:00,3.1,536.65,2204.0,204.0,367.0,0.0,812.0
42804,2023-11-19 12:00:00,2024-07-17 00:00:00,3.1,543.63,2230.0,204.0,388.0,0.0,758.0
42805,2023-11-19 13:00:00,2024-07-17 00:00:00,3.1,557.48,2416.0,206.0,454.0,0.0,692.0
42806,2023-11-19 14:00:00,2024-07-17 00:00:00,3.1,568.33,2678.0,206.0,498.0,1.0,693.0
42807,2023-11-19 15:00:00,2024-07-17 00:00:00,3.1,551.25,2571.0,206.0,531.0,57.0,684.0
42808,2023-11-19 16:00:00,2024-07-17 00:00:00,3.1,536.66,2418.0,190.0,537.0,158.0,615.0
42809,2023-11-19 17:00:00,2024-07-17 00:00:00,3.1,549.73,2409.0,187.0,526.0,182.0,504.0
42810,2023-11-19 18:00:00,2024-07-17 00:00:00,3.1,558.85,2426.0,181.0,522.0,160.0,474.0
42811,2023-11-19 19:00:00,2024-07-17 00:00:00,3.1,574.85,2491.0,180.0,522.0,199.0,359.0
42812,2023-11-19 20:00:00,2024-07-17 00:00:00,3.1,591.32,2614.0,185.0,523.0,196.0,302.0
42813,2023-11-19 21:00:00,2024-07-17 00:00:00,3.1,600.0,2722.0,216.0,510.0,180.0,308.0
42814,2023-11-19 22:00:00,2024-07-17 00:00:00,3.1,602.15,2754.0,297.0,519.0,140.0,319.0
42815,2023-11-19 23:00:00,2024-07-17 00:00:00,3.1,636.66,2969.0,283.0,562.0,49.0,207.0
