,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,nuclear,hydro,solar,other
0,2023-08-09 00:00:00,2023-08-13 18:01:21,3.0,315.08,4032.0,4465.0,7206.0,2161.0,33.0,13.0
1,2023-08-09 01:00:00,2023-08-13 18:01:21,3.0,302.52,3900.0,3868.0,7205.0,2352.0,1.0,13.0
2,2023-08-09 02:00:00,2023-08-13 18:01:21,3.0,305.21,3880.0,3455.0,7205.0,1879.0,0.0,13.0
3,2023-08-09 03:00:00,2023-08-13 18:01:21,3.0,324.96,3712.0,3323.0,7207.0,450.0,0.0,13.0
4,2023-08-09 04:00:00,2023-08-13 18:01:21,3.0,299.52,2993.0,2941.0,7208.0,184.0,0.0,13.0
5,2023-08-09 05:00:00,2023-08-13 18:01:21,3.0,279.11,2444.0,2837.0,7208.0,0.0,0.0,12.0
6,2023-08-09 06:00:00,2023-08-13 18:01:21,3.0,271.79,2283.0,2830.0,7216.0,0.0,0.0,13.0
7,2023-08-09 07:00:00,2023-08-13 18:01:21,3.0,271.21,2285.0,2791.0,7215.0,0.0,0.0,13.0
8,2023-08-09 08:00:00,2023-08-13 18:01:21,3.0,267.9,2285.0,2610.0,7217.0,0.0,0.0,13.0
9,2023-08-09 09:00:00,2023-08-13 18:01:21,3.0,264.27,2289.0,2402.0,7214.0,0.0,0.0,13.0
10,2023-08-09 10:00:00,2023-08-13 18:01:21,3.0,265.11,2293.0,2440.0,7217.0,0.0,0.0,13.0
11,2023-08-09 11:00:00,2023-08-13 18:01:21,3.0,270.81,2374.0,2557.0,7222.0,0.0,1.0,12.0
12,2023-08-09 12:00:00,2023-08-13 18:01:21,3.0,282.74,2597.0,2768.0,7220.0,0.0,79.0,11.0
13,2023-08-09 13:00:00,2023-08-13 18:01:21,3.0,285.75,2654.0,3129.0,7218.0,0.0,354.0,10.0
14,2023-08-09 14:00:00,2023-08-13 18:01:21,3.0,278.32,2475.0,3396.0,7216.0,0.0,612.0,12.0
15,2023-08-09 15:00:00,2023-08-13 18:01:21,3.0,277.67,2511.0,3451.0,7217.0,0.0,787.0,14.0
16,2023-08-09 16:00:00,2023-08-13 18:01:21,3.0,280.71,2528.0,3722.0,7215.0,0.0,890.0,15.0
17,2023-08-09 17:00:00,2023-08-13 18:01:21,3.0,293.76,2891.0,3890.0,7216.0,145.0,877.0,14.0
18,2023-08-09 18:00:00,2023-08-13 18:01:21,3.0,326.77,3843.0,4076.0,7211.0,193.0,845.0,15.0
19,2023-08-09 19:00:00,2023-08-13 18:01:21,3.0,341.28,4366.0,4393.0,7213.0,410.0,821.0,14.0
20,2023-08-09 20:00:00,2023-08-13 18:01:21,3.0,334.55,4429.0,4482.0,7212.0,999.0,745.0,15.0
21,2023-08-09 21:00:00,2023-08-13 18:01:21,3.0,331.05,4428.0,4650.0,7207.0,1412.0,617.0,14.0
22,2023-08-09 22:00:00,2023-08-13 18:01:21,3.0,325.32,4417.0,4704.0,7208.0,1874.0,506.0,14.0
23,2023-08-09 23:00:00,2023-08-13 18:01:21,3.0,319.64,4320.0,4722.0,7209.0,2310.0,257.0,14.0
