,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,nuclear,hydro,solar,other
0,2023-08-28 00:00:00,2023-08-30 02:35:36,3.0,345.71,4077.0,5559.0,7110.0,1134.0,11.0,14.0
1,2023-08-28 01:00:00,2023-08-30 02:35:36,3.0,349.63,4065.0,5485.0,7120.0,869.0,0.0,14.0
2,2023-08-28 02:00:00,2023-08-30 02:35:36,3.0,340.85,3809.0,4631.0,7125.0,561.0,0.0,14.0
3,2023-08-28 03:00:00,2023-08-30 02:35:36,3.0,329.14,3584.0,3802.0,7135.0,371.0,0.0,14.0
4,2023-08-28 04:00:00,2023-08-30 02:35:36,3.0,308.04,3183.0,2814.0,7133.0,126.0,0.0,15.0
5,2023-08-28 05:00:00,2023-08-30 02:35:36,3.0,288.22,2627.0,2817.0,7136.0,0.0,0.0,14.0
6,2023-08-28 06:00:00,2023-08-30 02:35:36,3.0,276.01,2370.0,2750.0,7135.0,0.0,0.0,14.0
7,2023-08-28 07:00:00,2023-08-30 02:35:36,3.0,267.99,2203.0,2727.0,7139.0,0.0,0.0,14.0
8,2023-08-28 08:00:00,2023-08-30 02:35:36,3.0,259.6,2084.0,2573.0,7136.0,0.0,0.0,14.0
9,2023-08-28 09:00:00,2023-08-30 02:35:36,3.0,260.83,2113.0,2570.0,7140.0,0.0,0.0,14.0
10,2023-08-28 10:00:00,2023-08-30 02:35:36,3.0,274.31,2351.0,2709.0,7141.0,0.0,0.0,14.0
11,2023-08-28 11:00:00,2023-08-30 02:35:36,3.0,289.89,2685.0,2779.0,7144.0,0.0,0.0,14.0
12,2023-08-28 12:00:00,2023-08-30 02:35:36,3.0,310.73,3147.0,2928.0,7137.0,0.0,5.0,15.0
13,2023-08-28 13:00:00,2023-08-30 02:35:36,3.0,311.25,3202.0,2948.0,7139.0,28.0,64.0,14.0
14,2023-08-28 14:00:00,2023-08-30 02:35:36,3.0,306.34,3174.0,2994.0,7134.0,149.0,168.0,14.0
15,2023-08-28 15:00:00,2023-08-30 02:35:36,3.0,311.41,3334.0,3214.0,7130.0,180.0,334.0,15.0
16,2023-08-28 16:00:00,2023-08-30 02:35:36,3.0,316.69,3407.0,3571.0,7130.0,223.0,373.0,14.0
17,2023-08-28 17:00:00,2023-08-30 02:35:36,3.0,315.12,3421.0,3801.0,7130.0,457.0,383.0,15.0
18,2023-08-28 18:00:00,2023-08-30 02:35:36,3.0,309.65,3426.0,3785.0,7128.0,762.0,369.0,15.0
19,2023-08-28 19:00:00,2023-08-30 02:35:36,3.0,298.68,3436.0,3800.0,7126.0,1297.0,492.0,14.0
20,2023-08-28 20:00:00,2023-08-30 02:35:36,3.0,301.39,3549.0,4049.0,7108.0,1523.0,510.0,15.0
21,2023-08-28 21:00:00,2023-08-30 02:35:36,3.0,294.74,3542.0,4177.0,7104.0,2188.0,325.0,15.0
22,2023-08-28 22:00:00,2023-08-30 02:35:36,3.0,295.98,3537.0,4557.0,7104.0,2415.0,275.0,14.0
23,2023-08-28 23:00:00,2023-08-30 02:35:36,3.0,303.64,3639.0,4858.0,7100.0,2430.0,152.0,13.0
