,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,hydro,solar,wind,other
0,2023-08-11 00:00:00,2023-08-13 18:27:37,3.0,411.84,451.0,1499.0,144.0,728.0,135.0,263.0
1,2023-08-11 01:00:00,2023-08-13 18:27:37,3.0,450.2,427.0,1824.0,325.0,256.0,124.0,265.0
2,2023-08-11 02:00:00,2023-08-13 18:27:37,3.0,471.81,404.0,1986.0,350.0,71.0,107.0,261.0
3,2023-08-11 03:00:00,2023-08-13 18:27:37,3.0,500.2,509.0,2014.0,324.0,13.0,67.0,254.0
4,2023-08-11 04:00:00,2023-08-13 18:27:37,3.0,505.75,425.0,1891.0,223.0,0.0,90.0,248.0
5,2023-08-11 05:00:00,2023-08-13 18:27:37,3.0,542.39,492.0,1762.0,38.0,0.0,118.0,242.0
6,2023-08-11 06:00:00,2023-08-13 18:27:37,3.0,542.78,411.0,1385.0,37.0,1.0,111.0,241.0
7,2023-08-11 07:00:00,2023-08-13 18:27:37,3.0,545.98,422.0,1306.0,41.0,0.0,106.0,231.0
8,2023-08-11 08:00:00,2023-08-13 18:27:37,3.0,545.98,422.0,1306.0,41.0,0.0,106.0,231.0
9,2023-08-11 09:00:00,2023-08-13 18:27:37,3.0,545.98,422.0,1306.0,41.0,0.0,106.0,231.0
10,2023-08-11 10:00:00,2023-08-13 18:27:37,3.0,545.98,422.0,1306.0,41.0,0.0,106.0,231.0
11,2023-08-11 11:00:00,2023-08-13 18:27:37,3.0,545.98,422.0,1306.0,41.0,0.0,106.0,231.0
12,2023-08-11 12:00:00,2023-08-13 18:27:37,3.0,545.98,422.0,1306.0,41.0,0.0,106.0,231.0
13,2023-08-11 13:00:00,2023-08-13 18:27:37,3.0,545.98,422.0,1306.0,41.0,0.0,106.0,231.0
14,2023-08-11 14:00:00,2023-08-13 18:27:37,3.0,545.98,422.0,1306.0,41.0,0.0,106.0,231.0
15,2023-08-11 15:00:00,2023-08-13 18:27:37,3.0,545.98,422.0,1306.0,41.0,0.0,106.0,231.0
16,2023-08-11 16:00:00,2023-08-13 18:27:37,3.0,545.98,422.0,1306.0,41.0,0.0,106.0,231.0
17,2023-08-11 17:00:00,2023-08-13 18:27:37,3.0,545.98,422.0,1306.0,41.0,0.0,106.0,231.0
18,2023-08-11 18:00:00,2023-08-13 18:27:37,3.0,545.98,422.0,1306.0,41.0,0.0,106.0,231.0
19,2023-08-11 19:00:00,2023-08-13 18:27:37,3.0,545.98,422.0,1306.0,41.0,0.0,106.0,231.0
20,2023-08-11 20:00:00,2023-08-13 18:27:37,3.0,545.98,422.0,1306.0,41.0,0.0,106.0,231.0
21,2023-08-11 21:00:00,2023-08-13 18:27:37,3.0,545.98,422.0,1306.0,41.0,0.0,106.0,231.0
22,2023-08-11 22:00:00,2023-08-13 18:27:37,3.0,545.98,422.0,1306.0,41.0,0.0,106.0,231.0
23,2023-08-11 23:00:00,2023-08-13 18:27:37,3.0,545.98,422.0,1306.0,41.0,0.0,106.0,231.0
