UTC time,creation_time (UTC),version,coal,nat_gas,hydro,solar,wind,other
2023-08-18 00:00:00,2023-08-20 14:50:47,3.0,458.0,2064.0,255.0,840.0,131.0,205.0
2023-08-18 01:00:00,2023-08-20 14:50:47,3.0,614.0,2085.0,245.0,668.0,29.0,198.0
2023-08-18 02:00:00,2023-08-20 14:50:47,3.0,739.0,2162.0,254.0,262.0,24.0,206.0
2023-08-18 03:00:00,2023-08-20 14:50:47,3.0,851.0,2232.0,246.0,10.0,11.0,240.0
2023-08-18 04:00:00,2023-08-20 14:50:47,3.0,702.0,2043.0,247.0,0.0,12.0,237.0
2023-08-18 05:00:00,2023-08-20 14:50:47,3.0,517.0,1814.0,296.0,0.0,16.0,234.0
2023-08-18 06:00:00,2023-08-20 14:50:47,3.0,434.0,1653.0,294.0,0.0,29.0,224.0
2023-08-18 07:00:00,2023-08-20 14:50:47,3.0,483.0,1394.0,61.0,0.0,33.0,214.0
2023-08-18 08:00:00,2023-08-20 14:50:47,3.0,421.0,1361.0,0.0,0.0,53.0,207.0
2023-08-18 09:00:00,2023-08-20 14:50:47,3.0,405.0,1322.0,0.0,0.0,40.0,207.0
2023-08-18 10:00:00,2023-08-20 14:50:47,3.0,398.0,1259.0,0.0,0.0,37.0,162.0
2023-08-18 11:00:00,2023-08-20 14:50:47,3.0,395.0,1186.0,0.0,0.0,41.0,144.0
2023-08-18 12:00:00,2023-08-20 14:50:47,3.0,389.0,1146.0,0.0,0.0,25.0,147.0
2023-08-18 13:00:00,2023-08-20 14:50:47,3.0,391.0,1295.0,0.0,1.0,26.0,197.0
2023-08-18 14:00:00,2023-08-20 14:50:47,3.0,392.0,1340.0,0.0,37.0,44.0,186.0
2023-08-18 15:00:00,2023-08-20 14:50:47,3.0,391.0,1360.0,0.0,373.0,60.0,138.0
2023-08-18 16:00:00,2023-08-20 14:50:47,3.0,396.0,1231.0,0.0,691.0,98.0,142.0
2023-08-18 17:00:00,2023-08-20 14:50:47,3.0,394.0,1009.0,0.0,796.0,160.0,156.0
2023-08-18 18:00:00,2023-08-20 14:50:47,3.0,403.0,1001.0,38.0,831.0,191.0,161.0
2023-08-18 19:00:00,2023-08-20 14:50:47,3.0,505.0,1006.0,61.0,693.0,195.0,181.0
2023-08-18 20:00:00,2023-08-20 14:50:47,3.0,439.0,1116.0,60.0,839.0,164.0,190.0
2023-08-18 21:00:00,2023-08-20 14:50:47,3.0,597.0,1093.0,60.0,894.0,149.0,187.0
2023-08-18 22:00:00,2023-08-20 14:50:47,3.0,583.0,1264.0,210.0,921.0,200.0,183.0
2023-08-18 23:00:00,2023-08-20 14:50:47,3.0,619.0,1326.0,247.0,887.0,139.0,225.0
