,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,hydro,solar,wind,other
0,2023-08-10 00:00:00,2023-08-13 18:15:09,3.0,279.06,409.0,1520.0,509.0,764.0,169.0,228.0
1,2023-08-10 01:00:00,2023-08-13 18:15:09,3.0,327.17,478.0,1780.0,515.0,324.0,187.0,212.0
2,2023-08-10 02:00:00,2023-08-13 18:15:09,3.0,344.33,420.0,1913.0,495.0,100.0,204.0,223.0
3,2023-08-10 03:00:00,2023-08-13 18:15:09,3.0,350.87,404.0,1919.0,520.0,7.0,195.0,229.0
4,2023-08-10 04:00:00,2023-08-13 18:15:09,3.0,390.05,412.0,1922.0,282.0,1.0,118.0,230.0
5,2023-08-10 05:00:00,2023-08-13 18:15:09,3.0,392.51,410.0,1929.0,276.0,0.0,107.0,236.0
6,2023-08-10 06:00:00,2023-08-13 18:15:09,3.0,426.96,406.0,1726.0,44.0,0.0,126.0,241.0
7,2023-08-10 07:00:00,2023-08-13 18:15:09,3.0,433.89,401.0,1529.0,41.0,3.0,108.0,233.0
8,2023-08-10 08:00:00,2023-08-13 18:15:09,3.0,447.92,415.0,1299.0,41.0,0.0,84.0,218.0
9,2023-08-10 09:00:00,2023-08-13 18:15:09,3.0,446.91,407.0,1267.0,41.0,1.0,85.0,209.0
10,2023-08-10 10:00:00,2023-08-13 18:15:09,3.0,452.28,397.0,1083.0,41.0,0.0,85.0,195.0
11,2023-08-10 11:00:00,2023-08-13 18:15:09,3.0,454.45,396.0,1045.0,41.0,0.0,82.0,192.0
12,2023-08-10 12:00:00,2023-08-13 18:15:09,3.0,448.17,390.0,1045.0,41.0,0.0,101.0,187.0
13,2023-08-10 13:00:00,2023-08-13 18:15:09,3.0,450.71,398.0,1062.0,41.0,1.0,95.0,196.0
14,2023-08-10 14:00:00,2023-08-13 18:15:09,3.0,449.31,434.0,1090.0,41.0,24.0,95.0,187.0
15,2023-08-10 15:00:00,2023-08-13 18:15:09,3.0,431.62,497.0,1085.0,39.0,133.0,111.0,180.0
16,2023-08-10 16:00:00,2023-08-13 18:15:09,3.0,414.78,499.0,1075.0,41.0,194.0,133.0,178.0
17,2023-08-10 17:00:00,2023-08-13 18:15:09,3.0,374.8,515.0,1064.0,40.0,431.0,136.0,171.0
18,2023-08-10 18:00:00,2023-08-13 18:15:09,3.0,334.88,527.0,1090.0,41.0,718.0,129.0,146.0
19,2023-08-10 19:00:00,2023-08-13 18:15:09,3.0,306.94,418.0,1197.0,41.0,863.0,96.0,157.0
20,2023-08-10 20:00:00,2023-08-13 18:15:09,3.0,303.91,408.0,1287.0,41.0,895.0,123.0,187.0
21,2023-08-10 21:00:00,2023-08-13 18:15:09,3.0,288.64,404.0,1316.0,128.0,901.0,210.0,210.0
22,2023-08-10 22:00:00,2023-08-13 18:15:09,3.0,295.74,416.0,1314.0,147.0,829.0,228.0,234.0
23,2023-08-10 23:00:00,2023-08-13 18:15:09,3.0,325.32,501.0,1332.0,145.0,704.0,196.0,251.0
