UTC time,nat_gas,hydro
2023-08-18 00:00:00,295.0,120.0
2023-08-18 01:00:00,294.0,119.0
2023-08-18 02:00:00,296.0,120.0
2023-08-18 03:00:00,354.0,119.0
2023-08-18 04:00:00,274.0,120.0
2023-08-18 05:00:00,260.0,119.0
2023-08-18 06:00:00,265.0,119.0
2023-08-18 07:00:00,230.0,120.0
2023-08-18 08:00:00,206.0,119.0
2023-08-18 09:00:00,192.0,119.0
2023-08-18 10:00:00,177.0,106.0
2023-08-18 11:00:00,175.0,104.0
2023-08-18 12:00:00,177.0,104.0
2023-08-18 13:00:00,195.0,104.0
2023-08-18 14:00:00,224.0,103.0
2023-08-18 15:00:00,210.0,103.0
2023-08-18 16:00:00,185.0,103.0
2023-08-18 17:00:00,182.0,104.0
2023-08-18 18:00:00,182.0,104.0
2023-08-18 19:00:00,181.0,104.0
2023-08-18 20:00:00,181.0,104.0
2023-08-18 21:00:00,183.0,105.0
2023-08-18 22:00:00,202.0,105.0
2023-08-18 23:00:00,215.0,119.0
