Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,nat_gas,hydro
40608,2023-08-20 00:00:00,2024-07-17 00:00:00,3.1,316.34,202.0,120.0
40609,2023-08-20 01:00:00,2024-07-17 00:00:00,3.1,314.15,198.0,120.0
40610,2023-08-20 02:00:00,2024-07-17 00:00:00,3.1,317.94,205.0,120.0
40611,2023-08-20 03:00:00,2024-07-17 00:00:00,3.1,319.9,207.0,119.0
40612,2023-08-20 04:00:00,2024-07-17 00:00:00,3.1,314.15,198.0,120.0
40613,2023-08-20 05:00:00,2024-07-17 00:00:00,3.1,315.62,199.0,119.0
40614,2023-08-20 06:00:00,2024-07-17 00:00:00,3.1,323.07,215.0,120.0
40615,2023-08-20 07:00:00,2024-07-17 00:00:00,3.1,324.47,216.0,119.0
40616,2023-08-20 08:00:00,2024-07-17 00:00:00,3.1,337.09,215.0,105.0
40617,2023-08-20 09:00:00,2024-07-17 00:00:00,3.1,349.73,209.0,90.0
40618,2023-08-20 10:00:00,2024-07-17 00:00:00,3.1,366.94,209.0,75.0
40619,2023-08-20 11:00:00,2024-07-17 00:00:00,3.1,369.8,210.0,73.0
40620,2023-08-20 12:00:00,2024-07-17 00:00:00,3.1,368.94,208.0,73.0
40621,2023-08-20 13:00:00,2024-07-17 00:00:00,3.1,363.54,196.0,73.0
40622,2023-08-20 14:00:00,2024-07-17 00:00:00,3.1,363.54,196.0,73.0
40623,2023-08-20 15:00:00,2024-07-17 00:00:00,3.1,364.01,197.0,73.0
40624,2023-08-20 16:00:00,2024-07-17 00:00:00,3.1,365.51,203.0,74.0
40625,2023-08-20 17:00:00,2024-07-17 00:00:00,3.1,346.23,195.0,87.0
40626,2023-08-20 18:00:00,2024-07-17 00:00:00,3.1,338.08,184.0,89.0
40627,2023-08-20 19:00:00,2024-07-17 00:00:00,3.1,331.03,197.0,102.0
40628,2023-08-20 20:00:00,2024-07-17 00:00:00,3.1,330.58,200.0,104.0
40629,2023-08-20 21:00:00,2024-07-17 00:00:00,3.1,335.66,210.0,104.0
40630,2023-08-20 22:00:00,2024-07-17 00:00:00,3.1,336.13,213.0,105.0
40631,2023-08-20 23:00:00,2024-07-17 00:00:00,3.1,324.47,216.0,119.0
