Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,nat_gas,hydro
35856,2023-02-03 00:00:00,2024-07-17 00:00:00,3.1,361.65,171.0,65.0
35857,2023-02-03 01:00:00,2024-07-17 00:00:00,3.1,364.32,176.0,65.0
35858,2023-02-03 02:00:00,2024-07-17 00:00:00,3.1,361.65,171.0,65.0
35859,2023-02-03 03:00:00,2024-07-17 00:00:00,3.1,362.19,172.0,65.0
35860,2023-02-03 04:00:00,2024-07-17 00:00:00,3.1,362.19,172.0,65.0
35861,2023-02-03 05:00:00,2024-07-17 00:00:00,3.1,361.65,171.0,65.0
35862,2023-02-03 06:00:00,2024-07-17 00:00:00,3.1,362.19,172.0,65.0
35863,2023-02-03 07:00:00,2024-07-17 00:00:00,3.1,363.63,172.0,64.0
35864,2023-02-03 08:00:00,2024-07-17 00:00:00,3.1,363.63,172.0,64.0
35865,2023-02-03 09:00:00,2024-07-17 00:00:00,3.1,366.25,177.0,64.0
35866,2023-02-03 10:00:00,2024-07-17 00:00:00,3.1,363.63,172.0,64.0
35867,2023-02-03 11:00:00,2024-07-17 00:00:00,3.1,363.63,172.0,64.0
35868,2023-02-03 12:00:00,2024-07-17 00:00:00,3.1,363.63,172.0,64.0
35869,2023-02-03 13:00:00,2024-07-17 00:00:00,3.1,362.19,172.0,65.0
35870,2023-02-03 14:00:00,2024-07-17 00:00:00,3.1,363.26,174.0,65.0
35871,2023-02-03 15:00:00,2024-07-17 00:00:00,3.1,369.8,187.0,65.0
35872,2023-02-03 16:00:00,2024-07-17 00:00:00,3.1,390.69,240.0,65.0
35873,2023-02-03 17:00:00,2024-07-17 00:00:00,3.1,389.7,237.0,65.0
35874,2023-02-03 18:00:00,2024-07-17 00:00:00,3.1,390.69,240.0,65.0
35875,2023-02-03 19:00:00,2024-07-17 00:00:00,3.1,390.36,239.0,65.0
35876,2023-02-03 20:00:00,2024-07-17 00:00:00,3.1,391.97,244.0,65.0
35877,2023-02-03 21:00:00,2024-07-17 00:00:00,3.1,391.01,241.0,65.0
35878,2023-02-03 22:00:00,2024-07-17 00:00:00,3.1,390.03,238.0,65.0
35879,2023-02-03 23:00:00,2024-07-17 00:00:00,3.1,384.09,221.0,65.0
