Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,nat_gas,hydro
37992,2023-05-03 00:00:00,2024-07-17 00:00:00,3.1,229.91,76.0,96.0
37993,2023-05-03 01:00:00,2024-07-17 00:00:00,3.1,229.91,76.0,96.0
37994,2023-05-03 02:00:00,2024-07-17 00:00:00,3.1,235.82,80.0,96.0
37995,2023-05-03 03:00:00,2024-07-17 00:00:00,3.1,260.58,99.0,96.0
37996,2023-05-03 04:00:00,2024-07-17 00:00:00,3.1,271.78,109.0,96.0
37997,2023-05-03 05:00:00,2024-07-17 00:00:00,3.1,258.21,97.0,96.0
37998,2023-05-03 06:00:00,2024-07-17 00:00:00,3.1,245.54,87.0,96.0
37999,2023-05-03 07:00:00,2024-07-17 00:00:00,3.1,229.91,76.0,96.0
38000,2023-05-03 08:00:00,2024-07-17 00:00:00,3.1,229.91,76.0,96.0
38001,2023-05-03 09:00:00,2024-07-17 00:00:00,3.1,229.91,76.0,96.0
38002,2023-05-03 10:00:00,2024-07-17 00:00:00,3.1,229.91,76.0,96.0
38003,2023-05-03 11:00:00,2024-07-17 00:00:00,3.1,229.91,76.0,96.0
38004,2023-05-03 12:00:00,2024-07-17 00:00:00,3.1,229.91,76.0,96.0
38005,2023-05-03 13:00:00,2024-07-17 00:00:00,3.1,237.25,81.0,96.0
38006,2023-05-03 14:00:00,2024-07-17 00:00:00,3.1,235.57,79.0,95.0
38007,2023-05-03 15:00:00,2024-07-17 00:00:00,3.1,231.41,77.0,96.0
38008,2023-05-03 16:00:00,2024-07-17 00:00:00,3.1,231.41,77.0,96.0
38009,2023-05-03 17:00:00,2024-07-17 00:00:00,3.1,229.91,76.0,96.0
38010,2023-05-03 18:00:00,2024-07-17 00:00:00,3.1,231.41,77.0,96.0
38011,2023-05-03 19:00:00,2024-07-17 00:00:00,3.1,231.41,77.0,96.0
38012,2023-05-03 20:00:00,2024-07-17 00:00:00,3.1,231.41,77.0,96.0
38013,2023-05-03 21:00:00,2024-07-17 00:00:00,3.1,231.41,77.0,96.0
38014,2023-05-03 22:00:00,2024-07-17 00:00:00,3.1,231.41,77.0,96.0
38015,2023-05-03 23:00:00,2024-07-17 00:00:00,3.1,231.41,77.0,96.0
