UTC time,nat_gas,hydro
2023-06-14 00:00:00,162.0,99.0
2023-06-14 01:00:00,162.0,99.0
2023-06-14 02:00:00,180.0,99.0
2023-06-14 03:00:00,225.0,98.0
2023-06-14 04:00:00,232.0,98.0
2023-06-14 05:00:00,220.0,98.0
2023-06-14 06:00:00,192.0,98.0
2023-06-14 07:00:00,194.0,98.0
2023-06-14 08:00:00,193.0,98.0
2023-06-14 09:00:00,174.0,98.0
2023-06-14 10:00:00,163.0,98.0
2023-06-14 11:00:00,164.0,98.0
2023-06-14 12:00:00,164.0,98.0
2023-06-14 13:00:00,165.0,98.0
2023-06-14 14:00:00,165.0,98.0
2023-06-14 15:00:00,165.0,98.0
2023-06-14 16:00:00,166.0,99.0
2023-06-14 17:00:00,165.0,99.0
2023-06-14 18:00:00,165.0,98.0
2023-06-14 19:00:00,164.0,99.0
2023-06-14 20:00:00,164.0,99.0
2023-06-14 21:00:00,164.0,99.0
2023-06-14 22:00:00,164.0,99.0
2023-06-14 23:00:00,166.0,98.0
