Unnamed: 0,UTC time,carbon_intensity,nat_gas,hydro,solar,wind,biomass,unknown
36096,2023-02-13 00:00:00,89.1,25.0,48.0,0.0,285.0,83.0,6.0
36097,2023-02-13 01:00:00,89.36,25.0,39.0,0.0,291.0,83.0,6.0
36098,2023-02-13 02:00:00,87.35,25.0,40.0,0.0,300.0,82.0,6.0
36099,2023-02-13 03:00:00,94.97,25.0,47.0,0.0,253.0,82.0,6.0
36100,2023-02-13 04:00:00,95.36,25.0,88.0,0.0,218.0,83.0,6.0
36101,2023-02-13 05:00:00,95.18,25.0,93.0,0.0,229.0,83.0,8.0
36102,2023-02-13 06:00:00,92.35,26.0,98.0,3.0,249.0,82.0,9.0
36103,2023-02-13 07:00:00,86.6,26.0,98.0,11.0,282.0,83.0,9.0
36104,2023-02-13 08:00:00,99.49,26.0,32.0,21.0,258.0,83.0,9.0
36105,2023-02-13 09:00:00,94.52,24.0,47.0,29.0,255.0,82.0,9.0
36106,2023-02-13 10:00:00,79.94,23.0,98.0,33.0,291.0,82.0,8.0
36107,2023-02-13 11:00:00,71.43,23.0,98.0,36.0,365.0,82.0,8.0
36108,2023-02-13 12:00:00,66.38,22.0,95.0,41.0,425.0,82.0,9.0
36109,2023-02-13 13:00:00,65.53,21.0,93.0,32.0,421.0,82.0,8.0
36110,2023-02-13 14:00:00,69.35,21.0,94.0,11.0,386.0,82.0,8.0
36111,2023-02-13 15:00:00,68.22,21.0,88.0,0.0,407.0,82.0,8.0
36112,2023-02-13 16:00:00,68.98,21.0,88.0,0.0,399.0,82.0,8.0
36113,2023-02-13 17:00:00,72.39,21.0,88.0,0.0,376.0,82.0,9.0
36114,2023-02-13 18:00:00,80.35,21.0,93.0,0.0,308.0,83.0,9.0
36115,2023-02-13 19:00:00,80.68,21.0,68.0,0.0,317.0,83.0,8.0
36116,2023-02-13 20:00:00,77.02,21.0,47.0,0.0,352.0,83.0,7.0
36117,2023-02-13 21:00:00,75.78,21.0,45.0,0.0,373.0,83.0,8.0
36118,2023-02-13 22:00:00,72.32,21.0,37.0,0.0,399.0,83.0,7.0
36119,2023-02-13 23:00:00,70.26,21.0,46.0,0.0,411.0,83.0,7.0
