Unnamed: 0,UTC time,carbon_intensity,nat_gas,hydro,solar,wind,biomass,unknown
37344,2023-04-06 00:00:00,199.17,40.0,47.0,0.0,46.0,73.0,6.0
37345,2023-04-06 01:00:00,186.74,40.0,47.0,0.0,61.0,73.0,6.0
37346,2023-04-06 02:00:00,179.82,40.0,47.0,0.0,70.0,72.0,6.0
37347,2023-04-06 03:00:00,141.88,40.0,96.0,0.0,94.0,72.0,6.0
37348,2023-04-06 04:00:00,129.11,42.0,96.0,16.0,122.0,72.0,6.0
37349,2023-04-06 05:00:00,123.73,42.0,97.0,59.0,108.0,72.0,6.0
37350,2023-04-06 06:00:00,118.04,42.0,97.0,102.0,98.0,71.0,6.0
37351,2023-04-06 07:00:00,114.39,43.0,93.0,142.0,93.0,71.0,6.0
37352,2023-04-06 08:00:00,105.76,44.0,96.0,197.0,100.0,71.0,6.0
37353,2023-04-06 09:00:00,105.3,45.0,74.0,239.0,100.0,72.0,6.0
37354,2023-04-06 10:00:00,99.03,45.0,97.0,253.0,110.0,72.0,6.0
37355,2023-04-06 11:00:00,96.71,44.0,97.0,250.0,123.0,72.0,6.0
37356,2023-04-06 12:00:00,100.27,42.0,70.0,223.0,129.0,71.0,6.0
37357,2023-04-06 13:00:00,105.11,41.0,68.0,171.0,132.0,71.0,6.0
37358,2023-04-06 14:00:00,113.52,41.0,68.0,96.0,142.0,71.0,6.0
37359,2023-04-06 15:00:00,128.39,41.0,70.0,32.0,132.0,71.0,6.0
37360,2023-04-06 16:00:00,121.93,41.0,94.0,5.0,151.0,72.0,6.0
37361,2023-04-06 17:00:00,109.59,41.0,98.0,0.0,197.0,72.0,6.0
37362,2023-04-06 18:00:00,105.48,41.0,98.0,0.0,215.0,72.0,6.0
37363,2023-04-06 19:00:00,115.66,41.0,50.0,0.0,215.0,72.0,6.0
37364,2023-04-06 20:00:00,118.47,41.0,50.0,0.0,206.0,73.0,6.0
37365,2023-04-06 21:00:00,113.21,41.0,47.0,0.0,228.0,73.0,6.0
37366,2023-04-06 22:00:00,106.21,41.0,25.0,0.0,276.0,73.0,6.0
37367,2023-04-06 23:00:00,95.75,41.0,25.0,0.0,328.0,73.0,6.0
