Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,nuclear,oil,hydro,solar,wind,biomass
36312,2023-02-22 00:00:00,2024-07-17 00:00:00,3.1,84.96,27.0,7917.0,41242.0,236.0,2750.0,0.0,3363.0,452.0
36313,2023-02-22 01:00:00,2024-07-17 00:00:00,3.1,87.41,27.0,8241.0,41409.0,236.0,2803.6666666666665,0.0,3064.0,450.0
36314,2023-02-22 02:00:00,2024-07-17 00:00:00,3.1,86.08,28.0,8011.0,41460.0,236.0,2714.555555555555,0.0,2855.0,451.0
36315,2023-02-22 03:00:00,2024-07-17 00:00:00,3.1,84.73,28.0,7862.0,41708.0,236.0,2632.851851851852,0.0,2887.0,455.0
36316,2023-02-22 04:00:00,2024-07-17 00:00:00,3.1,86.07,27.0,8049.0,41750.0,235.0,2687.617283950617,0.0,2790.0,451.0
36317,2023-02-22 05:00:00,2024-07-17 00:00:00,3.1,85.08,28.0,7995.0,41696.0,235.0,3333.539094650206,0.0,2760.0,445.0
36318,2023-02-22 06:00:00,2024-07-17 00:00:00,3.1,86.38,28.0,8414.0,41633.0,235.0,4549.513031550069,248.0,2952.0,445.0
36319,2023-02-22 07:00:00,2024-07-17 00:00:00,3.1,86.09,28.0,8546.0,41665.0,235.0,5460.504343850022,700.0,2857.0,446.0
36320,2023-02-22 08:00:00,2024-07-17 00:00:00,3.1,85.07,27.0,8518.0,41739.0,235.0,5468.168114616674,1638.0,2936.0,448.0
36321,2023-02-22 09:00:00,2024-07-17 00:00:00,3.1,85.2,27.0,8488.0,41729.0,235.0,4973.056038205558,2503.0,2609.0,448.0
36322,2023-02-22 10:00:00,2024-07-17 00:00:00,3.1,85.11,28.0,8496.0,41749.0,235.0,4901.68534606852,3074.0,2477.0,451.0
36323,2023-02-22 11:00:00,2024-07-17 00:00:00,3.1,84.06,28.0,8239.0,41707.0,235.0,4267.228448689507,3357.0,2348.0,454.0
36324,2023-02-22 12:00:00,2024-07-17 00:00:00,3.1,84.04,28.0,8172.0,41688.0,235.0,3654.742816229836,3439.0,2446.0,440.0
36325,2023-02-22 13:00:00,2024-07-17 00:00:00,3.1,86.34,28.0,8362.0,41716.0,236.0,3236.914272076612,3000.0,2185.0,435.0
36326,2023-02-22 14:00:00,2024-07-17 00:00:00,3.1,87.83,29.0,8121.0,41221.0,417.0,3174.971424025537,2313.0,2035.0,436.0
36327,2023-02-22 15:00:00,2024-07-17 00:00:00,3.1,98.28,27.0,8018.0,40394.0,1411.0,3504.9904746751795,1338.0,2049.0,433.0
36328,2023-02-22 16:00:00,2024-07-17 00:00:00,3.1,103.08,26.0,8669.0,40354.0,1423.0,4217.33015822506,529.0,1805.0,431.0
36329,2023-02-22 17:00:00,2024-07-17 00:00:00,3.1,101.33,26.0,8669.0,40547.0,1431.0,5625.4433860750205,203.0,1786.0,438.0
36330,2023-02-22 18:00:00,2024-07-17 00:00:00,3.1,96.95,27.0,8567.0,40857.0,1153.0,6377.814462025007,0.0,1723.0,447.0
36331,2023-02-22 19:00:00,2024-07-17 00:00:00,3.1,91.35,28.0,8461.0,40998.0,604.0,5961.271487341669,0.0,1720.0,447.0
36332,2023-02-22 20:00:00,2024-07-17 00:00:00,3.1,87.9,28.0,8223.0,41115.0,284.0,4752.090495780557,0.0,1642.0,451.0
36333,2023-02-22 21:00:00,2024-07-17 00:00:00,3.1,86.98,28.0,8029.0,41185.0,234.0,3897.6968319268526,0.0,1566.0,450.0
36334,2023-02-22 22:00:00,2024-07-17 00:00:00,3.1,86.9,28.0,7920.0,41285.0,235.0,3277.8989439756174,0.0,1475.0,453.0
36335,2023-02-22 23:00:00,2024-07-17 00:00:00,3.1,87.09,29.0,7895.0,41385.0,235.0,2879.974735993904,0.0,1445.0,453.0
