Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,nuclear,oil,hydro,solar,wind,biomass
41112,2023-09-10 00:00:00,2024-07-17 00:00:00,3.1,40.03,11.0,2360.0,37743.0,108.0,3419.0,0.0,3450.0,402.0
41113,2023-09-10 01:00:00,2024-07-17 00:00:00,3.1,36.17,11.0,1952.0,37700.0,108.0,3068.0,0.0,3605.0,405.0
41114,2023-09-10 02:00:00,2024-07-17 00:00:00,3.1,28.85,11.0,1198.0,37814.0,109.0,2999.0,0.0,3265.0,404.0
41115,2023-09-10 03:00:00,2024-07-17 00:00:00,3.1,22.62,11.0,579.0,38068.0,111.0,2825.0,0.0,2950.0,412.0
41116,2023-09-10 04:00:00,2024-07-17 00:00:00,3.1,22.15,11.0,517.0,37975.0,111.0,2807.0,0.0,2771.0,436.0
41117,2023-09-10 05:00:00,2024-07-17 00:00:00,3.1,22.21,11.0,508.0,37591.0,110.0,2872.0,213.0,2791.0,432.0
41118,2023-09-10 06:00:00,2024-07-17 00:00:00,3.1,21.43,11.0,422.0,37376.0,109.0,2922.0,346.0,2715.0,432.0
41119,2023-09-10 07:00:00,2024-07-17 00:00:00,3.1,21.71,11.0,384.0,37356.0,109.0,2974.0,1601.0,2651.0,432.0
41120,2023-09-10 08:00:00,2024-07-17 00:00:00,3.1,23.41,11.0,397.0,37248.0,109.0,3039.0,4502.0,2091.0,435.0
41121,2023-09-10 09:00:00,2024-07-17 00:00:00,3.1,24.98,11.0,400.0,36594.0,109.0,2656.0,7544.0,1803.0,434.0
41122,2023-09-10 10:00:00,2024-07-17 00:00:00,3.1,26.41,11.0,401.0,34744.0,109.0,2399.0,9868.0,1746.0,428.0
41123,2023-09-10 11:00:00,2024-07-17 00:00:00,3.1,27.36,11.0,404.0,33047.0,108.0,2359.0,11268.0,1983.0,426.0
41124,2023-09-10 12:00:00,2024-07-17 00:00:00,3.1,28.13,11.0,405.0,31275.0,109.0,2285.0,11873.0,2075.0,424.0
41125,2023-09-10 13:00:00,2024-07-17 00:00:00,3.1,28.06,11.0,401.0,31079.0,111.0,2379.0,11694.0,2234.0,426.0
41126,2023-09-10 14:00:00,2024-07-17 00:00:00,3.1,27.46,11.0,400.0,31989.0,111.0,2526.0,10797.0,2134.0,425.0
41127,2023-09-10 15:00:00,2024-07-17 00:00:00,3.1,27.61,11.0,582.0,35211.0,110.0,3299.0,9068.0,1732.0,427.0
41128,2023-09-10 16:00:00,2024-07-17 00:00:00,3.1,33.34,11.0,1374.0,37487.0,108.0,3214.0,6654.0,1542.0,428.0
41129,2023-09-10 17:00:00,2024-07-17 00:00:00,3.1,39.88,11.0,2184.0,38035.0,107.0,3786.0,3556.0,1415.0,454.0
41130,2023-09-10 18:00:00,2024-07-17 00:00:00,3.1,41.46,11.0,2408.0,38129.0,107.0,4441.0,961.0,1402.0,458.0
41131,2023-09-10 19:00:00,2024-07-17 00:00:00,3.1,41.38,11.0,2424.0,38343.0,108.0,4260.0,0.0,1809.0,496.0
41132,2023-09-10 20:00:00,2024-07-17 00:00:00,3.1,42.12,11.0,2552.0,38396.0,108.0,4307.0,0.0,2433.0,496.0
41133,2023-09-10 21:00:00,2024-07-17 00:00:00,3.1,40.67,11.0,2435.0,38307.0,108.0,4138.0,0.0,2856.0,441.0
41134,2023-09-10 22:00:00,2024-07-17 00:00:00,3.1,40.9,11.0,2428.0,38357.0,108.0,3899.0,0.0,2934.0,515.0
41135,2023-09-10 23:00:00,2024-07-17 00:00:00,3.1,37.38,11.0,2008.0,38070.0,108.0,3560.0,0.0,2721.0,530.0
