Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,nuclear,hydro,solar,wind,other
36936,2023-03-20 00:00:00,2024-07-17 00:00:00,3.1,347.72,14596.0,23082.0,10217.0,1400.0,549.0,18581.0,365.0
36937,2023-03-20 01:00:00,2024-07-17 00:00:00,3.1,358.62,16400.0,24461.0,10217.0,2282.0,11.0,18991.0,380.0
36938,2023-03-20 02:00:00,2024-07-17 00:00:00,3.1,366.83,17697.0,24917.0,10220.0,1675.0,1.0,19712.0,380.0
36939,2023-03-20 03:00:00,2024-07-17 00:00:00,3.1,362.19,17308.0,24152.0,10216.0,1436.0,2.0,20144.0,377.0
36940,2023-03-20 04:00:00,2024-07-17 00:00:00,3.1,356.92,16798.0,23271.0,10218.0,1235.0,2.0,20414.0,355.0
36941,2023-03-20 05:00:00,2024-07-17 00:00:00,3.1,346.63,16064.0,21277.0,10221.0,1215.0,2.0,20754.0,350.0
36942,2023-03-20 06:00:00,2024-07-17 00:00:00,3.1,340.57,15268.0,21748.0,10221.0,1210.0,2.0,21099.0,351.0
36943,2023-03-20 07:00:00,2024-07-17 00:00:00,3.1,339.12,15052.0,22026.0,10219.0,1302.0,2.0,21129.0,346.0
36944,2023-03-20 08:00:00,2024-07-17 00:00:00,3.1,339.47,14921.0,22417.0,10220.0,1307.0,1.0,21029.0,340.0
36945,2023-03-20 09:00:00,2024-07-17 00:00:00,3.1,341.17,14935.0,22990.0,10222.0,1372.0,1.0,20890.0,347.0
36946,2023-03-20 10:00:00,2024-07-17 00:00:00,3.1,352.7,16142.0,24803.0,10220.0,1370.0,1.0,20895.0,356.0
36947,2023-03-20 11:00:00,2024-07-17 00:00:00,3.1,369.17,17804.0,28539.0,10219.0,1931.0,1.0,20324.0,367.0
36948,2023-03-20 12:00:00,2024-07-17 00:00:00,3.1,378.16,19756.0,31213.0,10218.0,3535.0,2.0,20003.0,368.0
36949,2023-03-20 13:00:00,2024-07-17 00:00:00,3.1,390.66,21381.0,32755.0,10217.0,3376.0,222.0,19393.0,364.0
36950,2023-03-20 14:00:00,2024-07-17 00:00:00,3.1,397.09,21758.0,31014.0,10218.0,2811.0,1310.0,17475.0,359.0
36951,2023-03-20 15:00:00,2024-07-17 00:00:00,3.1,396.74,20729.0,29626.0,10216.0,2245.0,1962.0,16052.0,371.0
36952,2023-03-20 16:00:00,2024-07-17 00:00:00,3.1,386.9,18631.0,28225.0,10213.0,1524.0,2169.0,15893.0,379.0
36953,2023-03-20 17:00:00,2024-07-17 00:00:00,3.1,392.56,18370.0,27335.0,10206.0,1435.0,2264.0,14240.0,383.0
36954,2023-03-20 18:00:00,2024-07-17 00:00:00,3.1,404.76,18488.0,26669.0,10200.0,1274.0,2267.0,12079.0,381.0
36955,2023-03-20 19:00:00,2024-07-17 00:00:00,3.1,408.89,18143.0,26058.0,10201.0,1258.0,2307.0,10838.0,386.0
36956,2023-03-20 20:00:00,2024-07-17 00:00:00,3.1,403.95,17501.0,24660.0,10200.0,1357.0,2275.0,10654.0,383.0
36957,2023-03-20 21:00:00,2024-07-17 00:00:00,3.1,396.72,16384.0,24586.0,10194.0,1349.0,2254.0,10699.0,383.0
36958,2023-03-20 22:00:00,2024-07-17 00:00:00,3.1,391.31,15717.0,25039.0,10193.0,1342.0,2136.0,11118.0,383.0
36959,2023-03-20 23:00:00,2024-07-17 00:00:00,3.1,393.12,15828.0,26066.0,10187.0,1482.0,1680.0,11476.0,383.0
