Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,nuclear,hydro,solar,wind,other
40680,2023-08-23 00:00:00,2024-07-17 00:00:00,3.1,503.52,35347.0,52555.0,10539.0,2258.0,1119.0,7850.0,847.0
40681,2023-08-23 01:00:00,2024-07-17 00:00:00,3.1,506.21,34815.0,49417.0,10540.0,1758.0,130.0,8418.0,833.0
40682,2023-08-23 02:00:00,2024-07-17 00:00:00,3.1,498.43,34070.0,45777.0,10541.0,916.0,1.0,10598.0,786.0
40683,2023-08-23 03:00:00,2024-07-17 00:00:00,3.1,485.32,31806.0,41152.0,10543.0,489.0,1.0,12195.0,760.0
40684,2023-08-23 04:00:00,2024-07-17 00:00:00,3.1,480.02,30741.0,37742.0,10542.0,482.0,1.0,12446.0,742.0
40685,2023-08-23 05:00:00,2024-07-17 00:00:00,3.1,473.87,29382.0,35130.0,10543.0,423.0,1.0,12627.0,743.0
40686,2023-08-23 06:00:00,2024-07-17 00:00:00,3.1,459.71,26916.0,31832.0,10546.0,450.0,1.0,13199.0,744.0
40687,2023-08-23 07:00:00,2024-07-17 00:00:00,3.1,441.53,23468.0,29439.0,10548.0,482.0,1.0,13400.0,745.0
40688,2023-08-23 08:00:00,2024-07-17 00:00:00,3.1,427.66,21191.0,28424.0,10550.0,483.0,1.0,13691.0,731.0
40689,2023-08-23 09:00:00,2024-07-17 00:00:00,3.1,423.09,20344.0,27989.0,10553.0,484.0,1.0,13628.0,724.0
40690,2023-08-23 10:00:00,2024-07-17 00:00:00,3.1,424.89,20549.0,27762.0,10555.0,481.0,1.0,13468.0,722.0
40691,2023-08-23 11:00:00,2024-07-17 00:00:00,3.1,436.26,22086.0,29680.0,10560.0,466.0,1.0,13138.0,719.0
40692,2023-08-23 12:00:00,2024-07-17 00:00:00,3.1,440.73,23361.0,30416.0,10565.0,463.0,29.0,13525.0,723.0
40693,2023-08-23 13:00:00,2024-07-17 00:00:00,3.1,447.08,24488.0,31394.0,10568.0,462.0,588.0,12927.0,742.0
40694,2023-08-23 14:00:00,2024-07-17 00:00:00,3.1,463.84,27049.0,33512.0,10567.0,473.0,1741.0,10992.0,757.0
40695,2023-08-23 15:00:00,2024-07-17 00:00:00,3.1,483.2,30042.0,37408.0,10562.0,468.0,2343.0,9157.0,784.0
40696,2023-08-23 16:00:00,2024-07-17 00:00:00,3.1,494.19,32156.0,41696.0,10550.0,432.0,2508.0,8386.0,811.0
40697,2023-08-23 17:00:00,2024-07-17 00:00:00,3.1,498.43,33341.0,46529.0,10545.0,428.0,2615.0,8156.0,816.0
40698,2023-08-23 18:00:00,2024-07-17 00:00:00,3.1,498.97,34515.0,51363.0,10540.0,953.0,2582.0,8260.0,836.0
40699,2023-08-23 19:00:00,2024-07-17 00:00:00,3.1,493.92,35627.0,52728.0,10536.0,2444.0,2656.0,8628.0,846.0
40700,2023-08-23 20:00:00,2024-07-17 00:00:00,3.1,492.86,36521.0,53988.0,10526.0,2881.0,2713.0,9003.0,831.0
40701,2023-08-23 21:00:00,2024-07-17 00:00:00,3.1,493.21,37213.0,54393.0,10515.0,2989.0,2833.0,9171.0,814.0
40702,2023-08-23 22:00:00,2024-07-17 00:00:00,3.1,493.75,37334.0,54711.0,10514.0,3161.0,2609.0,9165.0,823.0
40703,2023-08-23 23:00:00,2024-07-17 00:00:00,3.1,498.84,37447.0,55072.0,10513.0,3072.0,2096.0,8598.0,909.0
