UTC time,coal,nat_gas,nuclear,hydro,solar,wind,other
2023-12-10 00:00:00,16007.0,18892.0,9588.0,1518.0,0.0,24144.0,324.0
2023-12-10 01:00:00,15569.0,18315.0,9596.0,1498.0,0.0,24333.0,324.0
2023-12-10 02:00:00,15226.0,18291.0,9597.0,1295.0,0.0,24043.0,324.0
2023-12-10 03:00:00,14734.0,17714.0,9604.0,838.0,0.0,24408.0,323.0
2023-12-10 04:00:00,14337.0,16997.0,9612.0,709.0,0.0,23960.0,324.0
2023-12-10 05:00:00,13788.0,15717.0,9619.0,649.0,0.0,23828.0,322.0
2023-12-10 06:00:00,13348.0,13955.0,9627.0,535.0,0.0,23300.0,304.0
2023-12-10 07:00:00,13020.0,13779.0,9633.0,510.0,0.0,22850.0,294.0
2023-12-10 08:00:00,12724.0,14074.0,9639.0,496.0,0.0,22094.0,295.0
2023-12-10 09:00:00,12765.0,14413.0,9636.0,507.0,0.0,20733.0,292.0
2023-12-10 10:00:00,13093.0,15837.0,9639.0,508.0,0.0,18478.0,303.0
2023-12-10 11:00:00,13564.0,18731.0,9643.0,517.0,0.0,15406.0,320.0
2023-12-10 12:00:00,14268.0,21219.0,9648.0,536.0,0.0,12403.0,326.0
2023-12-10 13:00:00,15099.0,24290.0,9649.0,560.0,0.0,10499.0,326.0
2023-12-10 14:00:00,15988.0,26594.0,9650.0,569.0,94.0,9174.0,326.0
2023-12-10 15:00:00,18737.0,27709.0,9649.0,613.0,671.0,7783.0,328.0
2023-12-10 16:00:00,20659.0,28295.0,9650.0,665.0,1110.0,6280.0,325.0
2023-12-10 17:00:00,21634.0,28457.0,9654.0,678.0,1262.0,4998.0,336.0
2023-12-10 18:00:00,21586.0,28354.0,9655.0,683.0,1352.0,4854.0,352.0
2023-12-10 19:00:00,21501.0,28306.0,9651.0,658.0,1379.0,4453.0,357.0
2023-12-10 20:00:00,21499.0,27915.0,9650.0,657.0,1393.0,3801.0,355.0
2023-12-10 21:00:00,21712.0,28670.0,9650.0,656.0,1313.0,3106.0,354.0
2023-12-10 22:00:00,21738.0,30352.0,9644.0,826.0,935.0,2329.0,361.0
2023-12-10 23:00:00,22295.0,32611.0,9647.0,2204.0,252.0,1957.0,379.0
