Unnamed: 0,UTC time,carbon_intensity,coal,nat_gas,oil,hydro,solar,wind,biomass
35640,2023-01-25 00:00:00,741.63,13804.0,1750.0,329.0,262.0,0.0,400.0,256.0
35641,2023-01-25 01:00:00,738.57,13769.0,1756.0,327.0,262.0,0.0,465.0,256.0
35642,2023-01-25 02:00:00,737.45,13723.0,1757.0,324.0,253.0,0.0,494.0,257.0
35643,2023-01-25 03:00:00,737.19,13789.0,1764.0,321.0,251.0,0.0,508.0,256.0
35644,2023-01-25 04:00:00,739.59,14195.0,1773.0,320.0,247.0,0.0,499.0,255.0
35645,2023-01-25 05:00:00,744.67,16690.0,2067.0,324.0,248.0,0.0,529.0,259.0
35646,2023-01-25 06:00:00,750.51,18189.0,2105.0,326.0,254.0,17.0,471.0,265.0
35647,2023-01-25 07:00:00,748.16,18985.0,2109.0,326.0,321.0,109.0,462.0,266.0
35648,2023-01-25 08:00:00,741.6,19202.0,2113.0,327.0,346.0,330.0,449.0,269.0
35649,2023-01-25 09:00:00,736.13,19224.0,2102.0,323.0,354.0,528.0,433.0,269.0
35650,2023-01-25 10:00:00,733.75,19441.0,2098.0,314.0,304.0,662.0,460.0,268.0
35651,2023-01-25 11:00:00,731.85,19569.0,2099.0,322.0,286.0,730.0,488.0,270.0
35652,2023-01-25 12:00:00,732.27,19196.0,2095.0,324.0,285.0,618.0,538.0,269.0
35653,2023-01-25 13:00:00,737.71,19097.0,2107.0,322.0,284.0,391.0,565.0,270.0
35654,2023-01-25 14:00:00,746.33,19164.0,2125.0,322.0,284.0,150.0,526.0,269.0
35655,2023-01-25 15:00:00,752.38,19310.0,2116.0,322.0,289.0,53.0,443.0,270.0
35656,2023-01-25 16:00:00,753.99,19207.0,2119.0,321.0,340.0,0.0,384.0,270.0
35657,2023-01-25 17:00:00,753.27,18819.0,2119.0,319.0,346.0,0.0,365.0,271.0
35658,2023-01-25 18:00:00,753.24,18774.0,2127.0,319.0,346.0,0.0,361.0,268.0
35659,2023-01-25 19:00:00,755.15,18142.0,2094.0,322.0,276.0,0.0,327.0,271.0
35660,2023-01-25 20:00:00,756.07,17387.0,2013.0,321.0,267.0,0.0,275.0,269.0
35661,2023-01-25 21:00:00,758.15,16019.0,1789.0,321.0,253.0,0.0,203.0,263.0
35662,2023-01-25 22:00:00,756.18,14975.0,1760.0,320.0,248.0,0.0,181.0,260.0
35663,2023-01-25 23:00:00,752.99,14214.0,1746.0,318.0,261.0,0.0,181.0,260.0
