UTC time,coal,nat_gas,oil,hydro,solar,wind,biomass
2023-10-23 00:00:00,11922.0,1282.0,337.0,136.0,0.0,2532.0,266.0
2023-10-23 01:00:00,12014.0,1306.0,337.0,125.0,0.0,2327.0,263.0
2023-10-23 02:00:00,12369.0,1475.0,338.0,124.0,0.0,1996.0,262.0
2023-10-23 03:00:00,12904.0,1633.0,338.0,124.0,0.0,1902.0,263.0
2023-10-23 04:00:00,14042.0,1765.0,338.0,129.0,0.0,1939.0,260.0
2023-10-23 05:00:00,14596.0,1965.0,337.0,134.0,76.0,1939.0,263.0
2023-10-23 06:00:00,14700.0,1989.0,336.0,109.0,785.0,1830.0,266.0
2023-10-23 07:00:00,14315.0,1973.0,335.0,112.0,1967.0,1340.0,264.0
2023-10-23 08:00:00,13861.0,1743.0,335.0,102.0,3753.0,850.0,263.0
2023-10-23 09:00:00,13290.0,1622.0,333.0,101.0,5270.0,801.0,264.0
2023-10-23 10:00:00,12628.0,1421.0,331.0,124.0,5880.0,818.0,268.0
2023-10-23 11:00:00,12938.0,1454.0,329.0,132.0,5421.0,928.0,273.0
2023-10-23 12:00:00,13393.0,1600.0,322.0,135.0,4503.0,877.0,271.0
2023-10-23 13:00:00,14211.0,1887.0,326.0,137.0,3147.0,711.0,270.0
2023-10-23 14:00:00,15030.0,2242.0,334.0,179.0,1377.0,483.0,273.0
2023-10-23 15:00:00,15975.0,2456.0,337.0,191.0,214.0,362.0,273.0
2023-10-23 16:00:00,16399.0,2521.0,334.0,194.0,0.0,391.0,272.0
2023-10-23 17:00:00,16490.0,2518.0,333.0,190.0,0.0,378.0,271.0
2023-10-23 18:00:00,15780.0,2501.0,333.0,173.0,0.0,359.0,272.0
2023-10-23 19:00:00,15083.0,2403.0,329.0,168.0,0.0,321.0,271.0
2023-10-23 20:00:00,14090.0,2102.0,323.0,136.0,0.0,340.0,266.0
2023-10-23 21:00:00,13246.0,1813.0,322.0,130.0,0.0,413.0,271.0
2023-10-23 22:00:00,12436.0,1772.0,320.0,138.0,0.0,514.0,288.0
2023-10-23 23:00:00,11955.0,1757.0,322.0,132.0,0.0,551.0,292.0
