Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,nuclear,oil,hydro,solar,other
38544,2023-05-26 00:00:00,2024-07-17 00:00:00,3.1,186.79,0,5852.0,3237.0,667.0,3482.0,232.0,206.0
38545,2023-05-26 01:00:00,2024-07-17 00:00:00,3.1,190.94,0,6210.0,3229.0,664.0,3519.0,230.0,202.0
38546,2023-05-26 02:00:00,2024-07-17 00:00:00,3.1,192.21,0,6282.0,3252.0,671.0,3433.0,280.0,205.0
38547,2023-05-26 03:00:00,2024-07-17 00:00:00,3.1,187.18,0,5690.0,3242.0,668.0,3286.0,227.0,201.0
38548,2023-05-26 04:00:00,2024-07-17 00:00:00,3.1,184.59,0,4980.0,3238.0,634.0,2755.0,203.0,205.0
38549,2023-05-26 05:00:00,2024-07-17 00:00:00,3.1,187.39,0,5067.0,3236.0,325.0,2292.0,207.0,202.0
38550,2023-05-26 06:00:00,2024-07-17 00:00:00,3.1,181.12,0,4842.0,3222.0,313.0,2484.0,193.0,212.0
38551,2023-05-26 07:00:00,2024-07-17 00:00:00,3.1,176.89,0,4408.0,3223.0,313.0,2305.0,151.0,205.0
38552,2023-05-26 08:00:00,2024-07-17 00:00:00,3.1,175.47,0,4342.0,3230.0,314.0,2296.0,169.0,206.0
38553,2023-05-26 09:00:00,2024-07-17 00:00:00,3.1,173.76,0,4355.0,3228.0,313.0,2363.0,217.0,204.0
38554,2023-05-26 10:00:00,2024-07-17 00:00:00,3.1,178.72,0,4866.0,3230.0,312.0,2629.0,200.0,205.0
38555,2023-05-26 11:00:00,2024-07-17 00:00:00,3.1,188.65,0,5751.0,3230.0,311.0,2936.0,151.0,210.0
38556,2023-05-26 12:00:00,2024-07-17 00:00:00,3.1,187.33,0,6019.0,3223.0,321.0,3428.0,69.0,230.0
38557,2023-05-26 13:00:00,2024-07-17 00:00:00,3.1,189.09,0,5902.0,3220.0,328.0,3312.0,28.0,263.0
38558,2023-05-26 14:00:00,2024-07-17 00:00:00,3.1,182.48,0,5452.0,3215.0,297.0,3321.0,41.0,284.0
38559,2023-05-26 15:00:00,2024-07-17 00:00:00,3.1,176.98,0,5031.0,3231.0,293.0,3233.0,79.0,301.0
38560,2023-05-26 16:00:00,2024-07-17 00:00:00,3.1,172.64,0,4774.0,3219.0,290.0,3231.0,106.0,303.0
38561,2023-05-26 17:00:00,2024-07-17 00:00:00,3.1,169.85,0,4658.0,3230.0,291.0,3288.0,103.0,305.0
38562,2023-05-26 18:00:00,2024-07-17 00:00:00,3.1,179.92,0,5246.0,3211.0,288.0,3270.0,86.0,302.0
38563,2023-05-26 19:00:00,2024-07-17 00:00:00,3.1,181.98,0,5395.0,3199.0,297.0,3291.0,87.0,295.0
38564,2023-05-26 20:00:00,2024-07-17 00:00:00,3.1,183.56,0,5442.0,3200.0,362.0,3279.0,110.0,292.0
38565,2023-05-26 21:00:00,2024-07-17 00:00:00,3.1,186.15,0,5647.0,3224.0,512.0,3361.0,186.0,282.0
38566,2023-05-26 22:00:00,2024-07-17 00:00:00,3.1,191.76,0,6109.0,3227.0,587.0,3397.0,222.0,256.0
38567,2023-05-26 23:00:00,2024-07-17 00:00:00,3.1,189.75,0,6138.0,3234.0,582.0,3506.0,215.0,227.0
