Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,nuclear,oil,hydro,solar,other
37584,2023-04-16 00:00:00,2024-07-17 00:00:00,3.1,374.0,0,6234.0,0.0,47.0,4001.0,178.0,2217.0
37585,2023-04-16 01:00:00,2024-07-17 00:00:00,3.1,376.88,0,6018.0,0.0,35.0,3831.0,163.0,2215.0
37586,2023-04-16 02:00:00,2024-07-17 00:00:00,3.1,388.95,0,5635.0,0.0,34.0,3317.0,166.0,2216.0
37587,2023-04-16 03:00:00,2024-07-17 00:00:00,3.1,406.83,0,5573.0,0.0,61.0,2741.0,224.0,2224.0
37588,2023-04-16 04:00:00,2024-07-17 00:00:00,3.1,414.33,0,5076.0,0.0,11.0,2365.0,277.0,2236.0
37589,2023-04-16 05:00:00,2024-07-17 00:00:00,3.1,418.07,0,4669.0,0.0,10.0,2093.0,374.0,2221.0
37590,2023-04-16 06:00:00,2024-07-17 00:00:00,3.1,411.04,0,4080.0,0.0,11.0,2072.0,393.0,2149.0
37591,2023-04-16 07:00:00,2024-07-17 00:00:00,3.1,412.04,0,3860.0,0.0,11.0,1976.0,420.0,2144.0
37592,2023-04-16 08:00:00,2024-07-17 00:00:00,3.1,403.64,0,3757.0,0.0,11.0,2200.0,361.0,2151.0
37593,2023-04-16 09:00:00,2024-07-17 00:00:00,3.1,410.7,0,3807.0,0.0,10.0,2139.0,260.0,2136.0
37594,2023-04-16 10:00:00,2024-07-17 00:00:00,3.1,410.1,0,3884.0,0.0,11.0,2158.0,272.0,2137.0
37595,2023-04-16 11:00:00,2024-07-17 00:00:00,3.1,402.68,0,3798.0,0.0,10.0,2429.0,197.0,2207.0
37596,2023-04-16 12:00:00,2024-07-17 00:00:00,3.1,401.36,0,4003.0,0.0,10.0,2579.0,122.0,2208.0
37597,2023-04-16 13:00:00,2024-07-17 00:00:00,3.1,396.02,0,4485.0,0.0,10.0,2900.0,57.0,2220.0
37598,2023-04-16 14:00:00,2024-07-17 00:00:00,3.1,396.9,0,4876.0,0.0,10.0,3025.0,16.0,2234.0
37599,2023-04-16 15:00:00,2024-07-17 00:00:00,3.1,396.3,0,5009.0,0.0,10.0,3077.0,12.0,2232.0
37600,2023-04-16 16:00:00,2024-07-17 00:00:00,3.1,394.77,0,4709.0,0.0,10.0,3003.0,67.0,2247.0
37601,2023-04-16 17:00:00,2024-07-17 00:00:00,3.1,389.81,0,4583.0,0.0,10.0,3052.0,111.0,2234.0
37602,2023-04-16 18:00:00,2024-07-17 00:00:00,3.1,387.29,0,4705.0,0.0,10.0,3133.0,137.0,2236.0
37603,2023-04-16 19:00:00,2024-07-17 00:00:00,3.1,381.2,0,4696.0,0.0,10.0,3288.0,164.0,2246.0
37604,2023-04-16 20:00:00,2024-07-17 00:00:00,3.1,386.58,0,5015.0,0.0,77.0,3216.0,234.0,2256.0
37605,2023-04-16 21:00:00,2024-07-17 00:00:00,3.1,389.87,0,5209.0,0.0,142.0,3121.0,338.0,2257.0
37606,2023-04-16 22:00:00,2024-07-17 00:00:00,3.1,384.48,0,5426.0,0.0,143.0,3273.0,417.0,2253.0
37607,2023-04-16 23:00:00,2024-07-17 00:00:00,3.1,373.3,0,5676.0,0.0,168.0,3710.0,429.0,2228.0
