UTC time,coal,nat_gas,nuclear,oil,hydro,solar,other
2023-01-21 00:00:00,0,7349.0,3280.0,695.0,3730.0,440.0,171.0
2023-01-21 01:00:00,0,6848.0,3276.0,678.0,3747.0,467.0,172.0
2023-01-21 02:00:00,0,6558.0,3279.0,624.0,3828.0,430.0,172.0
2023-01-21 03:00:00,0,6072.0,3294.0,623.0,3809.0,397.0,174.0
2023-01-21 04:00:00,0,5674.0,3273.0,619.0,3422.0,319.0,174.0
2023-01-21 05:00:00,0,4844.0,3268.0,620.0,3288.0,223.0,172.0
2023-01-21 06:00:00,0,4636.0,3247.0,618.0,3231.0,211.0,172.0
2023-01-21 07:00:00,0,4326.0,3236.0,616.0,3039.0,164.0,172.0
2023-01-21 08:00:00,0,4149.0,3235.0,616.0,3127.0,112.0,171.0
2023-01-21 09:00:00,0,3983.0,3228.0,616.0,3061.0,83.0,170.0
2023-01-21 10:00:00,0,4146.0,3230.0,617.0,3064.0,65.0,173.0
2023-01-21 11:00:00,0,4445.0,3267.0,622.0,3108.0,52.0,173.0
2023-01-21 12:00:00,0,5149.0,3282.0,625.0,3288.0,35.0,173.0
2023-01-21 13:00:00,0,5723.0,3272.0,625.0,3508.0,35.0,174.0
2023-01-21 14:00:00,0,5791.0,3290.0,634.0,3478.0,45.0,176.0
2023-01-21 15:00:00,0,6018.0,3294.0,695.0,3506.0,70.0,176.0
2023-01-21 16:00:00,0,6225.0,3289.0,711.0,3624.0,93.0,174.0
2023-01-21 17:00:00,0,6150.0,3274.0,633.0,3619.0,102.0,176.0
2023-01-21 18:00:00,0,6618.0,3265.0,625.0,3667.0,122.0,176.0
2023-01-21 19:00:00,0,6821.0,3251.0,656.0,3681.0,106.0,168.0
2023-01-21 20:00:00,0,6758.0,3252.0,621.0,3645.0,129.0,168.0
2023-01-21 21:00:00,0,6600.0,3254.0,620.0,3555.0,150.0,165.0
2023-01-21 22:00:00,0,7095.0,3265.0,694.0,3642.0,151.0,167.0
2023-01-21 23:00:00,0,7373.0,3279.0,711.0,3664.0,127.0,166.0
