UTC time,coal,nat_gas,nuclear,oil,hydro,solar,other
2023-08-21 00:00:00,0,11116.0,3248.0,0.0,3970.0,443.0,219.0
2023-08-21 01:00:00,0,10980.0,3246.0,0.0,3831.0,583.0,221.0
2023-08-21 02:00:00,0,10379.0,3242.0,0.0,3581.0,687.0,220.0
2023-08-21 03:00:00,0,9462.0,3244.0,0.0,3356.0,658.0,207.0
2023-08-21 04:00:00,0,8538.0,3261.0,5.0,2840.0,681.0,200.0
2023-08-21 05:00:00,0,7747.0,3277.0,5.0,2568.0,559.0,211.0
2023-08-21 06:00:00,0,7495.0,3282.0,5.0,2307.0,485.0,196.0
2023-08-21 07:00:00,0,7095.0,3213.0,4.0,2241.0,395.0,191.0
2023-08-21 08:00:00,0,7009.0,3204.0,0.0,2247.0,311.0,199.0
2023-08-21 09:00:00,0,6735.0,3191.0,0.0,2224.0,291.0,202.0
2023-08-21 10:00:00,0,7324.0,3262.0,5.0,2409.0,211.0,201.0
2023-08-21 11:00:00,0,8246.0,3245.0,5.0,2537.0,182.0,205.0
2023-08-21 12:00:00,0,8958.0,3232.0,0.0,2948.0,187.0,224.0
2023-08-21 13:00:00,0,9842.0,3232.0,0.0,3290.0,141.0,249.0
2023-08-21 14:00:00,0,10642.0,3227.0,5.0,3568.0,144.0,265.0
2023-08-21 15:00:00,0,10917.0,3234.0,0.0,3716.0,106.0,301.0
2023-08-21 16:00:00,0,11382.0,3236.0,0.0,3613.0,134.0,307.0
2023-08-21 17:00:00,0,12071.0,3230.0,42.0,3710.0,150.0,297.0
2023-08-21 18:00:00,0,12696.0,3217.0,114.0,3695.0,164.0,317.0
2023-08-21 19:00:00,0,13749.0,3214.0,127.0,4015.0,165.0,297.0
2023-08-21 20:00:00,0,14357.0,3201.0,93.0,4201.0,189.0,284.0
2023-08-21 21:00:00,0,14478.0,3202.0,98.0,4614.0,216.0,259.0
2023-08-21 22:00:00,0,14672.0,3203.0,136.0,4627.0,249.0,252.0
2023-08-21 23:00:00,0,14641.0,3206.0,120.0,4660.0,198.0,211.0
