Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,nuclear,oil,hydro,solar,other
36120,2023-02-14 00:00:00,2024-07-17 00:00:00,3.1,188.79,0,6887.0,3233.0,687.0,3387.0,1006.0,110.0
36121,2023-02-14 01:00:00,2024-07-17 00:00:00,3.1,185.93,0,7024.0,3230.0,690.0,3626.0,1147.0,111.0
36122,2023-02-14 02:00:00,2024-07-17 00:00:00,3.1,178.15,0,6425.0,3235.0,685.0,3683.0,1122.0,110.0
36123,2023-02-14 03:00:00,2024-07-17 00:00:00,3.1,177.07,0,6106.0,3220.0,652.0,3330.0,1191.0,109.0
36124,2023-02-14 04:00:00,2024-07-17 00:00:00,3.1,164.24,0,5228.0,3195.0,607.0,3417.0,1104.0,109.0
36125,2023-02-14 05:00:00,2024-07-17 00:00:00,3.1,158.36,0,4677.0,3172.0,605.0,3173.0,1144.0,111.0
36126,2023-02-14 06:00:00,2024-07-17 00:00:00,3.1,155.76,0,4402.0,3167.0,606.0,3036.0,1116.0,108.0
36127,2023-02-14 07:00:00,2024-07-17 00:00:00,3.1,156.22,0,4302.0,3157.0,606.0,2991.0,1000.0,109.0
36128,2023-02-14 08:00:00,2024-07-17 00:00:00,3.1,157.1,0,4318.0,3155.0,608.0,3036.0,914.0,109.0
36129,2023-02-14 09:00:00,2024-07-17 00:00:00,3.1,158.3,0,4453.0,3152.0,609.0,3151.0,897.0,111.0
36130,2023-02-14 10:00:00,2024-07-17 00:00:00,3.1,161.7,0,4700.0,3178.0,615.0,3252.0,837.0,111.0
36131,2023-02-14 11:00:00,2024-07-17 00:00:00,3.1,169.62,0,5202.0,3214.0,623.0,3310.0,750.0,109.0
36132,2023-02-14 12:00:00,2024-07-17 00:00:00,3.1,188.29,0,6415.0,3212.0,648.0,3373.0,581.0,110.0
36133,2023-02-14 13:00:00,2024-07-17 00:00:00,3.1,191.84,0,7081.0,3210.0,704.0,3828.0,550.0,113.0
36134,2023-02-14 14:00:00,2024-07-17 00:00:00,3.1,187.99,0,6603.0,3224.0,656.0,3840.0,380.0,141.0
36135,2023-02-14 15:00:00,2024-07-17 00:00:00,3.1,180.32,0,5867.0,3208.0,621.0,3798.0,302.0,164.0
36136,2023-02-14 16:00:00,2024-07-17 00:00:00,3.1,171.08,0,5067.0,3196.0,614.0,3695.0,250.0,172.0
36137,2023-02-14 17:00:00,2024-07-17 00:00:00,3.1,169.98,0,4872.0,3174.0,608.0,3591.0,215.0,169.0
36138,2023-02-14 18:00:00,2024-07-17 00:00:00,3.1,171.4,0,4814.0,3159.0,504.0,3306.0,201.0,169.0
36139,2023-02-14 19:00:00,2024-07-17 00:00:00,3.1,171.17,0,4821.0,3160.0,450.0,3254.0,207.0,171.0
36140,2023-02-14 20:00:00,2024-07-17 00:00:00,3.1,168.59,0,4670.0,3157.0,586.0,3468.0,170.0,162.0
36141,2023-02-14 21:00:00,2024-07-17 00:00:00,3.1,174.9,0,5177.0,3154.0,654.0,3659.0,162.0,147.0
36142,2023-02-14 22:00:00,2024-07-17 00:00:00,3.1,185.77,0,6110.0,3193.0,652.0,3730.0,169.0,124.0
36143,2023-02-14 23:00:00,2024-07-17 00:00:00,3.1,195.76,0,7068.0,3224.0,645.0,3820.0,157.0,112.0
