Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,nuclear,oil,hydro,solar,other
36672,2023-03-09 00:00:00,2024-07-17 00:00:00,3.1,204.77,0,6628.0,3234.0,0.0,3330.0,560.0,982.0
36673,2023-03-09 01:00:00,2024-07-17 00:00:00,3.1,198.44,0,6927.0,3231.0,828.0,3404.0,563.0,181.0
36674,2023-03-09 02:00:00,2024-07-17 00:00:00,3.1,197.17,0,6556.0,3240.0,831.0,3151.0,583.0,181.0
36675,2023-03-09 03:00:00,2024-07-17 00:00:00,3.1,191.91,0,6011.0,3220.0,826.0,3051.0,584.0,178.0
36676,2023-03-09 04:00:00,2024-07-17 00:00:00,3.1,197.34,0,5350.0,3200.0,0.0,2799.0,548.0,975.0
36677,2023-03-09 05:00:00,2024-07-17 00:00:00,3.1,175.72,0,4950.0,3172.0,647.0,3058.0,500.0,180.0
36678,2023-03-09 06:00:00,2024-07-17 00:00:00,3.1,170.62,0,4992.0,3099.0,457.0,3318.0,469.0,178.0
36679,2023-03-09 07:00:00,2024-07-17 00:00:00,3.1,165.81,0,4861.0,3096.0,249.0,3274.0,411.0,176.0
36680,2023-03-09 08:00:00,2024-07-17 00:00:00,3.1,166.66,0,4789.0,3021.0,145.0,3068.0,379.0,170.0
36681,2023-03-09 09:00:00,2024-07-17 00:00:00,3.1,160.12,0,4572.0,3103.0,146.0,3187.0,378.0,174.0
36682,2023-03-09 10:00:00,2024-07-17 00:00:00,3.1,164.27,0,4648.0,3086.0,0.0,3181.0,352.0,319.0
36683,2023-03-09 11:00:00,2024-07-17 00:00:00,3.1,168.83,0,5185.0,3178.0,145.0,3299.0,333.0,178.0
36684,2023-03-09 12:00:00,2024-07-17 00:00:00,3.1,173.96,0,5945.0,3188.0,85.0,3696.0,339.0,178.0
36685,2023-03-09 13:00:00,2024-07-17 00:00:00,3.1,173.73,0,6114.0,3204.0,0.0,3803.0,344.0,192.0
36686,2023-03-09 14:00:00,2024-07-17 00:00:00,3.1,168.75,0,5564.0,3227.0,2.0,3625.0,297.0,212.0
36687,2023-03-09 15:00:00,2024-07-17 00:00:00,3.1,161.54,0,5011.0,3228.0,9.0,3608.0,230.0,229.0
36688,2023-03-09 16:00:00,2024-07-17 00:00:00,3.1,155.78,0,4480.0,3186.0,87.0,3492.0,198.0,214.0
36689,2023-03-09 17:00:00,2024-07-17 00:00:00,3.1,154.53,0,4321.0,3171.0,90.0,3425.0,166.0,217.0
36690,2023-03-09 18:00:00,2024-07-17 00:00:00,3.1,154.65,0,3991.0,3176.0,80.0,2977.0,135.0,221.0
36691,2023-03-09 19:00:00,2024-07-17 00:00:00,3.1,151.33,0,4017.0,3175.0,8.0,3124.0,191.0,240.0
36692,2023-03-09 20:00:00,2024-07-17 00:00:00,3.1,149.56,0,3945.0,3167.0,3.0,3077.0,213.0,224.0
36693,2023-03-09 21:00:00,2024-07-17 00:00:00,3.1,150.89,0,4184.0,3168.0,44.0,3393.0,179.0,210.0
36694,2023-03-09 22:00:00,2024-07-17 00:00:00,3.1,167.23,0,5304.0,3188.0,0.0,3609.0,146.0,210.0
36695,2023-03-09 23:00:00,2024-07-17 00:00:00,3.1,176.13,0,6023.0,3207.0,0.0,3740.0,124.0,195.0
