Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,nuclear,oil,hydro,solar,other
38280,2023-05-15 00:00:00,2024-07-17 00:00:00,3.1,178.11,0,6144.0,3252.0,7.0,3416.0,364.0,181.0
38281,2023-05-15 01:00:00,2024-07-17 00:00:00,3.1,182.17,0,6424.0,3246.0,7.0,3430.0,344.0,180.0
38282,2023-05-15 02:00:00,2024-07-17 00:00:00,3.1,176.94,0,6203.0,3252.0,6.0,3468.0,445.0,173.0
38283,2023-05-15 03:00:00,2024-07-17 00:00:00,3.1,166.81,0,5299.0,3208.0,7.0,3302.0,390.0,178.0
38284,2023-05-15 04:00:00,2024-07-17 00:00:00,3.1,160.29,0,4650.0,3173.0,7.0,2937.0,442.0,177.0
38285,2023-05-15 05:00:00,2024-07-17 00:00:00,3.1,156.29,0,4288.0,3164.0,7.0,2843.0,366.0,186.0
38286,2023-05-15 06:00:00,2024-07-17 00:00:00,3.1,152.78,0,4034.0,3176.0,7.0,2782.0,314.0,190.0
38287,2023-05-15 07:00:00,2024-07-17 00:00:00,3.1,153.6,0,4007.0,3171.0,7.0,2757.0,250.0,190.0
38288,2023-05-15 08:00:00,2024-07-17 00:00:00,3.1,152.15,0,3923.0,3166.0,7.0,2824.0,172.0,192.0
38289,2023-05-15 09:00:00,2024-07-17 00:00:00,3.1,154.92,0,3991.0,3083.0,7.0,2772.0,207.0,188.0
38290,2023-05-15 10:00:00,2024-07-17 00:00:00,3.1,158.89,0,4489.0,3184.0,7.0,3054.0,240.0,192.0
38291,2023-05-15 11:00:00,2024-07-17 00:00:00,3.1,170.82,0,5160.0,3195.0,7.0,3058.0,249.0,201.0
38292,2023-05-15 12:00:00,2024-07-17 00:00:00,3.1,178.23,0,5786.0,3221.0,7.0,3218.0,283.0,219.0
38293,2023-05-15 13:00:00,2024-07-17 00:00:00,3.1,178.67,0,5703.0,3223.0,7.0,3178.0,256.0,244.0
38294,2023-05-15 14:00:00,2024-07-17 00:00:00,3.1,174.59,0,5600.0,3218.0,7.0,3295.0,351.0,256.0
38295,2023-05-15 15:00:00,2024-07-17 00:00:00,3.1,166.64,0,5239.0,3236.0,7.0,3207.0,627.0,272.0
38296,2023-05-15 16:00:00,2024-07-17 00:00:00,3.1,164.41,0,5233.0,3226.0,7.0,3216.0,804.0,277.0
38297,2023-05-15 17:00:00,2024-07-17 00:00:00,3.1,162.44,0,5113.0,3232.0,7.0,3169.0,856.0,281.0
38298,2023-05-15 18:00:00,2024-07-17 00:00:00,3.1,160.59,0,5113.0,3228.0,7.0,3284.0,899.0,284.0
38299,2023-05-15 19:00:00,2024-07-17 00:00:00,3.1,164.94,0,5291.0,3222.0,11.0,3093.0,978.0,281.0
38300,2023-05-15 20:00:00,2024-07-17 00:00:00,3.1,164.7,0,5284.0,3222.0,7.0,3048.0,1014.0,276.0
38301,2023-05-15 21:00:00,2024-07-17 00:00:00,3.1,169.28,0,5803.0,3218.0,12.0,3139.0,1137.0,249.0
38302,2023-05-15 22:00:00,2024-07-17 00:00:00,3.1,175.93,0,6448.0,3219.0,7.0,3182.0,1247.0,232.0
38303,2023-05-15 23:00:00,2024-07-17 00:00:00,3.1,180.1,0,6748.0,3253.0,7.0,3148.0,1199.0,217.0
