Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,nuclear,oil,hydro,solar,other
35184,2023-01-06 00:00:00,2024-07-17 00:00:00,3.1,208.18,0,8150.0,3328.0,602.0,3787.0,136.0,195.0
35185,2023-01-06 01:00:00,2024-07-17 00:00:00,3.1,205.29,0,7847.0,3311.0,598.0,3741.0,178.0,194.0
35186,2023-01-06 02:00:00,2024-07-17 00:00:00,3.1,199.18,0,7257.0,3302.0,597.0,3706.0,194.0,190.0
35187,2023-01-06 03:00:00,2024-07-17 00:00:00,3.1,195.75,0,6573.0,3295.0,596.0,3351.0,200.0,183.0
35188,2023-01-06 04:00:00,2024-07-17 00:00:00,3.1,185.38,0,5632.0,3280.0,593.0,3252.0,163.0,181.0
35189,2023-01-06 05:00:00,2024-07-17 00:00:00,3.1,183.18,0,5140.0,3284.0,588.0,2943.0,120.0,182.0
35190,2023-01-06 06:00:00,2024-07-17 00:00:00,3.1,176.91,0,4817.0,3276.0,338.0,2742.0,91.0,184.0
35191,2023-01-06 07:00:00,2024-07-17 00:00:00,3.1,169.31,0,4407.0,3263.0,295.0,2709.0,103.0,183.0
35192,2023-01-06 08:00:00,2024-07-17 00:00:00,3.1,166.36,0,4291.0,3274.0,291.0,2752.0,98.0,184.0
35193,2023-01-06 09:00:00,2024-07-17 00:00:00,3.1,161.5,0,4128.0,3253.0,292.0,2870.0,107.0,179.0
35194,2023-01-06 10:00:00,2024-07-17 00:00:00,3.1,167.46,0,4480.0,3264.0,294.0,2827.0,189.0,182.0
35195,2023-01-06 11:00:00,2024-07-17 00:00:00,3.1,175.33,0,4952.0,3292.0,297.0,2744.0,261.0,179.0
35196,2023-01-06 12:00:00,2024-07-17 00:00:00,3.1,179.97,0,5615.0,3288.0,296.0,3118.0,294.0,182.0
35197,2023-01-06 13:00:00,2024-07-17 00:00:00,3.1,182.73,0,6196.0,3294.0,296.0,3474.0,330.0,180.0
35198,2023-01-06 14:00:00,2024-07-17 00:00:00,3.1,182.69,0,6430.0,3302.0,306.0,3765.0,288.0,181.0
35199,2023-01-06 15:00:00,2024-07-17 00:00:00,3.1,188.96,0,6878.0,3295.0,380.0,3796.0,297.0,177.0
35200,2023-01-06 16:00:00,2024-07-17 00:00:00,3.1,190.43,0,6963.0,3268.0,358.0,3771.0,298.0,181.0
35201,2023-01-06 17:00:00,2024-07-17 00:00:00,3.1,186.18,0,6611.0,3266.0,416.0,3813.0,326.0,185.0
35202,2023-01-06 18:00:00,2024-07-17 00:00:00,3.1,184.44,0,6518.0,3250.0,377.0,3775.0,379.0,186.0
35203,2023-01-06 19:00:00,2024-07-17 00:00:00,3.1,183.3,0,6327.0,3216.0,401.0,3667.0,459.0,192.0
35204,2023-01-06 20:00:00,2024-07-17 00:00:00,3.1,183.57,0,6514.0,3214.0,311.0,3673.0,502.0,186.0
35205,2023-01-06 21:00:00,2024-07-17 00:00:00,3.1,186.48,0,6683.0,3232.0,292.0,3589.0,481.0,183.0
35206,2023-01-06 22:00:00,2024-07-17 00:00:00,3.1,195.35,0,7385.0,3258.0,304.0,3631.0,389.0,179.0
35207,2023-01-06 23:00:00,2024-07-17 00:00:00,3.1,206.36,0,8347.0,3273.0,332.0,3628.0,364.0,182.0
