Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,nuclear,oil,hydro,solar,other
39480,2023-07-04 00:00:00,2024-07-17 00:00:00,3.1,246.73,0,13499.0,3305.0,102.0,3773.0,10.0,209.0
39481,2023-07-04 01:00:00,2024-07-17 00:00:00,3.1,250.85,0,13296.0,3316.0,70.0,3294.0,3.0,197.0
39482,2023-07-04 02:00:00,2024-07-17 00:00:00,3.1,246.79,0,12559.0,3314.0,59.0,3248.0,3.0,193.0
39483,2023-07-04 03:00:00,2024-07-17 00:00:00,3.1,247.72,0,12012.0,3322.0,53.0,2894.0,6.0,196.0
39484,2023-07-04 04:00:00,2024-07-17 00:00:00,3.1,250.2,0,11294.0,3317.0,49.0,2379.0,3.0,201.0
39485,2023-07-04 05:00:00,2024-07-17 00:00:00,3.1,248.49,0,10391.0,3244.0,30.0,2114.0,0.0,196.0
39486,2023-07-04 06:00:00,2024-07-17 00:00:00,3.1,242.43,0,9682.0,3228.0,0.0,2134.0,0.0,195.0
39487,2023-07-04 07:00:00,2024-07-17 00:00:00,3.1,238.09,0,9013.0,3230.0,0.0,2042.0,0.0,197.0
39488,2023-07-04 08:00:00,2024-07-17 00:00:00,3.1,235.57,0,8572.0,3155.0,0.0,2012.0,0.0,191.0
39489,2023-07-04 09:00:00,2024-07-17 00:00:00,3.1,234.07,0,8442.0,3153.0,0.0,2025.0,1.0,190.0
39490,2023-07-04 10:00:00,2024-07-17 00:00:00,3.1,233.56,0,8478.0,3161.0,0.0,2077.0,0.0,195.0
39491,2023-07-04 11:00:00,2024-07-17 00:00:00,3.1,232.58,0,8805.0,3234.0,0.0,2264.0,5.0,204.0
39492,2023-07-04 12:00:00,2024-07-17 00:00:00,3.1,224.38,0,8801.0,3270.0,0.0,2770.0,6.0,214.0
39493,2023-07-04 13:00:00,2024-07-17 00:00:00,3.1,227.22,0,9276.0,3267.0,0.0,2907.0,2.0,227.0
39494,2023-07-04 14:00:00,2024-07-17 00:00:00,3.1,230.92,0,9932.0,3271.0,37.0,3110.0,0.0,249.0
39495,2023-07-04 15:00:00,2024-07-17 00:00:00,3.1,231.25,0,10227.0,3287.0,52.0,3289.0,2.0,271.0
39496,2023-07-04 16:00:00,2024-07-17 00:00:00,3.1,234.89,0,10822.0,3298.0,49.0,3423.0,6.0,322.0
39497,2023-07-04 17:00:00,2024-07-17 00:00:00,3.1,237.93,0,11179.0,3309.0,52.0,3342.0,33.0,312.0
39498,2023-07-04 18:00:00,2024-07-17 00:00:00,3.1,239.98,0,11732.0,3309.0,65.0,3460.0,55.0,303.0
39499,2023-07-04 19:00:00,2024-07-17 00:00:00,3.1,243.6,0,12354.0,3298.0,62.0,3495.0,98.0,323.0
39500,2023-07-04 20:00:00,2024-07-17 00:00:00,3.1,244.17,0,12878.0,3298.0,53.0,3625.0,173.0,313.0
39501,2023-07-04 21:00:00,2024-07-17 00:00:00,3.1,244.6,0,13168.0,3296.0,53.0,3743.0,141.0,292.0
39502,2023-07-04 22:00:00,2024-07-17 00:00:00,3.1,241.64,0,13030.0,3305.0,53.0,3900.0,113.0,261.0
39503,2023-07-04 23:00:00,2024-07-17 00:00:00,3.1,243.67,0,13367.0,3309.0,53.0,3904.0,73.0,236.0
