Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,nuclear,oil,hydro,solar,other
40728,2023-08-25 00:00:00,2024-07-17 00:00:00,3.1,277.15,0,8990.0,3224.0,4.0,3848.0,744.0,205.0
40729,2023-08-25 01:00:00,2024-07-17 00:00:00,3.1,277.6,0,8939.0,3226.0,4.0,3668.0,862.0,207.0
40730,2023-08-25 02:00:00,2024-07-17 00:00:00,3.1,272.49,0,8324.0,3217.0,0.0,3544.0,776.0,198.0
40731,2023-08-25 03:00:00,2024-07-17 00:00:00,3.1,266.82,0,7681.0,3224.0,4.0,3321.0,765.0,189.0
40732,2023-08-25 04:00:00,2024-07-17 00:00:00,3.1,266.02,0,7239.0,3212.0,0.0,2867.0,888.0,195.0
40733,2023-08-25 05:00:00,2024-07-17 00:00:00,3.1,265.0,0,6967.0,3201.0,0.0,2785.0,791.0,201.0
40734,2023-08-25 06:00:00,2024-07-17 00:00:00,3.1,264.98,0,6790.0,3224.0,0.0,2632.0,746.0,198.0
40735,2023-08-25 07:00:00,2024-07-17 00:00:00,3.1,261.7,0,6497.0,3231.0,4.0,2549.0,723.0,193.0
40736,2023-08-25 08:00:00,2024-07-17 00:00:00,3.1,259.14,0,6177.0,3225.0,0.0,2499.0,613.0,204.0
40737,2023-08-25 09:00:00,2024-07-17 00:00:00,3.1,263.6,0,6527.0,3226.0,0.0,2688.0,502.0,201.0
40738,2023-08-25 10:00:00,2024-07-17 00:00:00,3.1,270.91,0,7014.0,3230.0,4.0,2721.0,511.0,199.0
40739,2023-08-25 11:00:00,2024-07-17 00:00:00,3.1,274.71,0,7529.0,3225.0,4.0,3044.0,404.0,190.0
40740,2023-08-25 12:00:00,2024-07-17 00:00:00,3.1,269.14,0,7551.0,3216.0,0.0,3463.0,354.0,203.0
40741,2023-08-25 13:00:00,2024-07-17 00:00:00,3.1,278.31,0,8412.0,3215.0,4.0,3661.0,351.0,206.0
40742,2023-08-25 14:00:00,2024-07-17 00:00:00,3.1,281.44,0,9161.0,3215.0,4.0,4132.0,296.0,210.0
40743,2023-08-25 15:00:00,2024-07-17 00:00:00,3.1,284.25,0,9449.0,3221.0,0.0,4244.0,223.0,218.0
40744,2023-08-25 16:00:00,2024-07-17 00:00:00,3.1,287.9,0,9617.0,3231.0,4.0,4187.0,169.0,224.0
40745,2023-08-25 17:00:00,2024-07-17 00:00:00,3.1,288.89,0,9336.0,3233.0,4.0,3916.0,163.0,227.0
40746,2023-08-25 18:00:00,2024-07-17 00:00:00,3.1,287.48,0,9473.0,3233.0,16.0,4183.0,121.0,237.0
40747,2023-08-25 19:00:00,2024-07-17 00:00:00,3.1,292.03,0,9501.0,3225.0,88.0,4023.0,86.0,221.0
40748,2023-08-25 20:00:00,2024-07-17 00:00:00,3.1,291.67,0,9592.0,3240.0,8.0,3999.0,80.0,223.0
40749,2023-08-25 21:00:00,2024-07-17 00:00:00,3.1,292.73,0,9634.0,3240.0,0.0,3955.0,78.0,224.0
40750,2023-08-25 22:00:00,2024-07-17 00:00:00,3.1,295.1,0,9910.0,3248.0,4.0,4004.0,66.0,219.0
40751,2023-08-25 23:00:00,2024-07-17 00:00:00,3.1,295.77,0,9972.0,3252.0,5.0,3974.0,60.0,196.0
