Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,nuclear,oil,hydro,solar,other
40704,2023-08-24 00:00:00,2024-07-17 00:00:00,3.1,302.33,0,10502.0,3225.0,0.0,3871.0,183.0,226.0
40705,2023-08-24 01:00:00,2024-07-17 00:00:00,3.1,301.29,0,10178.0,3224.0,0.0,3689.0,212.0,224.0
40706,2023-08-24 02:00:00,2024-07-17 00:00:00,3.1,294.67,0,9279.0,3235.0,4.0,3443.0,227.0,220.0
40707,2023-08-24 03:00:00,2024-07-17 00:00:00,3.1,284.42,0,8238.0,3221.0,0.0,3274.0,245.0,229.0
40708,2023-08-24 04:00:00,2024-07-17 00:00:00,3.1,274.94,0,7201.0,3230.0,4.0,2918.0,272.0,221.0
40709,2023-08-24 05:00:00,2024-07-17 00:00:00,3.1,269.34,0,6785.0,3242.0,4.0,2788.0,335.0,220.0
40710,2023-08-24 06:00:00,2024-07-17 00:00:00,3.1,260.57,0,6263.0,3242.0,4.0,2678.0,430.0,213.0
40711,2023-08-24 07:00:00,2024-07-17 00:00:00,3.1,257.09,0,6007.0,3240.0,4.0,2671.0,384.0,220.0
40712,2023-08-24 08:00:00,2024-07-17 00:00:00,3.1,256.0,0,5758.0,3131.0,0.0,2519.0,452.0,217.0
40713,2023-08-24 09:00:00,2024-07-17 00:00:00,3.1,255.7,0,5732.0,3120.0,0.0,2435.0,541.0,215.0
40714,2023-08-24 10:00:00,2024-07-17 00:00:00,3.1,254.24,0,5893.0,3202.0,4.0,2536.0,621.0,221.0
40715,2023-08-24 11:00:00,2024-07-17 00:00:00,3.1,263.14,0,6724.0,3191.0,0.0,2916.0,565.0,221.0
40716,2023-08-24 12:00:00,2024-07-17 00:00:00,3.1,260.23,0,7103.0,3195.0,4.0,3433.0,607.0,230.0
40717,2023-08-24 13:00:00,2024-07-17 00:00:00,3.1,265.07,0,7469.0,3204.0,4.0,3476.0,609.0,233.0
40718,2023-08-24 14:00:00,2024-07-17 00:00:00,3.1,266.34,0,7616.0,3212.0,11.0,3495.0,664.0,238.0
40719,2023-08-24 15:00:00,2024-07-17 00:00:00,3.1,268.12,0,8044.0,3220.0,4.0,3764.0,672.0,248.0
40720,2023-08-24 16:00:00,2024-07-17 00:00:00,3.1,270.67,0,8325.0,3237.0,4.0,3874.0,621.0,246.0
40721,2023-08-24 17:00:00,2024-07-17 00:00:00,3.1,273.95,0,8487.0,3234.0,5.0,3806.0,605.0,238.0
40722,2023-08-24 18:00:00,2024-07-17 00:00:00,3.1,276.64,0,8695.0,3232.0,4.0,3798.0,610.0,235.0
40723,2023-08-24 19:00:00,2024-07-17 00:00:00,3.1,278.19,0,8990.0,3227.0,5.0,3956.0,590.0,228.0
40724,2023-08-24 20:00:00,2024-07-17 00:00:00,3.1,277.49,0,8724.0,3224.0,4.0,3587.0,799.0,226.0
40725,2023-08-24 21:00:00,2024-07-17 00:00:00,3.1,278.5,0,8924.0,3215.0,4.0,3762.0,724.0,224.0
40726,2023-08-24 22:00:00,2024-07-17 00:00:00,3.1,282.74,0,9385.0,3221.0,4.0,3978.0,571.0,217.0
40727,2023-08-24 23:00:00,2024-07-17 00:00:00,3.1,280.24,0,8991.0,3224.0,4.0,3689.0,700.0,208.0
