Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,nuclear,oil,hydro,solar,other
39456,2023-07-03 00:00:00,2024-07-17 00:00:00,3.1,306.03,0,10561.0,3264.0,0.0,3832.0,11.0,255.0
39457,2023-07-03 01:00:00,2024-07-17 00:00:00,3.1,307.83,0,10467.0,3264.0,50.0,3642.0,10.0,199.0
39458,2023-07-03 02:00:00,2024-07-17 00:00:00,3.1,306.42,0,10229.0,3264.0,51.0,3581.0,10.0,202.0
39459,2023-07-03 03:00:00,2024-07-17 00:00:00,3.1,312.76,0,9825.0,3273.0,49.0,2940.0,6.0,199.0
39460,2023-07-03 04:00:00,2024-07-17 00:00:00,3.1,317.04,0,9421.0,3292.0,0.0,2411.0,8.0,218.0
39461,2023-07-03 05:00:00,2024-07-17 00:00:00,3.1,314.08,0,8836.0,3284.0,0.0,2192.0,14.0,200.0
39462,2023-07-03 06:00:00,2024-07-17 00:00:00,3.1,307.13,0,8320.0,3281.0,0.0,2189.0,44.0,199.0
39463,2023-07-03 07:00:00,2024-07-17 00:00:00,3.1,306.06,0,8152.0,3278.0,0.0,2107.0,77.0,200.0
39464,2023-07-03 08:00:00,2024-07-17 00:00:00,3.1,304.57,0,8007.0,3281.0,0.0,2096.0,61.0,200.0
39465,2023-07-03 09:00:00,2024-07-17 00:00:00,3.1,301.5,0,7900.0,3278.0,0.0,2154.0,83.0,198.0
39466,2023-07-03 10:00:00,2024-07-17 00:00:00,3.1,301.45,0,8124.0,3278.0,0.0,2310.0,77.0,195.0
39467,2023-07-03 11:00:00,2024-07-17 00:00:00,3.1,301.04,0,8444.0,3262.0,0.0,2538.0,115.0,200.0
39468,2023-07-03 12:00:00,2024-07-17 00:00:00,3.1,295.49,0,8681.0,3256.0,0.0,3023.0,127.0,215.0
39469,2023-07-03 13:00:00,2024-07-17 00:00:00,3.1,305.12,0,9331.0,3259.0,0.0,3008.0,96.0,255.0
39470,2023-07-03 14:00:00,2024-07-17 00:00:00,3.1,309.51,0,10042.0,3251.0,48.0,3317.0,49.0,252.0
39471,2023-07-03 15:00:00,2024-07-17 00:00:00,3.1,313.89,0,10668.0,3272.0,49.0,3489.0,24.0,286.0
39472,2023-07-03 16:00:00,2024-07-17 00:00:00,3.1,322.39,0,11444.0,3284.0,69.0,3433.0,26.0,292.0
39473,2023-07-03 17:00:00,2024-07-17 00:00:00,3.1,322.74,0,11207.0,3291.0,138.0,3343.0,28.0,290.0
39474,2023-07-03 18:00:00,2024-07-17 00:00:00,3.1,322.98,0,11616.0,3289.0,105.0,3539.0,36.0,309.0
39475,2023-07-03 19:00:00,2024-07-17 00:00:00,3.1,323.97,0,12010.0,3280.0,67.0,3646.0,50.0,306.0
39476,2023-07-03 20:00:00,2024-07-17 00:00:00,3.1,325.95,0,12464.0,3281.0,134.0,3824.0,46.0,293.0
39477,2023-07-03 21:00:00,2024-07-17 00:00:00,3.1,330.9,0,13181.0,3295.0,102.0,3782.0,57.0,266.0
39478,2023-07-03 22:00:00,2024-07-17 00:00:00,3.1,329.09,0,13741.0,3297.0,104.0,4197.0,32.0,244.0
39479,2023-07-03 23:00:00,2024-07-17 00:00:00,3.1,330.99,0,13838.0,3304.0,68.0,4061.0,14.0,224.0
