UTC time,hydro,wind,coal
2023-01-02 18:00:00,9.0,11.0,625.0
2023-01-02 19:00:00,9.0,9.0,621.0
2023-01-02 20:00:00,9.0,11.0,617.0
2023-01-02 21:00:00,9.0,16.0,619.0
2023-01-02 22:00:00,9.0,10.0,616.0
2023-01-02 23:00:00,9.0,18.0,619.0
2023-01-03 00:00:00,9.0,24.0,617.0
2023-01-03 01:00:00,9.0,28.0,617.0
2023-01-03 02:00:00,9.0,23.0,619.0
2023-01-03 03:00:00,9.0,31.0,618.0
2023-01-03 04:00:00,9.0,29.0,617.0
2023-01-03 05:00:00,9.0,14.0,618.0
2023-01-03 06:00:00,9.0,7.0,620.0
2023-01-03 07:00:00,9.0,7.0,626.0
2023-01-03 08:00:00,9.0,6.0,623.0
2023-01-03 09:00:00,9.0,4.0,619.0
2023-01-03 10:00:00,9.0,4.0,623.0
2023-01-03 11:00:00,9.0,6.0,621.0
2023-01-03 12:00:00,9.0,9.0,617.0
2023-01-03 13:00:00,9.0,16.0,616.0
2023-01-03 14:00:00,9.0,22.0,614.0
2023-01-03 15:00:00,9.0,19.0,615.0
2023-01-03 16:00:00,9.0,23.0,607.0
2023-01-03 17:00:00,9.0,32.0,610.0
2023-01-03 18:00:00,9.0,37.0,610.0
2023-01-03 19:00:00,9.0,52.0,617.0
2023-01-03 20:00:00,9.0,40.0,619.0
2023-01-03 21:00:00,9.0,46.0,622.0
2023-01-03 22:00:00,9.0,54.0,621.0
2023-01-03 23:00:00,9.0,49.0,617.0
2023-01-04 00:00:00,9.0,42.0,611.0
2023-01-04 01:00:00,9.0,40.0,612.0
2023-01-04 02:00:00,9.0,23.0,612.0
2023-01-04 03:00:00,9.0,40.0,614.0
2023-01-04 04:00:00,9.0,50.0,614.0
2023-01-04 05:00:00,9.0,59.0,617.0
2023-01-04 06:00:00,9.0,54.0,623.0
2023-01-04 07:00:00,9.0,47.0,623.0
2023-01-04 08:00:00,9.0,47.0,616.0
2023-01-04 09:00:00,9.0,84.0,615.0
2023-01-04 10:00:00,9.0,68.0,622.0
2023-01-04 11:00:00,9.0,45.0,618.0
2023-01-04 12:00:00,9.0,44.0,614.0
2023-01-04 13:00:00,9.0,36.0,617.0
2023-01-04 14:00:00,9.0,28.0,621.0
2023-01-04 15:00:00,8.0,30.0,616.0
2023-01-04 16:00:00,8.0,32.0,619.0
2023-01-04 17:00:00,8.0,31.0,618.0
2023-01-04 18:00:00,8.0,29.0,616.0
2023-01-04 19:00:00,9.0,14.0,615.0
2023-01-04 20:00:00,9.0,2.0,619.0
2023-01-04 21:00:00,9.0,0.0,619.0
2023-01-04 22:00:00,9.0,0.0,615.0
2023-01-04 23:00:00,9.0,0.0,618.0
2023-01-05 00:00:00,9.0,0.0,619.0
2023-01-05 01:00:00,8.0,5.0,616.0
2023-01-05 02:00:00,8.0,14.0,617.0
2023-01-05 03:00:00,8.0,39.0,613.0
2023-01-05 04:00:00,8.0,49.0,611.0
2023-01-05 05:00:00,8.0,63.0,611.0
2023-01-05 06:00:00,8.0,85.0,619.0
2023-01-05 07:00:00,8.0,87.0,620.0
2023-01-05 08:00:00,8.0,82.0,613.0
2023-01-05 09:00:00,8.0,85.0,614.0
2023-01-05 10:00:00,8.0,78.0,613.0
2023-01-05 11:00:00,8.0,62.0,611.0
2023-01-05 12:00:00,8.0,59.0,606.0
2023-01-05 13:00:00,8.0,45.0,607.0
2023-01-05 14:00:00,8.0,62.0,609.0
2023-01-05 15:00:00,8.0,89.0,610.0
2023-01-05 16:00:00,8.0,89.0,613.0
2023-01-05 17:00:00,8.0,74.0,615.0
2023-01-05 18:00:00,8.0,69.0,614.0
2023-01-05 19:00:00,8.0,57.0,612.0
2023-01-05 20:00:00,8.0,39.0,617.0
2023-01-05 21:00:00,8.0,34.0,618.0
2023-01-05 22:00:00,8.0,75.0,619.0
2023-01-05 23:00:00,8.0,50.0,619.0
2023-01-06 00:00:00,8.0,38.0,612.0
2023-01-06 01:00:00,8.0,63.0,610.0
2023-01-06 02:00:00,8.0,87.0,612.0
2023-01-06 03:00:00,8.0,82.0,613.0
2023-01-06 04:00:00,8.0,63.0,612.0
2023-01-06 05:00:00,8.0,53.0,615.0
2023-01-06 06:00:00,8.0,53.0,612.0
2023-01-06 07:00:00,8.0,51.0,620.0
2023-01-06 08:00:00,8.0,50.0,622.0
2023-01-06 09:00:00,8.0,30.0,608.0
2023-01-06 10:00:00,7.0,31.0,595.0
2023-01-06 11:00:00,7.0,31.0,612.0
2023-01-06 12:00:00,7.0,21.0,611.0
2023-01-06 13:00:00,7.0,21.0,615.0
2023-01-06 14:00:00,7.0,20.0,618.0
2023-01-06 15:00:00,7.0,29.0,606.0
2023-01-06 16:00:00,7.0,38.0,608.0
2023-01-06 17:00:00,7.0,30.0,620.0
2023-01-06 18:00:00,7.0,43.0,618.0
2023-01-06 19:00:00,7.0,23.0,615.0
2023-01-06 20:00:00,7.0,16.0,614.0
2023-01-06 21:00:00,6.0,5.0,616.0
2023-01-06 22:00:00,6.0,2.0,609.0
2023-01-06 23:00:00,6.0,1.0,611.0
2023-01-07 00:00:00,6.0,2.0,603.0
2023-01-07 01:00:00,6.0,1.0,610.0
2023-01-07 02:00:00,6.0,4.0,618.0
2023-01-07 03:00:00,6.0,5.0,619.0
2023-01-07 04:00:00,6.0,7.0,618.0
2023-01-07 05:00:00,6.0,10.0,618.0
2023-01-07 06:00:00,6.0,14.0,615.0
2023-01-07 07:00:00,6.0,6.0,624.0
2023-01-07 08:00:00,6.0,1.0,618.0
2023-01-07 09:00:00,6.0,0.0,622.0
2023-01-07 10:00:00,6.0,0.0,619.0
2023-01-07 11:00:00,6.0,0.0,613.0
2023-01-07 12:00:00,6.0,0.0,613.0
2023-01-07 13:00:00,7.0,0.0,611.0
2023-01-07 14:00:00,7.0,0.0,611.0
2023-01-07 15:00:00,7.0,0.0,603.0
2023-01-07 16:00:00,7.0,0.0,613.0
2023-01-07 17:00:00,7.0,0.0,612.0
2023-01-07 18:00:00,7.0,3.0,616.0
2023-01-07 19:00:00,7.0,4.0,615.0
2023-01-07 20:00:00,7.0,10.0,614.0
2023-01-07 21:00:00,7.0,25.0,611.0
2023-01-07 22:00:00,7.0,33.0,621.0
2023-01-07 23:00:00,7.0,33.0,621.0
2023-01-08 00:00:00,7.0,31.0,621.0
2023-01-08 01:00:00,7.0,44.0,622.0
2023-01-08 02:00:00,7.0,47.0,619.0
2023-01-08 03:00:00,7.0,48.0,622.0
2023-01-08 04:00:00,7.0,52.0,623.0
2023-01-08 05:00:00,7.0,47.0,622.0
2023-01-08 06:00:00,7.0,33.0,622.0
2023-01-08 07:00:00,7.0,25.0,621.0
2023-01-08 08:00:00,7.0,24.0,617.0
2023-01-08 09:00:00,7.0,15.0,614.0
2023-01-08 10:00:00,7.0,7.0,617.0
2023-01-08 11:00:00,7.0,3.0,619.0
2023-01-08 12:00:00,6.0,4.0,622.0
2023-01-08 13:00:00,6.0,26.0,618.0
2023-01-08 14:00:00,6.0,91.0,613.0
2023-01-08 15:00:00,6.0,110.0,610.0
2023-01-08 16:00:00,6.0,123.0,612.0
2023-01-08 17:00:00,6.0,124.0,612.0
2023-01-08 18:00:00,6.0,116.0,612.0
2023-01-08 19:00:00,6.0,109.0,616.0
2023-01-08 20:00:00,6.0,106.0,625.0
2023-01-08 21:00:00,6.0,113.0,638.0
2023-01-08 22:00:00,6.0,114.0,647.0
2023-01-08 23:00:00,6.0,118.0,671.0
2023-01-09 00:00:00,6.0,128.0,715.0
2023-01-09 01:00:00,6.0,128.0,739.0
2023-01-09 02:00:00,6.0,126.0,721.0
2023-01-09 03:00:00,6.0,130.0,705.0
2023-01-09 04:00:00,6.0,132.0,692.0
2023-01-09 05:00:00,6.0,133.0,688.0
2023-01-09 06:00:00,7.0,134.0,702.0
2023-01-09 07:00:00,7.0,133.0,742.0
2023-01-09 08:00:00,7.0,127.0,745.0
2023-01-09 09:00:00,7.0,122.0,749.0
2023-01-09 10:00:00,6.0,118.0,745.0
2023-01-09 11:00:00,6.0,95.0,747.0
2023-01-09 12:00:00,6.0,94.0,746.0
2023-01-09 13:00:00,6.0,99.0,745.0
2023-01-09 14:00:00,6.0,96.0,746.0
2023-01-09 15:00:00,6.0,106.0,747.0
2023-01-09 16:00:00,6.0,123.0,746.0
2023-01-09 17:00:00,6.0,123.0,747.0
2023-01-09 18:00:00,7.0,116.0,741.0
2023-01-09 19:00:00,7.0,123.0,739.0
2023-01-09 20:00:00,7.0,120.0,747.0
2023-01-09 21:00:00,7.0,126.0,739.0
2023-01-09 22:00:00,7.0,127.0,746.0
2023-01-09 23:00:00,8.0,127.0,745.0
2023-01-10 00:00:00,8.0,128.0,738.0
2023-01-10 01:00:00,8.0,128.0,736.0
2023-01-10 02:00:00,8.0,128.0,739.0
2023-01-10 03:00:00,8.0,104.0,744.0
2023-01-10 04:00:00,9.0,89.0,737.0
2023-01-10 05:00:00,8.0,64.0,744.0
2023-01-10 06:00:00,7.0,58.0,750.0
2023-01-10 07:00:00,7.0,55.0,751.0
2023-01-10 08:00:00,7.0,15.0,752.0
2023-01-10 09:00:00,7.0,2.0,751.0
2023-01-10 10:00:00,7.0,1.0,747.0
2023-01-10 11:00:00,7.0,9.0,742.0
2023-01-10 12:00:00,7.0,22.0,744.0
2023-01-10 13:00:00,7.0,52.0,729.0
2023-01-10 14:00:00,7.0,78.0,728.0
2023-01-10 15:00:00,7.0,103.0,728.0
2023-01-10 16:00:00,7.0,112.0,737.0
2023-01-10 17:00:00,6.0,108.0,747.0
2023-01-10 18:00:00,6.0,92.0,758.0
2023-01-10 19:00:00,6.0,88.0,756.0
2023-01-10 20:00:00,6.0,84.0,755.0
2023-01-10 21:00:00,6.0,81.0,757.0
2023-01-10 22:00:00,6.0,82.0,746.0
2023-01-10 23:00:00,6.0,80.0,738.0
2023-01-11 00:00:00,6.0,75.0,741.0
2023-01-11 01:00:00,6.0,59.0,749.0
2023-01-11 02:00:00,6.0,67.0,745.0
2023-01-11 03:00:00,6.0,55.0,751.0
2023-01-11 04:00:00,6.0,44.0,748.0
2023-01-11 05:00:00,6.0,40.0,747.0
2023-01-11 06:00:00,6.0,28.0,750.0
2023-01-11 07:00:00,6.0,21.0,752.0
2023-01-11 08:00:00,6.0,19.0,753.0
2023-01-11 09:00:00,6.0,10.0,752.0
2023-01-11 10:00:00,6.0,10.0,748.0
2023-01-11 11:00:00,6.0,15.0,749.0
2023-01-11 12:00:00,6.0,21.0,747.0
2023-01-11 13:00:00,6.0,30.0,750.0
2023-01-11 14:00:00,6.0,32.0,748.0
2023-01-11 15:00:00,6.0,23.0,748.0
2023-01-11 16:00:00,6.0,12.0,748.0
2023-01-11 17:00:00,6.0,14.0,745.0
2023-01-11 18:00:00,6.0,16.0,747.0
2023-01-11 19:00:00,6.0,26.0,758.0
2023-01-11 20:00:00,6.0,17.0,756.0
2023-01-11 21:00:00,6.0,11.0,756.0
2023-01-11 22:00:00,6.0,8.0,754.0
2023-01-11 23:00:00,6.0,9.0,754.0
2023-01-12 00:00:00,6.0,8.0,747.0
2023-01-12 01:00:00,6.0,4.0,749.0
2023-01-12 02:00:00,6.0,2.0,748.0
2023-01-12 03:00:00,6.0,1.0,745.0
2023-01-12 04:00:00,6.0,0.0,751.0
2023-01-12 05:00:00,6.0,4.0,745.0
2023-01-12 06:00:00,6.0,3.0,744.0
2023-01-12 07:00:00,6.0,6.0,750.0
2023-01-12 08:00:00,6.0,4.0,750.0
2023-01-12 09:00:00,6.0,3.0,749.0
2023-01-12 10:00:00,6.0,4.0,748.0
2023-01-12 11:00:00,6.0,3.0,743.0
2023-01-12 12:00:00,6.0,1.0,752.0
2023-01-12 13:00:00,6.0,7.0,744.0
2023-01-12 14:00:00,6.0,17.0,754.0
2023-01-12 15:00:00,6.0,17.0,758.0
2023-01-12 16:00:00,6.0,17.0,752.0
2023-01-12 17:00:00,6.0,15.0,753.0
2023-01-12 18:00:00,6.0,17.0,752.0
2023-01-12 19:00:00,6.0,15.0,757.0
2023-01-12 20:00:00,6.0,7.0,754.0
2023-01-12 21:00:00,6.0,5.0,753.0
2023-01-12 22:00:00,6.0,3.0,754.0
2023-01-12 23:00:00,6.0,2.0,758.0
2023-01-13 00:00:00,6.0,7.0,760.0
2023-01-13 01:00:00,6.0,8.0,745.0
2023-01-13 02:00:00,6.0,8.0,758.0
2023-01-13 03:00:00,6.0,10.0,759.0
2023-01-13 04:00:00,6.0,7.0,756.0
2023-01-13 05:00:00,6.0,12.0,755.0
2023-01-13 06:00:00,6.0,8.0,756.0
2023-01-13 07:00:00,6.0,5.0,755.0
2023-01-13 08:00:00,6.0,1.0,739.0
2023-01-13 09:00:00,6.0,0.0,750.0
2023-01-13 10:00:00,6.0,0.0,753.0
2023-01-13 11:00:00,6.0,0.0,749.0
2023-01-13 12:00:00,6.0,0.0,749.0
2023-01-13 13:00:00,6.0,1.0,746.0
2023-01-13 14:00:00,6.0,0.0,753.0
2023-01-13 15:00:00,6.0,0.0,752.0
2023-01-13 16:00:00,6.0,0.0,753.0
2023-01-13 17:00:00,6.0,0.0,753.0
2023-01-13 18:00:00,6.0,1.0,758.0
2023-01-13 19:00:00,6.0,11.0,753.0
2023-01-13 20:00:00,6.0,11.0,755.0
2023-01-13 21:00:00,6.0,3.0,754.0
2023-01-13 22:00:00,6.0,14.0,750.0
2023-01-13 23:00:00,6.0,16.0,563.0
2023-01-14 00:00:00,6.0,9.0,507.0
2023-01-14 01:00:00,6.0,14.0,502.0
2023-01-14 02:00:00,6.0,34.0,503.0
2023-01-14 03:00:00,6.0,40.0,502.0
2023-01-14 04:00:00,6.0,29.0,501.0
2023-01-14 05:00:00,6.0,9.0,504.0
2023-01-14 06:00:00,6.0,8.0,504.0
2023-01-14 07:00:00,6.0,24.0,507.0
2023-01-14 08:00:00,6.0,32.0,510.0
2023-01-14 09:00:00,6.0,26.0,509.0
2023-01-14 10:00:00,5.0,24.0,509.0
2023-01-14 11:00:00,6.0,19.0,511.0
2023-01-14 12:00:00,6.0,13.0,509.0
2023-01-14 13:00:00,5.0,7.0,511.0
2023-01-14 14:00:00,6.0,10.0,511.0
2023-01-14 15:00:00,6.0,15.0,511.0
2023-01-14 16:00:00,6.0,10.0,509.0
2023-01-14 17:00:00,6.0,14.0,508.0
2023-01-14 18:00:00,6.0,26.0,512.0
2023-01-14 19:00:00,6.0,19.0,513.0
2023-01-14 20:00:00,6.0,19.0,504.0
2023-01-14 21:00:00,6.0,13.0,506.0
2023-01-14 22:00:00,6.0,4.0,506.0
2023-01-14 23:00:00,6.0,1.0,508.0
2023-01-15 00:00:00,6.0,0.0,511.0
2023-01-15 01:00:00,6.0,0.0,510.0
2023-01-15 02:00:00,6.0,0.0,507.0
2023-01-15 03:00:00,6.0,0.0,506.0
2023-01-15 04:00:00,6.0,0.0,505.0
2023-01-15 05:00:00,6.0,0.0,505.0
2023-01-15 06:00:00,6.0,0.0,502.0
2023-01-15 07:00:00,6.0,0.0,504.0
2023-01-15 08:00:00,6.0,1.0,509.0
2023-01-15 09:00:00,6.0,2.0,502.0
2023-01-15 10:00:00,6.0,5.0,502.0
2023-01-15 11:00:00,6.0,17.0,509.0
2023-01-15 12:00:00,5.0,36.0,512.0
2023-01-15 13:00:00,5.0,42.0,504.0
2023-01-15 14:00:00,5.0,48.0,495.0
2023-01-15 15:00:00,5.0,66.0,494.0
2023-01-15 16:00:00,5.0,84.0,602.0
2023-01-15 17:00:00,5.0,94.0,711.0
2023-01-15 18:00:00,5.0,92.0,725.0
2023-01-15 19:00:00,5.0,94.0,736.0
2023-01-15 20:00:00,5.0,95.0,738.0
2023-01-15 21:00:00,5.0,99.0,747.0
2023-01-15 22:00:00,5.0,97.0,751.0
2023-01-15 23:00:00,5.0,87.0,750.0
2023-01-16 00:00:00,5.0,87.0,730.0
2023-01-16 01:00:00,5.0,88.0,750.0
2023-01-16 02:00:00,5.0,99.0,755.0
2023-01-16 03:00:00,5.0,99.0,759.0
2023-01-16 04:00:00,5.0,100.0,755.0
2023-01-16 05:00:00,5.0,100.0,747.0
2023-01-16 06:00:00,5.0,101.0,753.0
2023-01-16 07:00:00,5.0,101.0,749.0
2023-01-16 08:00:00,5.0,100.0,751.0
2023-01-16 09:00:00,5.0,115.0,750.0
2023-01-16 10:00:00,5.0,124.0,743.0
2023-01-16 11:00:00,5.0,124.0,742.0
2023-01-16 12:00:00,5.0,124.0,740.0
2023-01-16 13:00:00,5.0,119.0,744.0
2023-01-16 14:00:00,5.0,125.0,755.0
2023-01-16 15:00:00,6.0,131.0,751.0
2023-01-16 16:00:00,6.0,127.0,732.0
2023-01-16 17:00:00,6.0,127.0,735.0
2023-01-16 18:00:00,6.0,123.0,746.0
2023-01-16 19:00:00,6.0,116.0,755.0
2023-01-16 20:00:00,6.0,111.0,755.0
2023-01-16 21:00:00,6.0,117.0,752.0
2023-01-16 22:00:00,6.0,114.0,741.0
2023-01-16 23:00:00,6.0,115.0,733.0
2023-01-17 00:00:00,6.0,120.0,730.0
2023-01-17 01:00:00,6.0,127.0,730.0
2023-01-17 02:00:00,6.0,123.0,730.0
2023-01-17 03:00:00,6.0,127.0,731.0
2023-01-17 04:00:00,6.0,126.0,726.0
2023-01-17 05:00:00,6.0,129.0,731.0
2023-01-17 06:00:00,6.0,126.0,728.0
2023-01-17 07:00:00,6.0,125.0,729.0
2023-01-17 08:00:00,7.0,127.0,732.0
2023-01-17 09:00:00,7.0,129.0,729.0
2023-01-17 10:00:00,7.0,125.0,731.0
2023-01-17 11:00:00,7.0,116.0,728.0
2023-01-17 12:00:00,8.0,115.0,729.0
2023-01-17 13:00:00,8.0,120.0,728.0
2023-01-17 14:00:00,10.0,110.0,737.0
2023-01-17 15:00:00,8.0,110.0,741.0
2023-01-17 16:00:00,9.0,92.0,733.0
2023-01-17 17:00:00,11.0,98.0,742.0
2023-01-17 18:00:00,12.0,94.0,743.0
2023-01-17 19:00:00,15.0,79.0,748.0
2023-01-17 20:00:00,15.0,76.0,748.0
2023-01-17 21:00:00,15.0,77.0,746.0
2023-01-17 22:00:00,17.0,80.0,730.0
2023-01-17 23:00:00,5.0,92.0,724.0
2023-01-18 00:00:00,5.0,99.0,710.0
2023-01-18 01:00:00,5.0,98.0,703.0
2023-01-18 02:00:00,5.0,106.0,699.0
2023-01-18 03:00:00,5.0,104.0,701.0
2023-01-18 04:00:00,5.0,78.0,702.0
2023-01-18 05:00:00,6.0,86.0,704.0
2023-01-18 06:00:00,6.0,103.0,733.0
2023-01-18 07:00:00,6.0,93.0,737.0
2023-01-18 08:00:00,6.0,82.0,728.0
2023-01-18 09:00:00,7.0,70.0,712.0
2023-01-18 10:00:00,8.0,83.0,709.0
2023-01-18 11:00:00,5.0,89.0,723.0
2023-01-18 12:00:00,5.0,100.0,714.0
2023-01-18 13:00:00,5.0,115.0,716.0
2023-01-18 14:00:00,5.0,114.0,718.0
2023-01-18 15:00:00,5.0,111.0,710.0
2023-01-18 16:00:00,7.0,121.0,712.0
2023-01-18 17:00:00,6.0,119.0,713.0
2023-01-18 18:00:00,6.0,120.0,716.0
2023-01-18 19:00:00,6.0,120.0,735.0
2023-01-18 20:00:00,6.0,120.0,736.0
2023-01-18 21:00:00,6.0,120.0,755.0
2023-01-18 22:00:00,6.0,119.0,743.0
2023-01-18 23:00:00,6.0,120.0,725.0
2023-01-19 00:00:00,6.0,117.0,690.0
2023-01-19 01:00:00,6.0,116.0,687.0
2023-01-19 02:00:00,6.0,117.0,689.0
2023-01-19 03:00:00,6.0,120.0,689.0
2023-01-19 04:00:00,6.0,110.0,675.0
2023-01-19 05:00:00,6.0,104.0,678.0
2023-01-19 06:00:00,6.0,114.0,693.0
2023-01-19 07:00:00,6.0,113.0,716.0
2023-01-19 08:00:00,6.0,108.0,721.0
2023-01-19 09:00:00,6.0,108.0,721.0
2023-01-19 10:00:00,6.0,119.0,721.0
2023-01-19 11:00:00,6.0,115.0,721.0
2023-01-19 12:00:00,6.0,106.0,723.0
2023-01-19 13:00:00,6.0,87.0,726.0
2023-01-19 14:00:00,6.0,86.0,726.0
2023-01-19 15:00:00,6.0,80.0,734.0
2023-01-19 16:00:00,6.0,73.0,736.0
2023-01-19 17:00:00,6.0,94.0,739.0
2023-01-19 18:00:00,6.0,53.0,744.0
2023-01-19 19:00:00,6.0,47.0,751.0
2023-01-19 20:00:00,6.0,30.0,753.0
2023-01-19 21:00:00,6.0,32.0,751.0
2023-01-19 22:00:00,6.0,66.0,738.0
2023-01-19 23:00:00,6.0,34.0,727.0
2023-01-20 00:00:00,6.0,34.0,692.0
2023-01-20 01:00:00,6.0,42.0,697.0
2023-01-20 02:00:00,6.0,48.0,699.0
2023-01-20 03:00:00,6.0,70.0,704.0
2023-01-20 04:00:00,6.0,78.0,703.0
2023-01-20 05:00:00,6.0,49.0,709.0
2023-01-20 06:00:00,6.0,41.0,708.0
2023-01-20 07:00:00,6.0,45.0,721.0
2023-01-20 08:00:00,6.0,29.0,731.0
2023-01-20 09:00:00,6.0,34.0,724.0
2023-01-20 10:00:00,6.0,33.0,724.0
2023-01-20 11:00:00,6.0,17.0,703.0
2023-01-20 12:00:00,6.0,11.0,719.0
2023-01-20 13:00:00,6.0,11.0,726.0
2023-01-20 14:00:00,6.0,23.0,743.0
2023-01-20 15:00:00,6.0,37.0,741.0
2023-01-20 16:00:00,6.0,17.0,735.0
2023-01-20 17:00:00,5.0,8.0,731.0
2023-01-20 18:00:00,5.0,8.0,741.0
2023-01-20 19:00:00,5.0,7.0,747.0
2023-01-20 20:00:00,5.0,14.0,752.0
2023-01-20 21:00:00,5.0,7.0,745.0
2023-01-20 22:00:00,5.0,11.0,743.0
2023-01-20 23:00:00,5.0,41.0,739.0
2023-01-21 00:00:00,5.0,65.0,733.0
2023-01-21 01:00:00,5.0,83.0,708.0
2023-01-21 02:00:00,5.0,87.0,699.0
2023-01-21 03:00:00,5.0,94.0,688.0
2023-01-21 04:00:00,5.0,116.0,686.0
2023-01-21 05:00:00,5.0,121.0,691.0
2023-01-21 06:00:00,5.0,108.0,707.0
2023-01-21 07:00:00,5.0,94.0,730.0
2023-01-21 08:00:00,5.0,90.0,727.0
2023-01-21 09:00:00,5.0,102.0,733.0
2023-01-21 10:00:00,5.0,71.0,734.0
2023-01-21 11:00:00,5.0,72.0,737.0
2023-01-21 12:00:00,5.0,67.0,736.0
2023-01-21 13:00:00,5.0,65.0,736.0
2023-01-21 14:00:00,5.0,58.0,736.0
2023-01-21 15:00:00,5.0,46.0,735.0
2023-01-21 16:00:00,5.0,75.0,737.0
2023-01-21 17:00:00,5.0,74.0,740.0
2023-01-21 18:00:00,5.0,70.0,739.0
2023-01-21 19:00:00,5.0,73.0,739.0
2023-01-21 20:00:00,5.0,114.0,738.0
2023-01-21 21:00:00,5.0,122.0,740.0
2023-01-21 22:00:00,5.0,119.0,737.0
2023-01-21 23:00:00,5.0,81.0,735.0
2023-01-22 00:00:00,4.0,55.0,732.0
2023-01-22 01:00:00,4.0,101.0,730.0
2023-01-22 02:00:00,4.0,114.0,740.0
2023-01-22 03:00:00,4.0,103.0,739.0
2023-01-22 04:00:00,4.0,73.0,737.0
2023-01-22 05:00:00,5.0,59.0,737.0
2023-01-22 06:00:00,5.0,56.0,735.0
2023-01-22 07:00:00,4.0,55.0,730.0
2023-01-22 08:00:00,4.0,43.0,730.0
2023-01-22 09:00:00,4.0,48.0,726.0
2023-01-22 10:00:00,4.0,44.0,740.0
2023-01-22 11:00:00,4.0,32.0,743.0
2023-01-22 12:00:00,4.0,32.0,740.0
2023-01-22 13:00:00,4.0,41.0,740.0
2023-01-22 14:00:00,4.0,63.0,739.0
2023-01-22 15:00:00,4.0,84.0,732.0
2023-01-22 16:00:00,4.0,84.0,704.0
2023-01-22 17:00:00,4.0,91.0,691.0
2023-01-22 18:00:00,4.0,104.0,688.0
2023-01-22 19:00:00,4.0,105.0,690.0
2023-01-22 20:00:00,4.0,104.0,693.0
2023-01-22 21:00:00,4.0,103.0,705.0
2023-01-22 22:00:00,4.0,103.0,710.0
2023-01-22 23:00:00,4.0,107.0,708.0
2023-01-23 00:00:00,4.0,111.0,708.0
2023-01-23 01:00:00,4.0,114.0,706.0
2023-01-23 02:00:00,4.0,111.0,711.0
2023-01-23 03:00:00,4.0,113.0,714.0
2023-01-23 04:00:00,4.0,119.0,714.0
2023-01-23 05:00:00,4.0,120.0,720.0
2023-01-23 06:00:00,4.0,123.0,711.0
2023-01-23 07:00:00,4.0,120.0,709.0
2023-01-23 08:00:00,4.0,122.0,705.0
2023-01-23 09:00:00,4.0,126.0,728.0
2023-01-23 10:00:00,4.0,118.0,735.0
2023-01-23 11:00:00,4.0,106.0,747.0
2023-01-23 12:00:00,4.0,99.0,741.0
2023-01-23 13:00:00,4.0,79.0,747.0
2023-01-23 14:00:00,4.0,29.0,743.0
2023-01-23 15:00:00,4.0,20.0,740.0
2023-01-23 16:00:00,4.0,55.0,725.0
2023-01-23 17:00:00,4.0,53.0,729.0
2023-01-23 18:00:00,4.0,64.0,737.0
2023-01-23 19:00:00,4.0,37.0,738.0
2023-01-23 20:00:00,4.0,25.0,738.0
2023-01-23 21:00:00,4.0,22.0,738.0
2023-01-23 22:00:00,4.0,24.0,740.0
2023-01-23 23:00:00,4.0,21.0,737.0
2023-01-24 00:00:00,4.0,24.0,737.0
2023-01-24 01:00:00,4.0,31.0,737.0
2023-01-24 02:00:00,4.0,34.0,745.0
2023-01-24 03:00:00,4.0,42.0,745.0
2023-01-24 04:00:00,4.0,41.0,744.0
2023-01-24 05:00:00,4.0,38.0,748.0
