Unnamed: 0,UTC time,carbon_intensity,coal,nat_gas,nuclear,oil,hydro,solar,wind,biomass
39408,2023-07-01 00:00:00,24.48,27.0,630.0,31157.0,134.0,6325.0,0.0,7655.0,470.0
39409,2023-07-01 01:00:00,24.44,27.0,573.0,29248.0,135.0,6111.0,0.0,7591.0,466.0
39410,2023-07-01 02:00:00,24.49,26.0,574.0,28897.0,135.0,5615.0,0.0,7545.0,454.0
39411,2023-07-01 03:00:00,24.54,26.0,574.0,28914.0,134.0,5459.0,215.0,7640.0,453.0
39412,2023-07-01 04:00:00,24.59,26.0,577.0,29007.0,135.0,5486.0,375.0,7762.0,450.0
39413,2023-07-01 05:00:00,24.57,25.0,584.0,30101.0,135.0,5626.0,981.0,7870.0,448.0
39414,2023-07-01 06:00:00,23.78,23.0,488.0,31295.0,134.0,6050.0,2229.0,7965.0,447.0
39415,2023-07-01 07:00:00,24.12,23.0,484.0,31958.0,134.0,6041.0,3550.0,8112.0,450.0
39416,2023-07-01 08:00:00,24.61,22.0,489.0,31575.0,135.0,5866.0,4632.0,8344.0,446.0
39417,2023-07-01 09:00:00,24.95,22.0,489.0,31317.0,134.0,5574.0,5623.0,8641.0,439.0
39418,2023-07-01 10:00:00,25.09,23.0,489.0,31181.0,133.0,5218.0,6307.0,9100.0,429.0
39419,2023-07-01 11:00:00,25.15,24.0,489.0,30846.0,133.0,4808.0,6580.0,9762.0,435.0
39420,2023-07-01 12:00:00,25.2,24.0,489.0,30639.0,134.0,4194.0,6646.0,9896.0,432.0
39421,2023-07-01 13:00:00,25.44,24.0,488.0,30881.0,134.0,4436.0,6342.0,8540.0,445.0
39422,2023-07-01 14:00:00,25.19,24.0,480.0,31104.0,135.0,4142.0,6024.0,8661.0,451.0
39423,2023-07-01 15:00:00,24.53,26.0,476.0,31207.0,135.0,4384.0,5589.0,10404.0,452.0
39424,2023-07-01 16:00:00,23.74,26.0,471.0,31951.0,135.0,5135.0,4098.0,10281.0,450.0
39425,2023-07-01 17:00:00,22.81,26.0,463.0,33213.0,135.0,6036.0,2243.0,9699.0,457.0
39426,2023-07-01 18:00:00,22.42,26.0,458.0,33504.0,135.0,6577.0,862.0,8342.0,458.0
39427,2023-07-01 19:00:00,22.45,26.0,459.0,33487.0,134.0,6653.0,311.0,7211.0,461.0
39428,2023-07-01 20:00:00,22.57,27.0,458.0,33717.0,133.0,7110.0,221.0,6335.0,461.0
39429,2023-07-01 21:00:00,22.38,26.0,452.0,33720.0,133.0,7016.0,0.0,6333.0,458.0
39430,2023-07-01 22:00:00,23.56,27.0,539.0,32405.0,134.0,5809.0,0.0,6306.0,457.0
39431,2023-07-01 23:00:00,25.73,27.0,657.0,29548.0,135.0,5492.0,0.0,6085.0,460.0
