UTC time,coal,nat_gas,nuclear,oil,hydro,solar,wind,biomass
2023-11-30 00:00:00,313.0,7082.0,43475.0,249.0,8170.0,0.0,2223.0,587.0
2023-11-30 01:00:00,304.0,6838.0,43510.0,187.0,8183.0,0.0,2054.0,587.0
2023-11-30 02:00:00,304.0,7290.0,43555.0,186.0,7971.0,0.0,1989.0,586.0
2023-11-30 03:00:00,304.0,7105.0,43580.0,186.0,7676.0,0.0,2051.0,581.0
2023-11-30 04:00:00,304.0,7040.0,43581.0,187.0,7685.0,0.0,1955.0,589.0
2023-11-30 05:00:00,304.0,6947.0,43578.0,187.0,8114.0,0.0,1876.0,589.0
2023-11-30 06:00:00,435.0,7366.0,43551.0,187.0,8855.0,229.0,1836.0,585.0
2023-11-30 07:00:00,585.0,8069.0,43436.0,187.0,9973.0,231.0,1967.0,586.0
2023-11-30 08:00:00,564.0,8676.0,43382.0,187.0,10263.0,300.0,2145.0,584.0
2023-11-30 09:00:00,586.0,8735.0,43499.0,187.0,10525.0,717.0,2192.0,583.0
2023-11-30 10:00:00,586.0,8720.0,43474.0,187.0,10486.0,1505.0,2089.0,583.0
2023-11-30 11:00:00,585.0,8750.0,43479.0,187.0,10282.0,2008.0,1803.0,583.0
2023-11-30 12:00:00,581.0,8245.0,43533.0,187.0,10252.0,2232.0,1662.0,583.0
2023-11-30 13:00:00,395.0,7969.0,43497.0,187.0,9826.0,2340.0,1595.0,587.0
2023-11-30 14:00:00,349.0,8203.0,43488.0,187.0,9669.0,1973.0,1507.0,585.0
2023-11-30 15:00:00,380.0,8230.0,43503.0,212.0,9846.0,1154.0,1504.0,586.0
2023-11-30 16:00:00,470.0,8227.0,43439.0,393.0,9829.0,489.0,1418.0,586.0
2023-11-30 17:00:00,595.0,7961.0,43289.0,209.0,9882.0,232.0,1580.0,583.0
2023-11-30 18:00:00,596.0,8316.0,42432.0,360.0,10057.0,0.0,1688.0,582.0
2023-11-30 19:00:00,596.0,8261.0,41969.0,398.0,10546.0,0.0,1774.0,585.0
2023-11-30 20:00:00,568.0,7329.0,41967.0,208.0,9973.0,0.0,1900.0,583.0
2023-11-30 21:00:00,530.0,7232.0,41971.0,186.0,8937.0,0.0,1923.0,576.0
2023-11-30 22:00:00,507.0,7084.0,42245.0,186.0,8641.0,0.0,1759.0,579.0
2023-11-30 23:00:00,469.0,7065.0,42479.0,187.0,8680.0,0.0,1639.0,569.0
