Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,nuclear,oil,hydro,solar,wind,biomass
39720,2023-07-14 00:00:00,2024-07-17 00:00:00,3.1,35.0,12.0,3965.0,32924.0,136.0,5265.0,0.0,987.0,470.0
39721,2023-07-14 01:00:00,2024-07-17 00:00:00,3.1,35.24,12.0,3963.0,33045.0,136.0,4859.0,0.0,967.0,457.0
39722,2023-07-14 02:00:00,2024-07-17 00:00:00,3.1,36.12,12.0,4018.0,32486.0,136.0,4721.0,0.0,1110.0,456.0
39723,2023-07-14 03:00:00,2024-07-17 00:00:00,3.1,36.18,12.0,4067.0,32383.0,136.0,4602.0,210.0,1504.0,457.0
39724,2023-07-14 04:00:00,2024-07-17 00:00:00,3.1,34.43,12.0,3980.0,32454.0,136.0,4929.0,376.0,2297.0,458.0
39725,2023-07-14 05:00:00,2024-07-17 00:00:00,3.1,32.77,12.0,3944.0,32527.0,136.0,5147.0,1192.0,3077.0,455.0
39726,2023-07-14 06:00:00,2024-07-17 00:00:00,3.1,31.28,12.0,4025.0,32623.0,136.0,5776.0,3369.0,3260.0,460.0
39727,2023-07-14 07:00:00,2024-07-17 00:00:00,3.1,25.5,12.0,3399.0,32585.0,136.0,5798.0,6197.0,3257.0,461.0
39728,2023-07-14 08:00:00,2024-07-17 00:00:00,3.1,20.4,12.0,2812.0,32538.0,136.0,5436.0,8636.0,4130.0,458.0
39729,2023-07-14 09:00:00,2024-07-17 00:00:00,3.1,14.43,12.0,1993.0,32353.0,136.0,4823.0,10444.0,5323.0,459.0
39730,2023-07-14 10:00:00,2024-07-17 00:00:00,3.1,8.96,13.0,1200.0,32428.0,136.0,4856.0,11591.0,6116.0,453.0
39731,2023-07-14 11:00:00,2024-07-17 00:00:00,3.1,8.18,13.0,1090.0,32215.0,135.0,4423.0,12136.0,6748.0,457.0
39732,2023-07-14 12:00:00,2024-07-17 00:00:00,3.1,8.07,14.0,1066.0,31564.0,135.0,4185.0,12061.0,7509.0,453.0
39733,2023-07-14 13:00:00,2024-07-17 00:00:00,3.1,7.79,15.0,1008.0,30817.0,136.0,3696.0,11650.0,8665.0,456.0
39734,2023-07-14 14:00:00,2024-07-17 00:00:00,3.1,7.74,16.0,992.0,30751.0,136.0,3763.0,10293.0,9733.0,458.0
39735,2023-07-14 15:00:00,2024-07-17 00:00:00,3.1,7.57,16.0,953.0,31018.0,136.0,4200.0,8363.0,10333.0,456.0
39736,2023-07-14 16:00:00,2024-07-17 00:00:00,3.1,10.28,16.0,1324.0,31228.0,136.0,5091.0,5752.0,10201.0,456.0
39737,2023-07-14 17:00:00,2024-07-17 00:00:00,3.1,19.33,16.0,2585.0,31658.0,136.0,6089.0,2874.0,9150.0,456.0
39738,2023-07-14 18:00:00,2024-07-17 00:00:00,3.1,23.7,16.0,3116.0,32557.0,136.0,6635.0,921.0,7645.0,458.0
39739,2023-07-14 19:00:00,2024-07-17 00:00:00,3.1,22.39,16.0,2838.0,33223.0,136.0,5590.0,293.0,7351.0,461.0
39740,2023-07-14 20:00:00,2024-07-17 00:00:00,3.1,22.19,17.0,2844.0,33315.0,136.0,5877.0,216.0,7619.0,462.0
39741,2023-07-14 21:00:00,2024-07-17 00:00:00,3.1,18.1,17.0,2208.0,32668.0,135.0,5740.0,0.0,7643.0,464.0
39742,2023-07-14 22:00:00,2024-07-17 00:00:00,3.1,10.61,18.0,1151.0,31742.0,134.0,5551.0,0.0,7519.0,462.0
39743,2023-07-14 23:00:00,2024-07-17 00:00:00,3.1,7.52,19.0,730.0,31508.0,136.0,4870.0,0.0,7463.0,460.0
