,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,oil,hydro,solar,wind
0,2023-08-16 00:00:00,2023-08-18 21:54:43,3.0,557.78,1503.0,120.0,37.0,375.0,79.0,272.0
1,2023-08-16 01:00:00,2023-08-18 21:54:43,3.0,562.21,1502.0,122.0,38.0,374.0,59.0,272.0
2,2023-08-16 02:00:00,2023-08-18 21:54:43,3.0,579.27,1499.0,125.0,38.0,378.0,21.0,231.0
3,2023-08-16 03:00:00,2023-08-18 21:54:43,3.0,589.43,1540.0,126.0,42.0,373.0,0.0,232.0
4,2023-08-16 04:00:00,2023-08-18 21:54:43,3.0,584.45,1540.0,101.0,50.0,369.0,0.0,261.0
5,2023-08-16 05:00:00,2023-08-18 21:54:43,3.0,589.29,1545.0,83.0,52.0,374.0,0.0,242.0
6,2023-08-16 06:00:00,2023-08-18 21:54:43,3.0,590.24,1544.0,83.0,55.0,368.0,0.0,244.0
7,2023-08-16 07:00:00,2023-08-18 21:54:43,3.0,596.25,1550.0,82.0,55.0,371.0,0.0,220.0
8,2023-08-16 08:00:00,2023-08-18 21:54:43,3.0,581.84,1545.0,80.0,57.0,373.0,0.0,274.0
9,2023-08-16 09:00:00,2023-08-18 21:54:43,3.0,548.25,1542.0,79.0,56.0,372.0,0.0,419.0
10,2023-08-16 10:00:00,2023-08-18 21:54:43,3.0,516.82,1494.0,77.0,57.0,374.0,0.0,542.0
11,2023-08-16 11:00:00,2023-08-18 21:54:43,3.0,521.83,1542.0,76.0,57.0,369.0,0.0,550.0
12,2023-08-16 12:00:00,2023-08-18 21:54:43,3.0,521.79,1548.0,76.0,58.0,369.0,0.0,554.0
13,2023-08-16 13:00:00,2023-08-18 21:54:43,3.0,528.23,1542.0,81.0,58.0,373.0,2.0,512.0
14,2023-08-16 14:00:00,2023-08-18 21:54:43,3.0,501.55,1458.0,43.0,57.0,373.0,20.0,581.0
15,2023-08-16 15:00:00,2023-08-18 21:54:43,3.0,498.59,1443.0,78.0,58.0,377.0,59.0,546.0
16,2023-08-16 16:00:00,2023-08-18 21:54:43,3.0,516.68,1444.0,81.0,55.0,373.0,75.0,443.0
17,2023-08-16 17:00:00,2023-08-18 21:54:43,3.0,534.43,1445.0,50.0,55.0,374.0,84.0,353.0
18,2023-08-16 18:00:00,2023-08-18 21:54:43,3.0,542.27,1441.0,73.0,56.0,376.0,83.0,313.0
19,2023-08-16 19:00:00,2023-08-18 21:54:43,3.0,557.2,1443.0,81.0,56.0,367.0,71.0,269.0
20,2023-08-16 20:00:00,2023-08-18 21:54:43,3.0,565.61,1522.0,107.0,56.0,370.0,70.0,265.0
21,2023-08-16 21:00:00,2023-08-18 21:54:43,3.0,558.6,1534.0,117.0,55.0,374.0,70.0,296.0
22,2023-08-16 22:00:00,2023-08-18 21:54:43,3.0,546.2,1534.0,115.0,52.0,369.0,67.0,360.0
23,2023-08-16 23:00:00,2023-08-18 21:54:43,3.0,531.88,1539.0,113.0,52.0,378.0,70.0,420.0
