,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,oil,hydro,solar,wind
0,2023-08-07 00:00:00,2023-08-08 18:44:47,3.0,571.89,1542.0,112.0,59.0,370.0,57.0,259.0
1,2023-08-07 01:00:00,2023-08-08 18:44:47,3.0,618.22,1540.0,126.0,59.0,378.0,12.0,107.0
2,2023-08-07 02:00:00,2023-08-08 18:44:47,3.0,640.74,1537.0,85.0,60.0,374.0,4.0,48.0
3,2023-08-07 03:00:00,2023-08-08 18:44:47,3.0,635.19,1538.0,93.0,59.0,377.0,0.0,66.0
4,2023-08-07 04:00:00,2023-08-08 18:44:47,3.0,643.77,1547.0,79.0,59.0,378.0,0.0,42.0
5,2023-08-07 05:00:00,2023-08-08 18:44:47,3.0,645.33,1544.0,79.0,59.0,379.0,0.0,35.0
6,2023-08-07 06:00:00,2023-08-08 18:44:47,3.0,654.32,1546.0,84.0,61.0,382.0,0.0,2.0
7,2023-08-07 07:00:00,2023-08-08 18:44:47,3.0,655.79,1551.0,55.0,60.0,381.0,0.0,7.0
8,2023-08-07 08:00:00,2023-08-08 18:44:47,3.0,656.86,1538.0,37.0,60.0,383.0,0.0,3.0
9,2023-08-07 09:00:00,2023-08-08 18:44:47,3.0,656.8,1537.0,37.0,61.0,386.0,0.0,0.0
10,2023-08-07 10:00:00,2023-08-08 18:44:47,3.0,654.87,1538.0,38.0,60.0,384.0,0.0,8.0
11,2023-08-07 11:00:00,2023-08-08 18:44:47,3.0,652.58,1536.0,37.0,59.0,385.0,0.0,14.0
12,2023-08-07 12:00:00,2023-08-08 18:44:47,3.0,654.16,1536.0,37.0,61.0,385.0,0.0,9.0
13,2023-08-07 13:00:00,2023-08-08 18:44:47,3.0,655.45,1536.0,41.0,59.0,386.0,1.0,2.0
14,2023-08-07 14:00:00,2023-08-08 18:44:47,3.0,654.06,1542.0,42.0,58.0,389.0,6.0,0.0
15,2023-08-07 15:00:00,2023-08-08 18:44:47,3.0,649.2,1545.0,42.0,58.0,386.0,20.0,6.0
16,2023-08-07 16:00:00,2023-08-08 18:44:47,3.0,644.11,1544.0,39.0,57.0,390.0,37.0,3.0
17,2023-08-07 17:00:00,2023-08-08 18:44:47,3.0,634.62,1525.0,42.0,58.0,384.0,73.0,0.0
18,2023-08-07 18:00:00,2023-08-08 18:44:47,3.0,626.3,1523.0,41.0,57.0,387.0,77.0,21.0
19,2023-08-07 19:00:00,2023-08-08 18:44:47,3.0,610.92,1455.0,96.0,56.0,389.0,74.0,41.0
20,2023-08-07 20:00:00,2023-08-08 18:44:47,3.0,615.49,1448.0,52.0,57.0,385.0,60.0,49.0
21,2023-08-07 21:00:00,2023-08-08 18:44:47,3.0,608.87,1446.0,114.0,57.0,389.0,64.0,51.0
22,2023-08-07 22:00:00,2023-08-08 18:44:47,3.0,600.09,1399.0,128.0,57.0,388.0,74.0,54.0
23,2023-08-07 23:00:00,2023-08-08 18:44:47,3.0,611.75,1463.0,128.0,57.0,394.0,82.0,22.0
